"Timeinfo","Level","Message","Light","Light Counter","Pressure","Disp Pressure","Pressure Counter","Temperature"
2023-07-02 05:14:13.585, [INFO],Case program initialized
2023-07-02 05:14:13.627, [INFO],Outside,0,0,0,0,0,0
2023-07-02 05:14:14.630, [INFO],Outside,231,1,0,0,0,0
2023-07-02 05:14:15.188, [INFO],outside
2023-07-02 05:14:15.632, [INFO],Outside,711,0,0,0,0,0
2023-07-02 05:14:15.710, [INFO],outside
2023-07-02 05:14:16.232, [INFO],outside
2023-07-02 05:14:16.633, [INFO],Outside,844,0,0,0,0,0
2023-07-02 05:14:16.753, [INFO],outside
2023-07-02 05:14:17.275, [INFO],outside
2023-07-02 05:14:17.635, [INFO],Outside,845,0,0,0,0,0
2023-07-02 05:14:17.796, [INFO],outside
2023-07-02 05:14:18.318, [INFO],outside
2023-07-02 05:14:18.637, [INFO],Outside,845,0,0,0,0,0
2023-07-02 05:14:18.839, [INFO],outside
2023-07-02 05:14:19.361, [INFO],outside
2023-07-02 05:14:19.639, [INFO],Outside,601,0,0,0,0,0
2023-07-02 05:14:19.883, [INFO],outside
2023-07-02 05:14:20.404, [INFO],outside
2023-07-02 05:14:20.640, [INFO],Outside,303,0,0,0,0,0
2023-07-02 05:14:20.926, [INFO],outside
2023-07-02 05:14:21.448, [INFO],outside
2023-07-02 05:14:21.642, [INFO],Outside,362,0,0,0,0,0
2023-07-02 05:14:21.970, [INFO],outside
2023-07-02 05:14:22.492, [INFO],outside
2023-07-02 05:14:22.644, [INFO],Outside,392,0,0,0,0,0
2023-07-02 05:14:23.14 , [INFO],outside
2023-07-02 05:14:23.535, [INFO],outside
2023-07-02 05:14:23.646, [INFO],Outside,403,0,0,0,0,0
2023-07-02 05:14:24.57 , [INFO],outside
2023-07-02 05:14:24.578, [INFO],outside
2023-07-02 05:14:24.648, [INFO],Outside,404,0,0,0,0,0
2023-07-02 05:14:25.100, [INFO],outside
2023-07-02 05:14:25.621, [INFO],outside
2023-07-02 05:14:25.650, [INFO],Outside,403,0,0,0,0,0
2023-07-02 05:14:26.143, [INFO],outside
2023-07-02 05:14:26.652, [INFO],Outside,408,0,0,0,0,0
2023-07-02 05:14:26.665, [INFO],outside
2023-07-02 05:14:27.186, [INFO],outside
2023-07-02 05:14:27.653, [INFO],Outside,408,0,0,0,0,0
2023-07-02 05:14:27.708, [INFO],outside
2023-07-02 05:14:28.230, [INFO],outside
2023-07-02 05:14:28.656, [INFO],Outside,409,0,0,0,0,0
2023-07-02 05:14:28.752, [INFO],outside
2023-07-02 05:14:29.274, [INFO],outside
2023-07-02 05:14:29.658, [INFO],Outside,390,0,0,0,0,0
2023-07-02 05:14:29.797, [INFO],outside
2023-07-02 05:14:30.319, [INFO],outside
2023-07-02 05:14:30.660, [INFO],Outside,406,0,0,0,0,0
2023-07-02 05:14:30.841, [INFO],outside
2023-07-02 05:14:31.362, [INFO],outside
2023-07-02 05:14:31.662, [INFO],Outside,404,0,0,0,0,0
2023-07-02 05:14:31.884, [INFO],outside
2023-07-02 05:14:32.405, [INFO],outside
2023-07-02 05:14:32.664, [INFO],Outside,375,0,0,0,0,0
2023-07-02 05:14:32.927, [INFO],outside
2023-07-02 05:14:33.666, [INFO],Outside,271,1,0,0,0,0
2023-07-02 05:14:34.668, [INFO],Outside,103,3,0,0,0,0
2023-07-02 05:14:35.670, [INFO],Outside,109,5,0,0,0,0
2023-07-02 05:14:36.671, [INFO],Outside,110,7,0,0,0,0
2023-07-02 05:14:37.674, [INFO],Outside,124,9,0,0,0,0
2023-07-02 05:14:38.137, [INFO],Storage Succeeded
2023-07-02 05:14:38.676, [INFO],Storage,160,0,1008.879150390625,-0.021728515625,0,29.722916666666666
2023-07-02 05:14:39.678, [INFO],Storage,170,0,1008.934814453125,0.005615234375,1,29.770833333333336
2023-07-02 05:14:40.680, [INFO],Storage,846,4,1009.007080078125,-0.064453125,0,29.802083333333336
2023-07-02 05:14:41.682, [INFO],Storage,846,10,1009.0,0.051025390625,1,29.808333333333334
2023-07-02 05:14:41.735, [INFO],Release Succeeded
2023-07-02 05:14:42.683, [INFO],Released,846,10,1009.029296875,-0.0654296875,1,29.835416666666667
2023-07-02 05:14:43.685, [INFO],Released,846,10,1008.959716796875,0.007568359375,2,29.785416666666666
2023-07-02 05:14:44.688, [INFO],Released,846,10,1008.966064453125,0.014892578125,3,29.791666666666664
2023-07-02 05:14:45.690, [INFO],Released,846,10,1008.91015625,0.03857421875,4,29.804166666666667
2023-07-02 05:14:46.692, [INFO],Released,846,10,1008.9375,0.0302734375,5,29.81875
2023-07-02 05:14:47.694, [INFO],Released,846,10,1008.9501953125,0.004150390625,6,29.839583333333334
2023-07-02 05:14:48.696, [INFO],Released,846,10,1008.93505859375,0.004150390625,6,29.858333333333334
2023-07-02 05:14:49.698, [INFO],Released,846,10,1008.93505859375,0.041748046875,7,29.858333333333334
2023-07-02 05:14:50.700, [INFO],Released,846,10,1008.93505859375,0.07958984375,8,29.870833333333334
2023-07-02 05:14:51.701, [INFO],Released,846,10,1008.950927734375,0.05126953125,9,29.8875
2023-07-02 05:14:52.113, [INFO],Landing Succeeded
2023-07-02 05:14:52.116, [INFO],Cut case
2023-07-02 05:14:52.703, [INFO],Land,846,10,1008.895751953125,0.099853515625,10,29.775
2023-07-02 05:14:53.705, [INFO],Land,846,10,1008.895751953125,0.099853515625,10,29.775
2023-07-02 05:14:54.707, [INFO],Land,846,10,1008.895751953125,0.099853515625,10,29.775
2023-07-02 05:14:55.709, [INFO],Land,846,10,1008.895751953125,0.099853515625,10,29.775
2023-07-02 05:14:56.711, [INFO],Land,846,10,1008.895751953125,0.099853515625,10,29.775
2023-07-02 05:14:57.121, [INFO],Begin expantion
2023-07-02 05:14:57.623, [INFO],Expanded
2023-07-02 05:14:57.713, [INFO],Land,846,10,1008.895751953125,0.099853515625,10,29.775
2023-07-02 05:14:58.715, [INFO],Land,846,10,1008.895751953125,0.099853515625,10,29.775
2023-07-02 05:14:59.718, [INFO],Land,846,10,1008.895751953125,0.099853515625,10,29.775
2023-07-02 05:15:00.720, [INFO],Land,846,10,1008.895751953125,0.099853515625,10,29.775
2023-07-02 05:15:01.722, [INFO],Land,846,10,1008.895751953125,0.099853515625,10,29.775
2023-07-02 05:15:02.725, [INFO],Land,846,10,1008.895751953125,0.099853515625,10,29.775
2023-07-02 05:15:03.727, [INFO],Land,846,10,1008.895751953125,0.099853515625,10,29.775
2023-07-02 05:15:04.729, [INFO],Land,846,10,1008.895751953125,0.099853515625,10,29.775
