"Timeinfo","Level","Message","Distance","Relative Altitude","Absolute Altitude","Latitude","Longitude"
2023-08-30 11:11:34.148, [INFO],Pixhawk initialized
2023-08-30 11:11:34.266, [INFO],Camera initialized
2023-08-30 11:11:34.297, [INFO],['/dev/ttyACM0', '/dev/ttyAMA0']
2023-08-30 11:11:34.298, [INFO],system_address: /dev/ttyACMO
2023-08-30 11:11:34.299, [INFO],Waiting for drone to connect...
2023-08-30 11:11:35.462, [INFO],Connected Drone!
2023-08-30 11:11:35.464, [INFO],Waiting for drone to have a global position estimate...
2023-08-30 11:11:37.434, [INFO],-- Global position estimate OK
2023-08-30 11:11:37.436, [INFO],waiting for pixhawk to hold
2023-08-30 11:11:38.435, [INFO],-- Hold
2023-08-30 11:11:43.568, [INFO],0.0,-1.0,0.0,0.0,0.0,0.0
2023-08-30 11:11:44.73 , [INFO],0.0,0.0399887,0.051,0.457,35.796826,139.89179
2023-08-30 11:11:44.575, [INFO],HOLD,0.0399887,0.053,0.458,35.796826,139.89179
2023-08-30 11:11:45.79 , [INFO],HOLD,0.0299913,0.061,0.467,35.796825,139.89179
2023-08-30 11:11:45.584, [INFO],HOLD,0.0299912,0.0659999,0.472,35.796825,139.89179
2023-08-30 11:11:46.88 , [INFO],HOLD,0.0299914,0.071,0.476,35.796825,139.89179
2023-08-30 11:11:46.591, [INFO],HOLD,0.0399885,0.051,0.457,35.796825,139.89179
2023-08-30 11:11:47.94 , [INFO],HOLD,0.0299913,0.027,0.433,35.796825,139.89179
2023-08-30 11:11:47.571, [INFO],--Clear mission
2023-08-30 11:11:47.597, [INFO],HOLD,0.0299913,0.017,0.423,35.796825,139.89179
2023-08-30 11:11:47.603, [INFO],-- Uploading mission
2023-08-30 11:11:47.638, [INFO],waiting for pixhawk to hold
2023-08-30 11:11:48.102, [INFO],HOLD,0.0299913,0.013,0.419,35.796825,139.89179
2023-08-30 11:11:48.434, [INFO],-- Hold
2023-08-30 11:11:49.437, [INFO],waiting for pixhawk to arm
2023-08-30 11:11:49.447, [INFO],HOLD,0.0299913,0.019,0.425,35.796825,139.89179
2023-08-30 11:11:49.950, [INFO],HOLD,0.0299914,0.049,0.455,35.796824,139.89178
2023-08-30 11:11:50.435, [INFO],--Arming
2023-08-30 11:11:50.452, [INFO],HOLD,0.0299914,0.049,0.454,35.796824,139.89178
2023-08-30 11:11:50.954, [INFO],HOLD,0.0299913,0.0,0.454,35.796824,139.89178
2023-08-30 11:11:51.435, [INFO],-- Arm
2023-08-30 11:11:52.441, [INFO],HOLD,0.0299912,0.004,0.459,35.796824,139.89178
2023-08-30 11:11:52.944, [INFO],HOLD,0.0299914,0.079,0.534,35.796824,139.89178
2023-08-30 11:11:53.447, [INFO],HOLD,0.0299912,0.078,0.533,35.796824,139.89178
2023-08-30 11:11:53.949, [INFO],HOLD,0.0299912,0.077,0.532,35.796824,139.89178
2023-08-30 11:11:54.453, [INFO],HOLD,0.0299913,0.08,0.535,35.796824,139.89178
2023-08-30 11:11:54.958, [INFO],HOLD,0.0299912,0.093,0.548,35.796824,139.89178
