"Timeinfo","Level","Message","Light","Pressure","Disp Pressure","Light Counter","Pressure Counter"
2023-09-04 12:29:51.457, [INFO],Camera initialized
2023-09-04 12:29:51.464, [INFO],Pixhawk initialized
2023-09-04 12:29:51.492, [INFO],['/dev/ttyACM0', '/dev/ttyAMA0']
2023-09-04 12:29:51.493, [INFO],system_address: /dev/ttyACMO
2023-09-04 12:29:51.493, [INFO],Waiting for drone to connect...
2023-09-04 12:29:53.108, [INFO],Connected Drone!
2023-09-04 12:30:01.159, [INFO],0.0,-1.0,0.0,0.0,0.0,0.0
2023-09-04 12:30:01.662, [INFO],0.0,1.3015666,0.0,0.0,0.0,0.0
2023-09-04 12:30:02.165, [INFO],MANUAL,1.3009878,0.0,0.0,0.0,0.0
2023-09-04 12:30:02.669, [INFO],MANUAL,1.3012861,0.0,0.0,0.0,0.0
2023-09-04 12:30:03.172, [INFO],MANUAL,1.3015177,0.0,0.0,0.0,0.0
2023-09-04 12:30:03.675, [INFO],MANUAL,1.3017434,0.0,0.0,0.0,0.0
2023-09-04 12:30:04.126, [INFO],--Precise land start
2023-09-04 12:30:04.985, [INFO],center:None,None
2023-09-04 12:30:04.986, [INFO],percent:0
2023-09-04 12:30:04.987, [INFO],--not detect
2023-09-04 12:30:04.990, [INFO],MANUAL,1.3016764,0.0,0.0,0.0,0.0
2023-09-04 12:30:05.492, [INFO],MANUAL,1.3012486,0.0,0.0,0.0,0.0
2023-09-04 12:30:06.77 , [INFO],center:None,None
2023-09-04 12:30:06.78 , [INFO],percent:0
2023-09-04 12:30:06.79 , [INFO],--not detect
2023-09-04 12:30:06.83 , [INFO],MANUAL,1.3011203,0.0,0.0,0.0,0.0
2023-09-04 12:30:06.587, [INFO],MANUAL,1.3005421,0.0,0.0,0.0,0.0
2023-09-04 12:30:07.165, [INFO],center:None,None
2023-09-04 12:30:07.168, [INFO],percent:0
2023-09-04 12:30:07.169, [INFO],--not detect
2023-09-04 12:30:07.172, [INFO],MANUAL,1.3009089,0.0,0.0,0.0,0.0
2023-09-04 12:30:07.673, [INFO],MANUAL,1.3009533,0.0,0.0,0.0,0.0
2023-09-04 12:30:08.250, [INFO],center:None,None
2023-09-04 12:30:08.253, [INFO],percent:0
2023-09-04 12:30:08.255, [INFO],--not detect
2023-09-04 12:30:08.258, [INFO],MANUAL,1.3008245,0.0,0.0,0.0,0.0
2023-09-04 12:30:08.761, [INFO],MANUAL,1.2991746,0.0,0.0,0.0,0.0
2023-09-04 12:30:09.366, [INFO],center:None,None
2023-09-04 12:30:09.370, [INFO],percent:0
2023-09-04 12:30:09.372, [INFO],--not detect
2023-09-04 12:30:09.376, [INFO],MANUAL,1.2693425,0.0,0.0,0.0,0.0
2023-09-04 12:30:09.880, [INFO],MANUAL,1.2061534,0.0,0.0,0.0,0.0
2023-09-04 12:30:10.453, [INFO],center:None,None
2023-09-04 12:30:10.455, [INFO],percent:0
2023-09-04 12:30:10.456, [INFO],--not detect
2023-09-04 12:30:10.459, [INFO],MANUAL,1.1545072,0.0,0.0,0.0,0.0
2023-09-04 12:30:10.961, [INFO],MANUAL,1.1451952,0.0,0.0,0.0,0.0
2023-09-04 12:30:11.598, [INFO],center:-0.5510943471880972,0.32210605491855493
2023-09-04 12:30:11.600, [INFO],percent:0.095390625
2023-09-04 12:30:11.602, [INFO],--detect
2023-09-04 12:30:11.604, [INFO],MANUAL,1.1187208,0.0,0.0,0.0,0.0
2023-09-04 12:30:12.107, [INFO],MANUAL,1.1734277,0.0,0.0,0.0,0.0
2023-09-04 12:30:12.611, [INFO],MANUAL,1.0761383,0.0,0.0,0.0,0.0
2023-09-04 12:30:13.113, [INFO],MANUAL,1.2321745,0.0,0.0,0.0,0.0
2023-09-04 12:30:13.719, [INFO],file:007.jpg
2023-09-04 12:30:13.721, [INFO],center:0.3034727622435473,-0.27982062100154415
2023-09-04 12:30:13.722, [INFO],percent:0.09837239583333333
2023-09-04 12:30:13.723, [INFO],yaw:7.290433406829834 [deg]
2023-09-04 12:30:13.734, [INFO],north:0.10174610997772147, east:-0.05348829719116821
2023-09-04 12:30:13.735, [INFO],down
2023-09-04 12:30:13.738, [INFO],MANUAL,1.2407828,0.0,0.0,0.0,0.0
2023-09-04 12:30:14.240, [INFO],MANUAL,1.2334155,0.0,0.0,0.0,0.0
2023-09-04 12:30:14.743, [INFO],MANUAL,1.231809,0.0,0.0,0.0,0.0
2023-09-04 12:30:15.250, [INFO],MANUAL,1.2322289,0.0,0.0,0.0,0.0
2023-09-04 12:30:15.881, [INFO],file:008.jpg
2023-09-04 12:30:15.882, [INFO],center:0.34283362100290693,-0.31797934835271324
2023-09-04 12:30:15.883, [INFO],percent:0.06270833333333334
2023-09-04 12:30:15.884, [INFO],yaw:11.533018112182617 [deg]
2023-09-04 12:30:15.885, [INFO],north:0.11928135367409311, east:-0.052229530139817966
2023-09-04 12:30:15.888, [INFO],down
2023-09-04 12:30:15.893, [INFO],MANUAL,1.2390529,0.0,0.0,0.0,0.0
2023-09-04 12:30:16.395, [INFO],MANUAL,1.250904,0.0,0.0,0.0,0.0
2023-09-04 12:30:16.898, [INFO],MANUAL,1.2458462,0.0,0.0,0.0,0.0
2023-09-04 12:30:17.400, [INFO],MANUAL,1.2430909,0.0,0.0,0.0,0.0
2023-09-04 12:30:18.5  , [INFO],file:009.jpg
2023-09-04 12:30:18.7  , [INFO],center:0.06773302060401765,-0.6187310814529444
2023-09-04 12:30:18.9  , [INFO],percent:0.09463541666666667
2023-09-04 12:30:18.10 , [INFO],yaw:28.575273513793945 [deg]
2023-09-04 12:30:18.11 , [INFO],north:0.0884152372238204, east:-0.11830837251726702
2023-09-04 12:30:18.13 , [INFO],down
