"Timeinfo","Level","Message","Distance","Relative Altitude","Absolute Altitude","Latitude","Longitude"
2023-09-04 15:06:33.584, [INFO],Camera initialized
2023-09-04 15:06:33.590, [INFO],Pixhawk initialized
2023-09-04 15:06:33.618, [INFO],['/dev/ttyACM0', '/dev/ttyAMA0']
2023-09-04 15:06:33.620, [INFO],system_address: /dev/ttyACMO
2023-09-04 15:06:33.621, [INFO],Waiting for drone to connect...
2023-09-04 15:06:33.751, [INFO],Connected Drone!
2023-09-04 15:06:33.753, [INFO],Waiting for drone to have a global position estimate...
2023-09-04 15:06:34.694, [INFO],-- Global position estimate OK
2023-09-04 15:06:34.696, [INFO],waiting for pixhawk to hold
2023-09-04 15:06:34.698, [INFO],--Holding
2023-09-04 15:06:42.775, [INFO],0.0,-1.0,0.0,0.0,0.0,0.0
2023-09-04 15:06:43.283, [INFO],0.0,0.0,-0.211,36.603,35.715329,139.76053
2023-09-04 15:06:43.786, [INFO],HOLD,0.0,-0.232,36.582,35.715329,139.76053
2023-09-04 15:06:44.290, [INFO],HOLD,0.0,-0.249,36.565002,35.715329,139.76053
2023-09-04 15:06:44.793, [INFO],HOLD,0.0,-0.263999,36.550003,35.715329,139.76053
2023-09-04 15:06:45.297, [INFO],HOLD,0.0,-0.276,36.538002,35.71533,139.76053
2023-09-04 15:06:45.799, [INFO],HOLD,0.0,-0.284,36.530002,35.71533,139.76053
2023-09-04 15:06:46.302, [INFO],HOLD,0.0,-0.283,36.531002,35.71533,139.76053
2023-09-04 15:06:46.784, [INFO],waiting for pixhawk to arm
2023-09-04 15:06:46.805, [INFO],HOLD,0.0,-0.281,36.532001,35.71533,139.76053
2023-09-04 15:06:47.309, [INFO],HOLD,0.0,-0.271,36.543003,35.71533,139.76053
2023-09-04 15:06:47.693, [INFO],--Arming
2023-09-04 15:06:47.812, [INFO],HOLD,0.0,0.0,36.556003,35.71533,139.76053
2023-09-04 15:06:48.316, [INFO],HOLD,0.0,0.014,36.570003,35.71533,139.76053
2023-09-04 15:06:48.692, [INFO],-- Arm
2023-09-04 15:06:48.820, [INFO],HOLD,0.0,0.024,36.580001,35.71533,139.76053
2023-09-04 15:06:49.322, [INFO],HOLD,0.0,0.043,36.599002,35.71533,139.76053
2023-09-04 15:06:49.696, [INFO],--Clear mission
2023-09-04 15:06:49.725, [INFO],-- Uploading mission
2023-09-04 15:06:49.785, [INFO],waiting for pixhawk to hold
2023-09-04 15:06:49.788, [INFO],-- Hold
2023-09-04 15:06:49.790, [INFO],waiting for pixhawk to arm
2023-09-04 15:06:49.826, [INFO],HOLD,0.0,0.058,36.614002,35.71533,139.76053
2023-09-04 15:06:50.329, [INFO],HOLD,0.0,0.072,36.628002,35.71533,139.76053
2023-09-04 15:06:50.692, [INFO],-- Arm
2023-09-04 15:06:50.834, [INFO],HOLD,0.0,0.083,36.638999,35.71533,139.76053
2023-09-04 15:06:51.336, [INFO],HOLD,0.0,0.087,36.643001,35.715331,139.76053
2023-09-04 15:06:51.840, [INFO],HOLD,0.0,0.085,36.641002,35.715331,139.76053
2023-09-04 15:06:52.343, [INFO],HOLD,0.0,0.087,36.643001,35.715332,139.76053
2023-09-04 15:06:52.846, [INFO],HOLD,0.0,0.087,36.643001,35.715332,139.76053
2023-09-04 15:06:53.349, [INFO],HOLD,0.0,0.081,36.637001,35.715332,139.76053
2023-09-04 15:06:53.852, [INFO],HOLD,0.0,0.081,36.637001,35.715333,139.76053
2023-09-04 15:06:54.355, [INFO],HOLD,0.0,0.093,36.649002,35.715333,139.76053
2023-09-04 15:06:54.861, [INFO],HOLD,0.0,0.107,36.663002,35.715334,139.76053
2023-09-04 15:06:55.364, [INFO],HOLD,0.0,0.11,36.666,35.715334,139.76053
2023-09-04 15:06:55.868, [INFO],HOLD,0.0,0.11,36.665,35.715334,139.76053
