"Timeinfo","Level","Message","Distance","Relative Altitude","Absolute Altitude","Latitude","Longitude"
2023-09-13 02:03:50.377, [INFO],Judge Release:LL,23,888.455322265625,-0.0019042968749545253,0,0
2023-09-13 02:03:51.380, [INFO],Judge Release:LL,23,888.455322265625,-0.0019042968749545253,0,0
2023-09-13 02:03:52.382, [INFO],Judge Release:LL,23,888.455322265625,-0.0019042968749545253,0,0
2023-09-13 02:03:53.385, [INFO],Judge Release:LL,23,888.455322265625,-0.0019042968749545253,0,0
2023-09-13 02:03:54.232, [INFO],Disp pressure too stable or minus
2023-09-13 02:03:54.388, [INFO],Judge Release:LL,23,888.458740234375,-0.007226562500022737,0,0
2023-09-13 02:03:54.794, [INFO],Light still low
2023-09-13 02:03:55.395, [INFO],Judge Release:LL,23,888.4501953125,-0.007226562500022737,0,0
2023-09-13 02:03:56.397, [INFO],Judge Release:LL,23,888.4501953125,-0.007226562500022737,0,0
2023-09-13 02:03:57.400, [INFO],Judge Release:LL,23,888.4501953125,-0.007226562500022737,0,0
2023-09-13 02:03:58.403, [INFO],Judge Release:LL,23,888.4501953125,-0.007226562500022737,0,0
2023-09-13 02:03:59.405, [INFO],Judge Release:LL,23,888.4501953125,-0.007226562500022737,0,0
2023-09-13 02:04:00.413, [INFO],Judge Release:LL,23,888.445556640625,-0.007226562500022737,0,0
2023-09-13 02:04:00.733, [INFO],Disp pressure too stable or minus
2023-09-13 02:04:01.296, [INFO],Light still low
2023-09-13 02:04:01.415, [INFO],Judge Release:LL,23,888.46435546875,-0.01938476562509095,0,0
2023-09-13 02:04:02.418, [INFO],Judge Release:LL,23,888.440673828125,-0.01938476562509095,0,0
2023-09-13 02:04:03.421, [INFO],Judge Release:LL,23,888.440673828125,-0.01938476562509095,0,0
2023-09-13 02:04:04.423, [INFO],Judge Release:LL,23,888.440673828125,-0.01938476562509095,0,0
2023-09-13 02:04:05.430, [INFO],Judge Release:LL,23,888.440673828125,-0.01938476562509095,0,0
2023-09-13 02:04:06.433, [INFO],Judge Release:LL,23,888.440673828125,-0.01938476562509095,0,0
2023-09-13 02:04:07.235, [INFO],Disp pressure too stable or minus
2023-09-13 02:04:07.436, [INFO],Judge Release:LL,23,888.452880859375,0.008984375000068212,0,0
2023-09-13 02:04:07.797, [INFO],Light still low
2023-09-13 02:04:08.438, [INFO],Judge Release:LL,23,888.41650390625,0.008984375000068212,0,0
2023-09-13 02:04:09.441, [INFO],Judge Release:LL,23,888.41650390625,0.008984375000068212,0,0
2023-09-13 02:04:10.448, [INFO],Judge Release:LL,23,888.41650390625,0.008984375000068212,0,0
2023-09-13 02:04:11.451, [INFO],Judge Release:LL,23,888.41650390625,0.008984375000068212,0,0
2023-09-13 02:04:12.453, [INFO],Judge Release:LL,23,888.41650390625,0.008984375000068212,0,0
2023-09-13 02:04:13.456, [INFO],Judge Release:LL,23,888.417724609375,0.008984375000068212,0,0
2023-09-13 02:04:13.737, [INFO],Disp pressure too stable or minus
2023-09-13 02:04:14.300, [INFO],Light still low
2023-09-13 02:04:14.459, [INFO],Judge Release:LL,23,888.43505859375,0.024853515624954525,0,0
2023-09-13 02:04:15.467, [INFO],Judge Release:LL,23,888.4521484375,0.024853515624954525,0,0
2023-09-13 02:04:16.469, [INFO],Judge Release:LL,23,888.4521484375,0.024853515624954525,0,0
2023-09-13 02:04:17.472, [INFO],Judge Release:LL,23,888.4521484375,0.024853515624954525,0,0
2023-09-13 02:04:18.475, [INFO],Judge Release:LL,23,888.4521484375,0.024853515624954525,0,0
2023-09-13 02:04:19.477, [INFO],Judge Release:LL,23,888.4521484375,0.024853515624954525,0,0
2023-09-13 02:04:20.239, [INFO],Disp pressure too stable or minus
2023-09-13 02:04:20.486, [INFO],Judge Release:LL,23,888.463623046875,0.024365234374954525,0,0
2023-09-13 02:04:20.802, [INFO],Light still low
2023-09-13 02:04:21.488, [INFO],Judge Release:LL,23,888.465087890625,0.024365234374954525,0,0
2023-09-13 02:04:22.491, [INFO],Judge Release:LL,23,888.465087890625,0.024365234374954525,0,0
2023-09-13 02:04:23.493, [INFO],Judge Release:LL,23,888.465087890625,0.024365234374954525,0,0
2023-09-13 02:04:24.496, [INFO],Judge Release:LL,23,888.465087890625,0.024365234374954525,0,0
2023-09-13 02:04:25.504, [INFO],Judge Release:LL,23,888.465087890625,0.024365234374954525,0,0
2023-09-13 02:04:26.507, [INFO],Judge Release:LL,23,888.445068359375,0.024365234374954525,0,0
2023-09-13 02:04:26.741, [INFO],Disp pressure too stable or minus
2023-09-13 02:04:27.303, [INFO],Light still low
2023-09-13 02:04:27.509, [INFO],Judge Release:LL,23,888.468994140625,-0.008398437499977263,0,0
2023-09-13 02:04:28.512, [INFO],Judge Release:LL,23,888.406982421875,-0.008398437499977263,0,0
2023-09-13 02:04:29.515, [INFO],Judge Release:LL,23,888.406982421875,-0.008398437499977263,0,0
2023-09-13 02:04:30.524, [INFO],Judge Release:LL,23,888.406982421875,-0.008398437499977263,0,0
2023-09-13 02:04:31.527, [INFO],Judge Release:LL,23,888.406982421875,-0.008398437499977263,0,0
2023-09-13 02:04:32.529, [INFO],Judge Release:LL,23,888.406982421875,-0.008398437499977263,0,0
2023-09-13 02:04:33.242, [INFO],Disp pressure too stable or minus
2023-09-13 02:04:33.532, [INFO],Judge Release:LL,23,888.41796875,0.020947265624954525,0,0
2023-09-13 02:04:33.805, [INFO],Light still low
2023-09-13 02:04:34.535, [INFO],Judge Release:LL,23,888.40966796875,0.020947265624954525,0,0
2023-09-13 02:04:35.542, [INFO],Judge Release:LL,23,888.40966796875,0.020947265624954525,0,0
2023-09-13 02:04:36.544, [INFO],Judge Release:LL,23,888.40966796875,0.020947265624954525,0,0
2023-09-13 02:04:37.547, [INFO],Judge Release:LL,23,888.40966796875,0.020947265624954525,0,0
2023-09-13 02:04:38.550, [INFO],Judge Release:LL,23,888.40966796875,0.020947265624954525,0,0
2023-09-13 02:04:39.552, [INFO],Judge Release:LL,23,888.418212890625,0.020947265624954525,0,0
2023-09-13 02:04:39.744, [INFO],Disp pressure too stable or minus
2023-09-13 02:04:40.307, [INFO],Light still low
2023-09-13 02:04:40.561, [INFO],Judge Release:LL,23,888.44384765625,0.007763671875068212,0,0
2023-09-13 02:04:41.564, [INFO],Judge Release:LL,23,888.42041015625,0.007763671875068212,0,0
2023-09-13 02:04:42.567, [INFO],Judge Release:LL,23,888.42041015625,0.007763671875068212,0,0
2023-09-13 02:04:43.569, [INFO],Judge Release:LL,23,888.42041015625,0.007763671875068212,0,0
2023-09-13 02:04:44.572, [INFO],Judge Release:LL,23,888.42041015625,0.007763671875068212,0,0
2023-09-13 02:04:45.579, [INFO],Judge Release:LL,23,888.42041015625,0.007763671875068212,0,0
2023-09-13 02:04:46.246, [INFO],Disp pressure too stable or minus
2023-09-13 02:04:46.581, [INFO],Judge Release:LL,23,888.445556640625,-0.001953125,0,0
2023-09-13 02:04:46.808, [INFO],Light still low
2023-09-13 02:04:47.584, [INFO],Judge Release:LL,23,888.441162109375,-0.001953125,0,0
2023-09-13 02:04:48.587, [INFO],Judge Release:LL,23,888.441162109375,-0.001953125,0,0
2023-09-13 02:04:49.589, [INFO],Judge Release:LL,23,888.441162109375,-0.001953125,0,0
2023-09-13 02:04:50.597, [INFO],Judge Release:LL,23,888.441162109375,-0.001953125,0,0
2023-09-13 02:04:51.600, [INFO],Judge Release:LL,23,888.441162109375,-0.001953125,0,0
2023-09-13 02:04:52.604, [INFO],Judge Release:LL,23,888.41455078125,-0.001953125,0,0
2023-09-13 02:04:52.748, [INFO],Disp pressure too stable or minus
2023-09-13 02:04:53.311, [INFO],Light still low
2023-09-13 02:04:53.607, [INFO],Judge Release:LL,23,888.445068359375,-0.03144531250006821,0,0
2023-09-13 02:04:54.610, [INFO],Judge Release:LL,23,888.41943359375,-0.03144531250006821,0,0
2023-09-13 02:04:55.616, [INFO],Judge Release:LL,23,888.41943359375,-0.03144531250006821,0,0
2023-09-13 02:04:56.619, [INFO],Judge Release:LL,23,888.41943359375,-0.03144531250006821,0,0
2023-09-13 02:04:57.622, [INFO],Judge Release:LL,23,888.41943359375,-0.03144531250006821,0,0
2023-09-13 02:04:58.624, [INFO],Judge Release:LL,23,888.41943359375,-0.03144531250006821,0,0
2023-09-13 02:04:59.250, [INFO],Disp pressure too stable or minus
2023-09-13 02:04:59.627, [INFO],Judge Release:LL,23,888.42822265625,0.03457031250002274,0,0
2023-09-13 02:04:59.813, [INFO],Light still low
2023-09-13 02:05:00.634, [INFO],Judge Release:LL,23,888.39794921875,0.03457031250002274,0,0
2023-09-13 02:05:01.636, [INFO],Judge Release:LL,23,888.39794921875,0.03457031250002274,0,0
2023-09-13 02:05:02.639, [INFO],Judge Release:LL,23,888.39794921875,0.03457031250002274,0,0
2023-09-13 02:05:03.641, [INFO],Judge Release:LL,23,888.39794921875,0.03457031250002274,0,0
2023-09-13 02:05:04.644, [INFO],Judge Release:LL,23,888.39794921875,0.03457031250002274,0,0
2023-09-13 02:05:05.652, [INFO],Judge Release:LL,23,888.4189453125,0.03457031250002274,0,0
2023-09-13 02:05:05.752, [INFO],Disp pressure too stable or minus
2023-09-13 02:05:06.315, [INFO],Light still low
2023-09-13 02:05:06.655, [INFO],Judge Release:LL,23,888.4482421875,-0.0005859374999772626,0,0
2023-09-13 02:05:07.658, [INFO],Judge Release:LL,23,888.419189453125,-0.0005859374999772626,0,0
2023-09-13 02:05:08.660, [INFO],Judge Release:LL,23,888.419189453125,-0.0005859374999772626,0,0
2023-09-13 02:05:09.663, [INFO],Judge Release:LL,23,888.419189453125,-0.0005859374999772626,0,0
2023-09-13 02:05:10.670, [INFO],Judge Release:LL,23,888.419189453125,-0.0005859374999772626,0,0
2023-09-13 02:05:11.672, [INFO],Judge Release:LL,23,888.419189453125,-0.0005859374999772626,0,0
2023-09-13 02:05:12.254, [INFO],Disp pressure too stable or minus
2023-09-13 02:05:12.676, [INFO],Judge Release:LL,23,888.45556640625,0.014794921875022737,0,0
2023-09-13 02:05:12.816, [INFO],Light still low
2023-09-13 02:05:13.678, [INFO],Judge Release:LL,25,888.43359375,0.014794921875022737,0,0
2023-09-13 02:05:14.681, [INFO],Judge Release:LL,25,888.43359375,0.014794921875022737,0,0
2023-09-13 02:05:15.688, [INFO],Judge Release:LL,25,888.43359375,0.014794921875022737,0,0
2023-09-13 02:05:16.691, [INFO],Judge Release:LL,25,888.43359375,0.014794921875022737,0,0
2023-09-13 02:05:17.693, [INFO],Judge Release:LL,25,888.43359375,0.014794921875022737,0,0
2023-09-13 02:05:18.696, [INFO],Judge Release:LL,25,888.478271484375,0.014794921875022737,0,0
2023-09-13 02:05:18.755, [INFO],Disp pressure too stable or minus
2023-09-13 02:05:19.318, [INFO],Light still low
2023-09-13 02:05:19.699, [INFO],Judge Release:LL,23,888.41162109375,-0.018701171875022737,0,0
2023-09-13 02:05:20.701, [INFO],Judge Release:LL,23,888.43994140625,-0.018701171875022737,0,0
2023-09-13 02:05:21.704, [INFO],Judge Release:LL,23,888.43994140625,-0.018701171875022737,0,0
2023-09-13 02:05:22.707, [INFO],Judge Release:LL,23,888.43994140625,-0.018701171875022737,0,0
2023-09-13 02:05:23.709, [INFO],Judge Release:LL,23,888.43994140625,-0.018701171875022737,0,0
2023-09-13 02:05:24.712, [INFO],Judge Release:LL,23,888.43994140625,-0.018701171875022737,0,0
2023-09-13 02:05:25.257, [INFO],Disp pressure too stable or minus
2023-09-13 02:05:25.719, [INFO],Judge Release:LL,23,888.425048828125,0.028906249999977263,0,0
2023-09-13 02:05:25.820, [INFO],Light still low
2023-09-13 02:05:26.721, [INFO],Judge Release:LL,22,888.43603515625,0.028906249999977263,0,0
2023-09-13 02:05:27.724, [INFO],Judge Release:LL,22,888.43603515625,0.028906249999977263,0,0
2023-09-13 02:05:28.727, [INFO],Judge Release:LL,22,888.43603515625,0.028906249999977263,0,0
2023-09-13 02:05:29.729, [INFO],Judge Release:LL,22,888.43603515625,0.028906249999977263,0,0
2023-09-13 02:05:30.736, [INFO],Judge Release:LL,22,888.43603515625,0.028906249999977263,0,0
2023-09-13 02:05:31.739, [INFO],Judge Release:LL,22,888.4560546875,0.028906249999977263,0,0
2023-09-13 02:05:31.759, [INFO],Disp pressure too stable or minus
2023-09-13 02:05:32.321, [INFO],Light still low
2023-09-13 02:05:32.742, [INFO],Judge Release:LL,22,888.423828125,-0.020605468749977263,0,0
2023-09-13 02:05:33.744, [INFO],Judge Release:LL,22,888.423828125,-0.020605468749977263,0,0
2023-09-13 02:05:34.747, [INFO],Judge Release:LL,22,888.423828125,-0.020605468749977263,0,0
2023-09-13 02:05:35.750, [INFO],Judge Release:LL,22,888.423828125,-0.020605468749977263,0,0
2023-09-13 02:05:36.752, [INFO],Judge Release:LL,22,888.423828125,-0.020605468749977263,0,0
2023-09-13 02:05:37.755, [INFO],Judge Release:LL,22,888.423828125,-0.020605468749977263,0,0
2023-09-13 02:05:38.260, [INFO],Disp pressure too stable or minus
2023-09-13 02:05:38.758, [INFO],Judge Release:LL,22,888.409423828125,-0.002001953124931788,0,0
2023-09-13 02:05:38.823, [INFO],Light still low
2023-09-13 02:05:39.760, [INFO],Judge Release:LL,22,888.470947265625,-0.002001953124931788,0,0
2023-09-13 02:05:40.767, [INFO],Judge Release:LL,22,888.470947265625,-0.002001953124931788,0,0
2023-09-13 02:05:41.770, [INFO],Judge Release:LL,22,888.470947265625,-0.002001953124931788,0,0
2023-09-13 02:05:42.773, [INFO],Judge Release:LL,22,888.470947265625,-0.002001953124931788,0,0
2023-09-13 02:05:43.775, [INFO],Judge Release:LL,22,888.470947265625,-0.002001953124931788,0,0
2023-09-13 02:05:44.762, [INFO],Disp pressure too stable or minus
2023-09-13 02:05:44.778, [INFO],Judge Release:LL,22,888.409423828125,-0.021240234375,0,0
2023-09-13 02:05:45.325, [INFO],Light still low
2023-09-13 02:05:45.781, [INFO],Judge Release:LL,23,888.410400390625,-0.021240234375,0,0
2023-09-13 02:05:46.783, [INFO],Judge Release:LL,23,888.410400390625,-0.021240234375,0,0
2023-09-13 02:05:47.786, [INFO],Judge Release:LL,23,888.410400390625,-0.021240234375,0,0
2023-09-13 02:05:48.788, [INFO],Judge Release:LL,23,888.410400390625,-0.021240234375,0,0
2023-09-13 02:05:49.791, [INFO],Judge Release:LL,23,888.410400390625,-0.021240234375,0,0
2023-09-13 02:05:50.794, [INFO],Judge Release:LL,23,888.410400390625,-0.021240234375,0,0
2023-09-13 02:05:51.264, [INFO],Disp pressure too stable or minus
2023-09-13 02:05:51.796, [INFO],Judge Release:LL,23,888.44091796875,-0.006250000000022737,0,0
2023-09-13 02:05:51.827, [INFO],Light still low
2023-09-13 02:05:52.799, [INFO],Judge Release:LL,23,888.451416015625,-0.006250000000022737,0,0
2023-09-13 02:05:53.802, [INFO],Judge Release:LL,23,888.451416015625,-0.006250000000022737,0,0
2023-09-13 02:05:54.809, [INFO],Judge Release:LL,23,888.451416015625,-0.006250000000022737,0,0
2023-09-13 02:05:55.812, [INFO],Judge Release:LL,23,888.451416015625,-0.006250000000022737,0,0
2023-09-13 02:05:56.814, [INFO],Judge Release:LL,23,888.451416015625,-0.006250000000022737,0,0
2023-09-13 02:05:57.766, [INFO],Disp pressure too stable or minus
2023-09-13 02:05:57.817, [INFO],Judge Release:LL,23,888.43701171875,-0.0006835937499545253,0,0
2023-09-13 02:05:58.329, [INFO],Light still low
2023-09-13 02:05:58.819, [INFO],Judge Release:LL,23,888.458740234375,-0.0006835937499545253,0,0
2023-09-13 02:05:59.827, [INFO],Judge Release:LL,23,888.458740234375,-0.0006835937499545253,0,0
2023-09-13 02:06:00.830, [INFO],Judge Release:LL,23,888.458740234375,-0.0006835937499545253,0,0
2023-09-13 02:06:01.833, [INFO],Judge Release:LL,23,888.458740234375,-0.0006835937499545253,0,0
2023-09-13 02:06:02.835, [INFO],Judge Release:LL,23,888.458740234375,-0.0006835937499545253,0,0
2023-09-13 02:06:03.838, [INFO],Judge Release:LL,23,888.458740234375,-0.0006835937499545253,0,0
2023-09-13 02:06:04.268, [INFO],Disp pressure too stable or minus
2023-09-13 02:06:04.831, [INFO],Light still low
2023-09-13 02:06:04.846, [INFO],Judge Release:LL,23,888.424072265625,0.002636718750068212,0,0
2023-09-13 02:06:05.849, [INFO],Judge Release:LL,23,888.44873046875,0.002636718750068212,0,0
2023-09-13 02:06:06.851, [INFO],Judge Release:LL,23,888.44873046875,0.002636718750068212,0,0
2023-09-13 02:06:07.854, [INFO],Judge Release:LL,23,888.44873046875,0.002636718750068212,0,0
2023-09-13 02:06:08.857, [INFO],Judge Release:LL,23,888.44873046875,0.002636718750068212,0,0
2023-09-13 02:06:09.859, [INFO],Judge Release:LL,23,888.44873046875,0.002636718750068212,0,0
2023-09-13 02:06:10.769, [INFO],Disp pressure too stable or minus
2023-09-13 02:06:10.862, [INFO],Judge Release:LL,23,888.49169921875,0.015625,0,0
2023-09-13 02:06:11.332, [INFO],Light still low
2023-09-13 02:06:11.865, [INFO],Judge Release:LL,23,888.483154296875,0.015625,0,0
2023-09-13 02:06:12.867, [INFO],Judge Release:LL,23,888.483154296875,0.015625,0,0
2023-09-13 02:06:13.870, [INFO],Judge Release:LL,23,888.483154296875,0.015625,0,0
2023-09-13 02:06:14.873, [INFO],Judge Release:LL,23,888.483154296875,0.015625,0,0
2023-09-13 02:06:15.875, [INFO],Judge Release:LL,23,888.483154296875,0.015625,0,0
2023-09-13 02:06:16.878, [INFO],Judge Release:LL,23,888.436279296875,0.015625,0,0
2023-09-13 02:06:17.272, [INFO],Disp pressure too stable or minus
2023-09-13 02:06:17.834, [INFO],Light still low
2023-09-13 02:06:17.880, [INFO],Judge Release:LL,23,888.460205078125,-0.019580078125045475,0,0
2023-09-13 02:06:18.890, [INFO],Judge Release:LL,23,888.47412109375,-0.019580078125045475,0,0
2023-09-13 02:06:19.893, [INFO],Judge Release:LL,23,888.47412109375,-0.019580078125045475,0,0
2023-09-13 02:06:20.896, [INFO],Judge Release:LL,23,888.47412109375,-0.019580078125045475,0,0
2023-09-13 02:06:21.898, [INFO],Judge Release:LL,23,888.47412109375,-0.019580078125045475,0,0
2023-09-13 02:06:22.901, [INFO],Judge Release:LL,23,888.47412109375,-0.019580078125045475,0,0
2023-09-13 02:06:23.773, [INFO],Disp pressure too stable or minus
2023-09-13 02:06:23.909, [INFO],Judge Release:LL,23,888.445556640625,0.000244140625,0,0
2023-09-13 02:06:24.336, [INFO],Light still low
2023-09-13 02:06:24.912, [INFO],Judge Release:LL,23,888.42529296875,0.000244140625,0,0
2023-09-13 02:06:25.915, [INFO],Judge Release:LL,23,888.42529296875,0.000244140625,0,0
2023-09-13 02:06:26.917, [INFO],Judge Release:LL,23,888.42529296875,0.000244140625,0,0
2023-09-13 02:06:27.920, [INFO],Judge Release:LL,23,888.42529296875,0.000244140625,0,0
2023-09-13 02:06:28.927, [INFO],Judge Release:LL,23,888.42529296875,0.000244140625,0,0
2023-09-13 02:06:29.930, [INFO],Judge Release:LL,23,888.4619140625,0.000244140625,0,0
2023-09-13 02:06:30.276, [INFO],Disp pressure too stable or minus
2023-09-13 02:06:30.838, [INFO],Light still low
2023-09-13 02:06:30.932, [INFO],Judge Release:LL,23,888.471435546875,-0.01601562499990905,0,0
2023-09-13 02:06:31.935, [INFO],Judge Release:LL,23,888.472900390625,-0.01601562499990905,0,0
2023-09-13 02:06:32.938, [INFO],Judge Release:LL,23,888.472900390625,-0.01601562499990905,0,0
2023-09-13 02:06:33.946, [INFO],Judge Release:LL,23,888.472900390625,-0.01601562499990905,0,0
2023-09-13 02:06:34.948, [INFO],Judge Release:LL,23,888.472900390625,-0.01601562499990905,0,0
2023-09-13 02:06:35.951, [INFO],Judge Release:LL,23,888.472900390625,-0.01601562499990905,0,0
2023-09-13 02:06:36.777, [INFO],Disp pressure too stable or minus
2023-09-13 02:06:36.954, [INFO],Judge Release:LL,23,888.482177734375,-0.004931640624931788,0,0
2023-09-13 02:06:37.340, [INFO],Light still low
2023-09-13 02:06:37.956, [INFO],Judge Release:LL,23,888.394775390625,-0.004931640624931788,0,0
2023-09-13 02:06:38.964, [INFO],Judge Release:LL,23,888.394775390625,-0.004931640624931788,0,0
2023-09-13 02:06:39.966, [INFO],Judge Release:LL,23,888.394775390625,-0.004931640624931788,0,0
2023-09-13 02:06:40.969, [INFO],Judge Release:LL,23,888.394775390625,-0.004931640624931788,0,0
2023-09-13 02:06:41.972, [INFO],Judge Release:LL,23,888.394775390625,-0.004931640624931788,0,0
2023-09-13 02:06:42.974, [INFO],Judge Release:LL,23,888.453369140625,-0.004931640624931788,0,0
2023-09-13 02:06:43.279, [INFO],Disp pressure too stable or minus
2023-09-13 02:06:43.842, [INFO],Light still low
2023-09-13 02:06:43.981, [INFO],Judge Release:LL,22,888.409912109375,0.007421874999977263,0,0
2023-09-13 02:06:44.984, [INFO],Judge Release:LL,22,888.45263671875,0.007421874999977263,0,0
2023-09-13 02:06:45.987, [INFO],Judge Release:LL,22,888.45263671875,0.007421874999977263,0,0
2023-09-13 02:06:46.989, [INFO],Judge Release:LL,22,888.45263671875,0.007421874999977263,0,0
2023-09-13 02:06:47.992, [INFO],Judge Release:LL,22,888.45263671875,0.007421874999977263,0,0
2023-09-13 02:06:49.1  , [INFO],Judge Release:LL,22,888.45263671875,0.007421874999977263,0,0
2023-09-13 02:06:49.781, [INFO],Disp pressure too stable or minus
2023-09-13 02:06:50.4  , [INFO],Judge Release:LL,22,888.4638671875,0.018505859375068212,0,0
2023-09-13 02:06:50.344, [INFO],Light still low
2023-09-13 02:06:51.6  , [INFO],Judge Release:LL,22,888.470947265625,0.018505859375068212,0,0
2023-09-13 02:06:52.9  , [INFO],Judge Release:LL,22,888.470947265625,0.018505859375068212,0,0
2023-09-13 02:06:53.12 , [INFO],Judge Release:LL,22,888.470947265625,0.018505859375068212,0,0
2023-09-13 02:06:54.19 , [INFO],Judge Release:LL,22,888.470947265625,0.018505859375068212,0,0
2023-09-13 02:06:55.21 , [INFO],Judge Release:LL,22,888.470947265625,0.018505859375068212,0,0
2023-09-13 02:06:56.24 , [INFO],Judge Release:LL,22,888.48681640625,0.018505859375068212,0,0
2023-09-13 02:06:56.284, [INFO],Disp pressure too stable or minus
2023-09-13 02:06:56.847, [INFO],Light still low
2023-09-13 02:06:57.27 , [INFO],Judge Release:LL,23,888.4462890625,0.018603515625045475,0,0
2023-09-13 02:06:58.30 , [INFO],Judge Release:LL,23,888.4482421875,0.018603515625045475,0,0
2023-09-13 02:06:59.69 , [INFO],Judge Release:LL,23,888.4482421875,0.018603515625045475,0,0
2023-09-13 02:07:00.72 , [INFO],Judge Release:LL,23,888.4482421875,0.018603515625045475,0,0
2023-09-13 02:07:01.75 , [INFO],Judge Release:LL,23,888.4482421875,0.018603515625045475,0,0
2023-09-13 02:07:02.77 , [INFO],Judge Release:LL,23,888.4482421875,0.018603515625045475,0,0
2023-09-13 02:07:02.786, [INFO],Disp pressure too stable or minus
2023-09-13 02:07:03.80 , [INFO],Judge Release:LL,23,888.476806640625,0.035595703124954525,0,0
2023-09-13 02:07:03.349, [INFO],Light still low
2023-09-13 02:07:04.88 , [INFO],Judge Release:LL,22,888.45654296875,0.035595703124954525,0,0
2023-09-13 02:07:05.90 , [INFO],Judge Release:LL,22,888.45654296875,0.035595703124954525,0,0
2023-09-13 02:07:06.93 , [INFO],Judge Release:LL,22,888.45654296875,0.035595703124954525,0,0
2023-09-13 02:07:07.96 , [INFO],Judge Release:LL,22,888.45654296875,0.035595703124954525,0,0
2023-09-13 02:07:08.99 , [INFO],Judge Release:LL,22,888.45654296875,0.035595703124954525,0,0
2023-09-13 02:07:09.106, [INFO],Judge Release:LL,22,888.45654296875,0.035595703124954525,0,0
2023-09-13 02:07:09.288, [INFO],Disp pressure too stable or minus
2023-09-13 02:07:09.851, [INFO],Light still low
2023-09-13 02:07:10.108, [INFO],Judge Release:LL,22,888.474609375,-0.0011230468750227374,0,0
2023-09-13 02:07:11.111, [INFO],Judge Release:LL,22,888.4912109375,-0.0011230468750227374,0,0
2023-09-13 02:07:12.114, [INFO],Judge Release:LL,22,888.4912109375,-0.0011230468750227374,0,0
2023-09-13 02:07:13.116, [INFO],Judge Release:LL,22,888.4912109375,-0.0011230468750227374,0,0
2023-09-13 02:07:14.125, [INFO],Judge Release:LL,22,888.4912109375,-0.0011230468750227374,0,0
2023-09-13 02:07:15.128, [INFO],Judge Release:LL,22,888.4912109375,-0.0011230468750227374,0,0
2023-09-13 02:07:15.790, [INFO],Disp pressure too stable or minus
2023-09-13 02:07:16.130, [INFO],Judge Release:LL,22,888.521728515625,0.02783203125,0,0
2023-09-13 02:07:16.353, [INFO],Light still low
2023-09-13 02:07:17.133, [INFO],Judge Release:LL,23,888.492431640625,0.02783203125,0,0
2023-09-13 02:07:18.136, [INFO],Judge Release:LL,23,888.492431640625,0.02783203125,0,0
2023-09-13 02:07:19.143, [INFO],Judge Release:LL,23,888.492431640625,0.02783203125,0,0
2023-09-13 02:07:20.146, [INFO],Judge Release:LL,23,888.492431640625,0.02783203125,0,0
2023-09-13 02:07:21.148, [INFO],Judge Release:LL,23,888.492431640625,0.02783203125,0,0
2023-09-13 02:07:22.151, [INFO],Judge Release:LL,23,888.48486328125,0.02783203125,0,0
2023-09-13 02:07:22.292, [INFO],Disp pressure too stable or minus
2023-09-13 02:07:22.855, [INFO],Light still low
2023-09-13 02:07:23.154, [INFO],Judge Release:LL,22,888.452392578125,-0.024072265625022737,0,0
2023-09-13 02:07:24.161, [INFO],Judge Release:LL,22,888.494873046875,-0.024072265625022737,0,0
2023-09-13 02:07:25.164, [INFO],Judge Release:LL,22,888.494873046875,-0.024072265625022737,0,0
2023-09-13 02:07:26.166, [INFO],Judge Release:LL,22,888.494873046875,-0.024072265625022737,0,0
2023-09-13 02:07:27.169, [INFO],Judge Release:LL,22,888.494873046875,-0.024072265625022737,0,0
2023-09-13 02:07:28.172, [INFO],Judge Release:LL,22,888.494873046875,-0.024072265625022737,0,0
2023-09-13 02:07:28.794, [INFO],Disp pressure too stable or minus
2023-09-13 02:07:29.179, [INFO],Judge Release:LL,22,888.496337890625,-0.005322265624954525,0,0
2023-09-13 02:07:29.356, [INFO],Light still low
2023-09-13 02:07:30.182, [INFO],Judge Release:LL,22,888.476318359375,-0.005322265624954525,0,0
2023-09-13 02:07:31.185, [INFO],Judge Release:LL,22,888.476318359375,-0.005322265624954525,0,0
2023-09-13 02:07:32.188, [INFO],Judge Release:LL,22,888.476318359375,-0.005322265624954525,0,0
2023-09-13 02:07:33.190, [INFO],Judge Release:LL,22,888.476318359375,-0.005322265624954525,0,0
2023-09-13 02:07:34.198, [INFO],Judge Release:LL,22,888.476318359375,-0.005322265624954525,0,0
2023-09-13 02:07:35.200, [INFO],Judge Release:LL,22,888.508544921875,-0.005322265624954525,0,0
2023-09-13 02:07:35.296, [INFO],Disp pressure too stable or minus
2023-09-13 02:07:35.859, [INFO],Light still low
2023-09-13 02:07:36.203, [INFO],Judge Release:LL,22,888.43798828125,-0.010546874999931788,0,0
2023-09-13 02:07:37.206, [INFO],Judge Release:LL,22,888.46826171875,-0.010546874999931788,0,0
2023-09-13 02:07:38.208, [INFO],Judge Release:LL,22,888.46826171875,-0.010546874999931788,0,0
2023-09-13 02:07:39.216, [INFO],Judge Release:LL,22,888.46826171875,-0.010546874999931788,0,0
2023-09-13 02:07:40.218, [INFO],Judge Release:LL,22,888.46826171875,-0.010546874999931788,0,0
2023-09-13 02:07:41.221, [INFO],Judge Release:LL,22,888.46826171875,-0.010546874999931788,0,0
2023-09-13 02:07:41.796, [INFO],Disp pressure too stable or minus
