"Timeinfo","Level","Message","Distance","Relative Altitude","Absolute Altitude","Latitude","Longitude"
2023-09-13 02:11:51.137, [INFO],Judge Land:L,945,624.3935546875,1.1115234374999545,12,0
2023-09-13 02:11:52.139, [INFO],Judge Land:L,945,624.885986328125,1.1115234374999545,12,0
2023-09-13 02:11:53.142, [INFO],Judge Land:L,945,624.885986328125,1.1115234374999545,12,0
2023-09-13 02:11:54.144, [INFO],Judge Land:L,945,624.885986328125,1.1115234374999545,12,0
2023-09-13 02:11:55.153, [INFO],Judge Land:L,945,626.0400390625,1.1115234374999545,12,0
2023-09-13 02:11:55.392, [INFO],Pressure not stable
2023-09-13 02:11:56.156, [INFO],Judge Land:L,945,626.06982421875,1.1619628906249773,12,0
2023-09-13 02:11:57.159, [INFO],Judge Land:L,945,626.589111328125,1.1619628906249773,12,0
2023-09-13 02:11:58.161, [INFO],Judge Land:L,945,626.589111328125,1.1619628906249773,12,0
2023-09-13 02:11:59.164, [INFO],Judge Land:L,945,626.589111328125,1.1619628906249773,12,0
2023-09-13 02:12:00.172, [INFO],Judge Land:L,945,627.6220703125,1.1619628906249773,12,0
2023-09-13 02:12:00.330, [INFO],Pressure not stable
2023-09-13 02:12:01.175, [INFO],Judge Land:L,945,627.638916015625,1.0953613281250227,12,0
2023-09-13 02:12:02.177, [INFO],Judge Land:L,945,628.12060546875,1.0953613281250227,12,0
2023-09-13 02:12:03.180, [INFO],Judge Land:L,945,628.12060546875,1.0953613281250227,12,0
2023-09-13 02:12:04.182, [INFO],Judge Land:L,945,628.12060546875,1.0953613281250227,12,0
2023-09-13 02:12:05.189, [INFO],Judge Land:L,945,629.298095703125,1.0953613281250227,12,0
2023-09-13 02:12:05.269, [INFO],Pressure not stable
2023-09-13 02:12:06.192, [INFO],Judge Land:L,945,629.3330078125,1.202392578125,12,0
2023-09-13 02:12:07.195, [INFO],Judge Land:L,945,629.809814453125,1.202392578125,12,0
2023-09-13 02:12:08.197, [INFO],Judge Land:L,945,629.809814453125,1.202392578125,12,0
2023-09-13 02:12:09.200, [INFO],Judge Land:L,945,629.809814453125,1.202392578125,12,0
2023-09-13 02:12:10.207, [INFO],Pressure not stable
2023-09-13 02:12:10.208, [INFO],Judge Land:L,945,631.02294921875,1.2111328124999545,12,0
2023-09-13 02:12:11.212, [INFO],Judge Land:L,945,631.02294921875,1.2111328124999545,12,0
2023-09-13 02:12:12.215, [INFO],Judge Land:L,945,631.514404296875,1.2111328124999545,12,0
2023-09-13 02:12:13.218, [INFO],Judge Land:L,945,631.514404296875,1.2111328124999545,12,0
2023-09-13 02:12:14.221, [INFO],Judge Land:L,945,631.514404296875,1.2111328124999545,12,0
2023-09-13 02:12:15.149, [INFO],Pressure not stable
2023-09-13 02:12:15.230, [INFO],Judge Land:L,945,632.6162109375,1.1277832031249773,12,0
2023-09-13 02:12:16.232, [INFO],Judge Land:L,945,633.001708984375,1.1277832031249773,12,0
2023-09-13 02:12:17.235, [INFO],Judge Land:L,945,633.212158203125,1.1277832031249773,12,0
2023-09-13 02:12:18.237, [INFO],Judge Land:L,945,633.212158203125,1.1277832031249773,12,0
2023-09-13 02:12:19.240, [INFO],Judge Land:L,945,633.212158203125,1.1277832031249773,12,0
2023-09-13 02:12:20.87 , [INFO],Pressure not stable
2023-09-13 02:12:20.247, [INFO],Judge Land:L,945,634.3447265625,1.1790039062500455,12,0
2023-09-13 02:12:21.250, [INFO],Judge Land:L,945,634.763916015625,1.1790039062500455,12,0
2023-09-13 02:12:22.252, [INFO],Judge Land:L,945,634.801513671875,1.1790039062500455,12,0
2023-09-13 02:12:23.255, [INFO],Judge Land:L,945,634.801513671875,1.1790039062500455,12,0
2023-09-13 02:12:24.258, [INFO],Judge Land:L,945,634.801513671875,1.1790039062500455,12,0
2023-09-13 02:12:25.25 , [INFO],Pressure not stable
2023-09-13 02:12:25.265, [INFO],Judge Land:L,945,635.943603515625,1.127197265625,12,0
2023-09-13 02:12:26.268, [INFO],Judge Land:L,945,636.3779296875,1.127197265625,12,0
2023-09-13 02:12:27.270, [INFO],Judge Land:L,945,636.40087890625,1.127197265625,12,0
2023-09-13 02:12:28.273, [INFO],Judge Land:L,945,636.40087890625,1.127197265625,12,0
2023-09-13 02:12:29.276, [INFO],Judge Land:L,945,636.40087890625,1.127197265625,12,0
2023-09-13 02:12:29.964, [INFO],Pressure not stable
2023-09-13 02:12:30.284, [INFO],Judge Land:L,945,637.63525390625,1.1850097656249545,12,0
2023-09-13 02:12:31.287, [INFO],Judge Land:L,945,638.0458984375,1.1850097656249545,12,0
2023-09-13 02:12:32.289, [INFO],Judge Land:L,945,638.12841796875,1.1850097656249545,12,0
2023-09-13 02:12:33.292, [INFO],Judge Land:L,945,638.12841796875,1.1850097656249545,12,0
2023-09-13 02:12:34.294, [INFO],Judge Land:L,945,638.12841796875,1.1850097656249545,12,0
2023-09-13 02:12:34.904, [INFO],Pressure not stable
2023-09-13 02:12:35.302, [INFO],Judge Land:L,945,639.214599609375,1.1023437499999318,12,0
2023-09-13 02:12:36.304, [INFO],Judge Land:L,945,639.657958984375,1.1023437499999318,12,0
2023-09-13 02:12:37.307, [INFO],Judge Land:L,945,639.7265625,1.1023437499999318,12,0
2023-09-13 02:12:38.309, [INFO],Judge Land:L,945,639.7265625,1.1023437499999318,12,0
2023-09-13 02:12:39.312, [INFO],Judge Land:L,945,639.7265625,1.1023437499999318,12,0
2023-09-13 02:12:39.842, [INFO],Pressure not stable
2023-09-13 02:12:40.319, [INFO],Judge Land:L,945,640.970458984375,1.2113769531249545,12,0
2023-09-13 02:12:41.321, [INFO],Judge Land:L,945,641.347412109375,1.2113769531249545,12,0
2023-09-13 02:12:42.324, [INFO],Judge Land:L,945,641.347412109375,1.2113769531249545,12,0
2023-09-13 02:12:43.327, [INFO],Judge Land:L,945,641.347412109375,1.2113769531249545,12,0
2023-09-13 02:12:44.329, [INFO],Judge Land:L,945,641.347412109375,1.2113769531249545,12,0
2023-09-13 02:12:44.780, [INFO],Pressure not stable
2023-09-13 02:12:45.339, [INFO],Judge Land:L,945,642.593017578125,1.2110351562499773,12,0
2023-09-13 02:12:46.341, [INFO],Judge Land:L,945,643.15478515625,1.2110351562499773,12,0
2023-09-13 02:12:47.344, [INFO],Judge Land:L,945,643.15478515625,1.2110351562499773,12,0
2023-09-13 02:12:48.347, [INFO],Judge Land:L,945,643.15478515625,1.2110351562499773,12,0
2023-09-13 02:12:49.349, [INFO],Judge Land:L,945,644.15771484375,1.2110351562499773,12,0
2023-09-13 02:12:49.718, [INFO],Pressure not stable
2023-09-13 02:12:50.356, [INFO],Judge Land:L,945,644.151123046875,1.1268554687500227,12,0
2023-09-13 02:12:51.359, [INFO],Judge Land:L,945,644.7802734375,1.1268554687500227,12,0
2023-09-13 02:12:52.362, [INFO],Judge Land:L,945,644.7802734375,1.1268554687500227,12,0
2023-09-13 02:12:53.364, [INFO],Judge Land:L,945,644.7802734375,1.1268554687500227,12,0
2023-09-13 02:12:54.367, [INFO],Judge Land:L,945,645.784423828125,1.1268554687500227,12,0
2023-09-13 02:12:54.656, [INFO],Pressure not stable
2023-09-13 02:12:55.374, [INFO],Judge Land:L,945,645.906982421875,1.2041992187499773,12,0
2023-09-13 02:12:56.377, [INFO],Judge Land:L,945,646.41748046875,1.2041992187499773,12,0
2023-09-13 02:12:57.379, [INFO],Judge Land:L,945,646.41748046875,1.2041992187499773,12,0
2023-09-13 02:12:58.382, [INFO],Judge Land:L,945,646.41748046875,1.2041992187499773,12,0
2023-09-13 02:12:59.384, [INFO],Judge Land:L,945,647.598876953125,1.2041992187499773,12,0
2023-09-13 02:12:59.595, [INFO],Pressure not stable
2023-09-13 02:13:00.392, [INFO],Judge Land:L,945,647.636962890625,1.2190917968749773,12,0
2023-09-13 02:13:01.394, [INFO],Judge Land:L,945,648.234130859375,1.2190917968749773,12,0
2023-09-13 02:13:02.397, [INFO],Judge Land:L,945,648.234130859375,1.2190917968749773,12,0
2023-09-13 02:13:03.400, [INFO],Judge Land:L,945,648.234130859375,1.2190917968749773,12,0
2023-09-13 02:13:04.402, [INFO],Judge Land:L,945,649.263671875,1.2190917968749773,12,0
2023-09-13 02:13:04.533, [INFO],Pressure not stable
2023-09-13 02:13:05.409, [INFO],Judge Land:L,945,649.361572265625,1.105126953124909,12,0
2023-09-13 02:13:06.412, [INFO],Judge Land:L,945,649.85009765625,1.105126953124909,12,0
2023-09-13 02:13:07.415, [INFO],Judge Land:L,945,649.85009765625,1.105126953124909,12,0
2023-09-13 02:13:08.417, [INFO],Judge Land:L,945,649.85009765625,1.105126953124909,12,0
2023-09-13 02:13:09.421, [INFO],Judge Land:L,945,651.129638671875,1.105126953124909,12,0
2023-09-13 02:13:09.471, [INFO],Pressure not stable
2023-09-13 02:13:10.428, [INFO],Judge Land:L,945,651.129638671875,1.254638671875,12,0
2023-09-13 02:13:11.431, [INFO],Judge Land:L,945,651.61181640625,1.254638671875,12,0
2023-09-13 02:13:12.433, [INFO],Judge Land:L,945,651.61181640625,1.254638671875,12,0
2023-09-13 02:13:13.436, [INFO],Judge Land:L,945,651.61181640625,1.254638671875,12,0
2023-09-13 02:13:14.409, [INFO],Pressure not stable
2023-09-13 02:13:14.439, [INFO],Judge Land:L,945,652.72216796875,1.1941406249999318,12,0
2023-09-13 02:13:15.449, [INFO],Judge Land:L,945,652.72216796875,1.1941406249999318,12,0
2023-09-13 02:13:16.451, [INFO],Judge Land:L,945,653.14404296875,1.1941406249999318,12,0
2023-09-13 02:13:17.454, [INFO],Judge Land:L,945,653.14404296875,1.1941406249999318,12,0
2023-09-13 02:13:18.456, [INFO],Judge Land:L,945,653.14404296875,1.1941406249999318,12,0
2023-09-13 02:13:19.347, [INFO],Pressure not stable
2023-09-13 02:13:19.459, [INFO],Judge Land:L,945,654.418701171875,1.1781250000000227,12,0
2023-09-13 02:13:20.466, [INFO],Judge Land:L,945,654.760009765625,1.1781250000000227,12,0
2023-09-13 02:13:21.469, [INFO],Judge Land:L,945,654.904541015625,1.1781250000000227,12,0
2023-09-13 02:13:22.472, [INFO],Judge Land:L,945,654.904541015625,1.1781250000000227,12,0
2023-09-13 02:13:23.474, [INFO],Judge Land:L,945,654.904541015625,1.1781250000000227,12,0
2023-09-13 02:13:24.286, [INFO],Pressure not stable
2023-09-13 02:13:24.477, [INFO],Judge Land:L,945,656.011474609375,1.1301757812499318,12,0
2023-09-13 02:13:25.486, [INFO],Judge Land:L,945,656.451904296875,1.1301757812499318,12,0
2023-09-13 02:13:26.488, [INFO],Judge Land:L,945,656.591064453125,1.1301757812499318,12,0
2023-09-13 02:13:27.491, [INFO],Judge Land:L,945,656.591064453125,1.1301757812499318,12,0
2023-09-13 02:13:28.494, [INFO],Judge Land:L,945,656.591064453125,1.1301757812499318,12,0
2023-09-13 02:13:29.224, [INFO],Pressure not stable
2023-09-13 02:13:29.496, [INFO],Judge Land:L,945,657.626953125,1.0564453125000455,12,0
2023-09-13 02:13:30.503, [INFO],Judge Land:L,945,658.04345703125,1.0564453125000455,12,0
2023-09-13 02:13:31.506, [INFO],Judge Land:L,945,658.137451171875,1.0564453125000455,12,0
2023-09-13 02:13:32.509, [INFO],Judge Land:L,945,658.137451171875,1.0564453125000455,12,0
2023-09-13 02:13:33.511, [INFO],Judge Land:L,945,658.137451171875,1.0564453125000455,12,0
2023-09-13 02:13:34.162, [INFO],Pressure not stable
2023-09-13 02:13:34.514, [INFO],Judge Land:L,945,659.197509765625,1.1251953124999545,12,0
2023-09-13 02:13:35.538, [INFO],Judge Land:L,945,659.721435546875,1.1251953124999545,12,0
2023-09-13 02:13:36.541, [INFO],Judge Land:L,945,659.7548828125,1.1251953124999545,12,0
2023-09-13 02:13:37.544, [INFO],Judge Land:L,945,659.7548828125,1.1251953124999545,12,0
2023-09-13 02:13:38.546, [INFO],Judge Land:L,945,659.7548828125,1.1251953124999545,12,0
2023-09-13 02:13:39.101, [INFO],Pressure not stable
2023-09-13 02:13:39.549, [INFO],Judge Land:L,945,660.908935546875,1.1797363281250455,12,0
2023-09-13 02:13:40.557, [INFO],Judge Land:L,945,661.3779296875,1.1797363281250455,12,0
2023-09-13 02:13:41.560, [INFO],Judge Land:L,945,661.3779296875,1.1797363281250455,12,0
2023-09-13 02:13:42.562, [INFO],Judge Land:L,945,661.3779296875,1.1797363281250455,12,0
2023-09-13 02:13:43.565, [INFO],Judge Land:L,945,661.3779296875,1.1797363281250455,12,0
2023-09-13 02:13:44.39 , [INFO],Pressure not stable
2023-09-13 02:13:44.567, [INFO],Judge Land:L,945,662.544921875,1.18359375,12,0
2023-09-13 02:13:45.574, [INFO],Judge Land:L,945,662.947509765625,1.18359375,12,0
2023-09-13 02:13:46.577, [INFO],Judge Land:L,945,662.947509765625,1.18359375,12,0
2023-09-13 02:13:47.580, [INFO],Judge Land:L,945,662.947509765625,1.18359375,12,0
2023-09-13 02:13:48.582, [INFO],Judge Land:L,945,664.060791015625,1.18359375,12,0
2023-09-13 02:13:48.977, [INFO],Pressure not stable
2023-09-13 02:13:49.585, [INFO],Judge Land:L,945,664.17138671875,1.1851074218749318,12,0
2023-09-13 02:13:50.592, [INFO],Judge Land:L,945,664.66650390625,1.1851074218749318,12,0
2023-09-13 02:13:51.595, [INFO],Judge Land:L,945,664.66650390625,1.1851074218749318,12,0
2023-09-13 02:13:52.597, [INFO],Judge Land:L,945,664.66650390625,1.1851074218749318,12,0
2023-09-13 02:13:53.600, [INFO],Judge Land:L,945,665.834228515625,1.1851074218749318,12,0
2023-09-13 02:13:53.916, [INFO],Pressure not stable
2023-09-13 02:13:54.603, [INFO],Judge Land:L,945,665.8935546875,1.2361816406249773,12,0
2023-09-13 02:13:55.609, [INFO],Judge Land:L,945,666.3115234375,1.2361816406249773,12,0
2023-09-13 02:13:56.612, [INFO],Judge Land:L,945,666.3115234375,1.2361816406249773,12,0
2023-09-13 02:13:57.615, [INFO],Judge Land:L,945,666.3115234375,1.2361816406249773,12,0
2023-09-13 02:13:58.617, [INFO],Judge Land:L,945,667.550537109375,1.2361816406249773,12,0
2023-09-13 02:13:58.854, [INFO],Pressure not stable
2023-09-13 02:13:59.620, [INFO],Judge Land:L,945,667.605224609375,1.277587890625,12,0
2023-09-13 02:14:00.629, [INFO],Judge Land:L,945,668.151123046875,1.277587890625,12,0
2023-09-13 02:14:01.631, [INFO],Judge Land:L,945,668.151123046875,1.277587890625,12,0
2023-09-13 02:14:02.634, [INFO],Judge Land:L,945,668.151123046875,1.277587890625,12,0
2023-09-13 02:14:03.636, [INFO],Judge Land:L,945,669.359130859375,1.277587890625,12,0
2023-09-13 02:14:03.792, [INFO],Pressure not stable
2023-09-13 02:14:04.639, [INFO],Judge Land:L,945,669.4052734375,1.204931640625091,12,0
2023-09-13 02:14:05.646, [INFO],Judge Land:L,945,669.85400390625,1.204931640625091,12,0
2023-09-13 02:14:06.649, [INFO],Judge Land:L,945,669.85400390625,1.204931640625091,12,0
2023-09-13 02:14:07.652, [INFO],Judge Land:L,945,669.85400390625,1.204931640625091,12,0
2023-09-13 02:14:08.655, [INFO],Judge Land:L,945,671.14697265625,1.204931640625091,12,0
2023-09-13 02:14:08.731, [INFO],Pressure not stable
2023-09-13 02:14:09.657, [INFO],Judge Land:L,945,671.14208984375,1.2939453125,12,0
2023-09-13 02:14:10.664, [INFO],Judge Land:L,945,671.60107421875,1.2939453125,12,0
2023-09-13 02:14:11.667, [INFO],Judge Land:L,945,671.60107421875,1.2939453125,12,0
2023-09-13 02:14:12.669, [INFO],Judge Land:L,945,671.60107421875,1.2939453125,12,0
2023-09-13 02:14:13.669, [INFO],Pressure not stable
2023-09-13 02:14:13.672, [INFO],Judge Land:L,945,672.768798828125,1.1566894531249545,12,0
2023-09-13 02:14:14.675, [INFO],Judge Land:L,945,672.768798828125,1.1566894531249545,12,0
2023-09-13 02:14:15.681, [INFO],Judge Land:L,945,673.220703125,1.1566894531249545,12,0
2023-09-13 02:14:16.684, [INFO],Judge Land:L,945,673.220703125,1.1566894531249545,12,0
2023-09-13 02:14:17.687, [INFO],Judge Land:L,945,673.220703125,1.1566894531249545,12,0
2023-09-13 02:14:18.607, [INFO],Pressure not stable
2023-09-13 02:14:18.689, [INFO],Judge Land:L,945,674.356201171875,1.205322265625,12,0
2023-09-13 02:14:19.692, [INFO],Judge Land:L,945,674.6826171875,1.205322265625,12,0
2023-09-13 02:14:20.699, [INFO],Judge Land:L,945,674.78076171875,1.205322265625,12,0
2023-09-13 02:14:21.701, [INFO],Judge Land:L,945,674.78076171875,1.205322265625,12,0
2023-09-13 02:14:22.704, [INFO],Judge Land:L,945,674.78076171875,1.205322265625,12,0
2023-09-13 02:14:23.546, [INFO],Pressure not stable
2023-09-13 02:14:23.707, [INFO],Judge Land:L,945,676.128173828125,1.306884765625,12,0
2023-09-13 02:14:24.709, [INFO],Judge Land:L,945,676.393310546875,1.306884765625,12,0
2023-09-13 02:14:25.716, [INFO],Judge Land:L,945,676.489013671875,1.306884765625,12,0
2023-09-13 02:14:26.719, [INFO],Judge Land:L,945,676.489013671875,1.306884765625,12,0
2023-09-13 02:14:27.722, [INFO],Judge Land:L,945,676.489013671875,1.306884765625,12,0
2023-09-13 02:14:28.484, [INFO],Pressure not stable
2023-09-13 02:14:28.724, [INFO],Judge Land:L,945,677.8046875,1.254785156249909,12,0
2023-09-13 02:14:29.727, [INFO],Judge Land:L,945,678.21484375,1.254785156249909,12,0
2023-09-13 02:14:30.736, [INFO],Judge Land:L,945,678.251953125,1.254785156249909,12,0
2023-09-13 02:14:31.738, [INFO],Judge Land:L,945,678.251953125,1.254785156249909,12,0
2023-09-13 02:14:32.741, [INFO],Judge Land:L,945,678.251953125,1.254785156249909,12,0
2023-09-13 02:14:33.422, [INFO],Pressure not stable
2023-09-13 02:14:33.743, [INFO],Judge Land:L,945,679.47265625,1.1798339843750227,12,0
2023-09-13 02:14:34.748, [INFO],Judge Land:L,945,679.968017578125,1.1798339843750227,12,0
2023-09-13 02:14:35.755, [INFO],Judge Land:L,945,679.903076171875,1.1798339843750227,12,0
2023-09-13 02:14:36.758, [INFO],Judge Land:L,945,679.903076171875,1.1798339843750227,12,0
2023-09-13 02:14:37.761, [INFO],Judge Land:L,945,679.903076171875,1.1798339843750227,12,0
2023-09-13 02:14:38.361, [INFO],Pressure not stable
2023-09-13 02:14:38.763, [INFO],Judge Land:L,945,681.11279296875,1.1589843750000455,12,0
2023-09-13 02:14:39.765, [INFO],Judge Land:L,945,681.56201171875,1.1589843750000455,12,0
2023-09-13 02:14:40.774, [INFO],Judge Land:L,945,681.6142578125,1.1589843750000455,12,0
2023-09-13 02:14:41.776, [INFO],Judge Land:L,945,681.6142578125,1.1589843750000455,12,0
2023-09-13 02:14:42.782, [INFO],Judge Land:L,945,681.6142578125,1.1589843750000455,12,0
2023-09-13 02:14:43.299, [INFO],Pressure not stable
2023-09-13 02:14:43.785, [INFO],Judge Land:L,945,682.8330078125,1.2345703125000682,12,0
2023-09-13 02:14:44.787, [INFO],Judge Land:L,945,683.27197265625,1.2345703125000682,12,0
2023-09-13 02:14:45.797, [INFO],Judge Land:L,945,683.27197265625,1.2345703125000682,12,0
2023-09-13 02:14:46.800, [INFO],Judge Land:L,945,683.27197265625,1.2345703125000682,12,0
2023-09-13 02:14:47.802, [INFO],Judge Land:L,945,683.27197265625,1.2345703125000682,12,0
2023-09-13 02:14:48.237, [INFO],Pressure not stable
2023-09-13 02:14:48.805, [INFO],Judge Land:L,945,684.58544921875,1.2835449218749773,12,0
2023-09-13 02:14:49.807, [INFO],Judge Land:L,945,685.08642578125,1.2835449218749773,12,0
2023-09-13 02:14:50.814, [INFO],Judge Land:L,945,685.08642578125,1.2835449218749773,12,0
2023-09-13 02:14:51.817, [INFO],Judge Land:L,945,685.08642578125,1.2835449218749773,12,0
2023-09-13 02:14:52.820, [INFO],Judge Land:L,945,686.0517578125,1.2835449218749773,12,0
2023-09-13 02:14:53.176, [INFO],Pressure not stable
2023-09-13 02:14:53.823, [INFO],Judge Land:L,945,686.126953125,1.1223632812499318,12,0
2023-09-13 02:14:54.825, [INFO],Judge Land:L,945,686.7099609375,1.1223632812499318,12,0
2023-09-13 02:14:55.843, [INFO],Judge Land:L,945,686.7099609375,1.1223632812499318,12,0
2023-09-13 02:14:56.846, [INFO],Judge Land:L,945,686.7099609375,1.1223632812499318,12,0
2023-09-13 02:14:57.848, [INFO],Judge Land:L,945,687.9482421875,1.1223632812499318,12,0
2023-09-13 02:14:58.114, [INFO],Pressure not stable
2023-09-13 02:14:58.851, [INFO],Judge Land:L,945,688.06298828125,1.35546875,12,0
2023-09-13 02:14:59.854, [INFO],Judge Land:L,945,688.559814453125,1.35546875,12,0
2023-09-13 02:15:00.861, [INFO],Judge Land:L,945,688.559814453125,1.35546875,12,0
2023-09-13 02:15:01.864, [INFO],Judge Land:L,945,688.559814453125,1.35546875,12,0
2023-09-13 02:15:02.867, [INFO],Judge Land:L,945,689.7080078125,1.35546875,12,0
2023-09-13 02:15:03.52 , [INFO],Pressure not stable
2023-09-13 02:15:03.869, [INFO],Judge Land:L,945,689.8134765625,1.2196289062500227,12,0
2023-09-13 02:15:04.872, [INFO],Judge Land:L,945,690.30029296875,1.2196289062500227,12,0
2023-09-13 02:15:05.880, [INFO],Judge Land:L,945,690.30029296875,1.2196289062500227,12,0
2023-09-13 02:15:06.882, [INFO],Judge Land:L,945,690.30029296875,1.2196289062500227,12,0
2023-09-13 02:15:07.885, [INFO],Judge Land:L,945,691.6044921875,1.2196289062500227,12,0
2023-09-13 02:15:07.990, [INFO],Pressure not stable
2023-09-13 02:15:08.887, [INFO],Judge Land:L,945,691.65185546875,1.3480468750000227,12,0
2023-09-13 02:15:09.890, [INFO],Judge Land:L,945,692.0966796875,1.3480468750000227,12,0
2023-09-13 02:15:10.898, [INFO],Judge Land:L,945,692.0966796875,1.3480468750000227,12,0
2023-09-13 02:15:11.901, [INFO],Judge Land:L,945,692.0966796875,1.3480468750000227,12,0
2023-09-13 02:15:12.903, [INFO],Judge Land:L,945,693.388916015625,1.3480468750000227,12,0
2023-09-13 02:15:12.929, [INFO],Pressure not stable
2023-09-13 02:15:13.906, [INFO],Judge Land:L,945,693.388916015625,1.2992675781249545,12,0
2023-09-13 02:15:14.908, [INFO],Judge Land:L,945,693.875732421875,1.2992675781249545,12,0
2023-09-13 02:15:15.916, [INFO],Judge Land:L,945,693.875732421875,1.2992675781249545,12,0
2023-09-13 02:15:16.918, [INFO],Judge Land:L,945,693.875732421875,1.2992675781249545,12,0
2023-09-13 02:15:17.868, [INFO],Pressure not stable
2023-09-13 02:15:17.921, [INFO],Judge Land:L,945,695.170166015625,1.2230468750000227,12,0
2023-09-13 02:15:18.924, [INFO],Judge Land:L,945,695.4619140625,1.2230468750000227,12,0
2023-09-13 02:15:19.926, [INFO],Judge Land:L,945,695.53466796875,1.2230468750000227,12,0
2023-09-13 02:15:20.934, [INFO],Judge Land:L,945,695.53466796875,1.2230468750000227,12,0
2023-09-13 02:15:21.937, [INFO],Judge Land:L,945,695.53466796875,1.2230468750000227,12,0
2023-09-13 02:15:22.806, [INFO],Pressure not stable
2023-09-13 02:15:22.939, [INFO],Judge Land:L,945,696.655517578125,1.178124999999909,12,0
2023-09-13 02:15:23.942, [INFO],Judge Land:L,945,697.128662109375,1.178124999999909,12,0
2023-09-13 02:15:24.947, [INFO],Judge Land:L,945,697.252685546875,1.178124999999909,12,0
2023-09-13 02:15:25.956, [INFO],Judge Land:L,945,697.252685546875,1.178124999999909,12,0
2023-09-13 02:15:26.959, [INFO],Judge Land:L,945,697.252685546875,1.178124999999909,12,0
2023-09-13 02:15:27.745, [INFO],Pressure not stable
2023-09-13 02:15:27.962, [INFO],Judge Land:L,945,698.497802734375,1.2344238281250455,12,0
2023-09-13 02:15:28.964, [INFO],Judge Land:L,945,698.880615234375,1.2344238281250455,12,0
2023-09-13 02:15:29.967, [INFO],Judge Land:L,945,699.03076171875,1.2344238281250455,12,0
2023-09-13 02:15:30.974, [INFO],Judge Land:L,945,699.03076171875,1.2344238281250455,12,0
2023-09-13 02:15:31.977, [INFO],Judge Land:L,945,699.03076171875,1.2344238281250455,12,0
2023-09-13 02:15:32.683, [INFO],Pressure not stable
2023-09-13 02:15:32.980, [INFO],Judge Land:L,945,700.1826171875,1.1866699218750227,12,0
2023-09-13 02:15:33.982, [INFO],Judge Land:L,945,700.572265625,1.1866699218750227,12,0
2023-09-13 02:15:34.985, [INFO],Judge Land:L,945,700.564453125,1.1866699218750227,12,0
2023-09-13 02:15:35.994, [INFO],Judge Land:L,945,700.564453125,1.1866699218750227,12,0
2023-09-13 02:15:36.997, [INFO],Judge Land:L,945,700.564453125,1.1866699218750227,12,0
2023-09-13 02:15:37.622, [INFO],Pressure not stable
2023-09-13 02:15:38.0  , [INFO],Judge Land:L,945,701.784912109375,1.2129394531250455,12,0
2023-09-13 02:15:39.2  , [INFO],Judge Land:L,945,702.20751953125,1.2129394531250455,12,0
2023-09-13 02:15:40.5  , [INFO],Judge Land:L,945,702.2314453125,1.2129394531250455,12,0
2023-09-13 02:15:41.9  , [INFO],Judge Land:L,945,702.2314453125,1.2129394531250455,12,0
2023-09-13 02:15:42.11 , [INFO],Judge Land:L,945,702.2314453125,1.2129394531250455,12,0
2023-09-13 02:15:42.560, [INFO],Pressure not stable
2023-09-13 02:15:43.14 , [INFO],Judge Land:L,945,703.5498046875,1.2605468750000455,12,0
2023-09-13 02:15:44.17 , [INFO],Judge Land:L,945,703.992919921875,1.2605468750000455,12,0
2023-09-13 02:15:45.19 , [INFO],Judge Land:L,945,703.992919921875,1.2605468750000455,12,0
2023-09-13 02:15:46.22 , [INFO],Judge Land:L,945,703.992919921875,1.2605468750000455,12,0
2023-09-13 02:15:47.25 , [INFO],Judge Land:L,945,703.992919921875,1.2605468750000455,12,0
2023-09-13 02:15:47.498, [INFO],Pressure not stable
2023-09-13 02:15:48.27 , [INFO],Judge Land:L,945,705.12548828125,1.1300781250000682,12,0
2023-09-13 02:15:49.35 , [INFO],Judge Land:L,945,705.641845703125,1.1300781250000682,12,0
2023-09-13 02:15:50.38 , [INFO],Judge Land:L,945,705.641845703125,1.1300781250000682,12,0
2023-09-13 02:15:51.40 , [INFO],Judge Land:L,945,705.641845703125,1.1300781250000682,12,0
2023-09-13 02:15:52.43 , [INFO],Judge Land:L,945,706.72607421875,1.1300781250000682,12,0
2023-09-13 02:15:52.436, [INFO],Pressure not stable
2023-09-13 02:15:53.46 , [INFO],Judge Land:L,945,706.7919921875,1.1949218749999773,12,0
2023-09-13 02:15:54.53 , [INFO],Judge Land:L,945,707.3466796875,1.1949218749999773,12,0
2023-09-13 02:15:55.56 , [INFO],Judge Land:L,945,707.3466796875,1.1949218749999773,12,0
2023-09-13 02:15:56.59 , [INFO],Judge Land:L,945,707.3466796875,1.1949218749999773,12,0
2023-09-13 02:15:57.61 , [INFO],Judge Land:L,945,708.561279296875,1.1949218749999773,12,0
2023-09-13 02:15:57.375, [INFO],Pressure not stable
2023-09-13 02:15:58.64 , [INFO],Judge Land:L,945,708.612060546875,1.2344726562499773,12,0
2023-09-13 02:15:59.71 , [INFO],Judge Land:L,945,709.18017578125,1.2344726562499773,12,0
2023-09-13 02:16:00.74 , [INFO],Judge Land:L,945,709.18017578125,1.2344726562499773,12,0
2023-09-13 02:16:01.76 , [INFO],Judge Land:L,945,709.18017578125,1.2344726562499773,12,0
2023-09-13 02:16:02.79 , [INFO],Judge Land:L,945,710.290771484375,1.2344726562499773,12,0
2023-09-13 02:16:02.313, [INFO],Pressure not stable
2023-09-13 02:16:03.82 , [INFO],Judge Land:L,945,710.365966796875,1.1620605468749545,12,0
