"Timeinfo","Level","Message","Light","Pressure","Disp Pressure","Light Counter","Pressure Counter"
2023-09-13 23:14:13.229, [INFO],Pixhawk initialized
2023-09-13 23:14:13.258, [INFO],['/dev/ttyACM0', '/dev/ttyAMA0']
2023-09-13 23:14:13.259, [INFO],system_address: /dev/ttyACMO
2023-09-13 23:14:13.260, [INFO],Waiting for drone to connect...
2023-09-13 23:14:13.407, [INFO],Connected Drone!
2023-09-13 23:14:13.408, [INFO],Waiting for drone to have a global position estimate...
2023-09-13 23:14:14.324, [INFO],-- Global position estimate OK
2023-09-13 23:14:14.325, [INFO],waiting for pixhawk to hold
2023-09-13 23:14:14.326, [INFO],--Holding
2023-09-13 23:14:22.358, [INFO],--set speed 8m/s
2023-09-13 23:14:22.413, [INFO],0.0,-1.0,0.0,0.0,0.0,0.0
2023-09-13 23:14:22.919, [INFO],0.0,0.0,0.109,1190.4479,40.893861,-119.1089
2023-09-13 23:14:23.423, [INFO],HOLD,0.0,0.112,1190.451,40.893861,-119.1089
2023-09-13 23:14:23.926, [INFO],HOLD,0.0,0.11,1190.449,40.893861,-119.1089
2023-09-13 23:14:24.430, [INFO],HOLD,0.0,0.103,1190.4431,40.893861,-119.1089
2023-09-13 23:14:24.933, [INFO],HOLD,0.009986,0.106,1190.445,40.893861,-119.1089
2023-09-13 23:14:25.393, [INFO],--locate positon
2023-09-13 23:14:25.436, [INFO],HOLD,0.0,0.103,1190.442,40.893861,-119.1089
2023-09-13 23:14:25.940, [INFO],HOLD,0.0,0.101,1190.44,40.893861,-119.1089
2023-09-13 23:14:26.444, [INFO],HOLD,0.0,0.09,1190.429,40.893861,-119.1089
2023-09-13 23:14:26.949, [INFO],HOLD,0.0,0.088,1190.4281,40.893861,-119.1089
2023-09-13 23:14:27.452, [INFO],HOLD,0.0,0.085,1190.425,40.893861,-119.1089
2023-09-13 23:14:27.465, [INFO],locate [  40.89386106 -119.10893553 1190.4272583 ]
2023-09-13 23:14:27.467, [INFO],waiting for pixhawk to arm
2023-09-13 23:14:27.957, [INFO],HOLD,0.0,0.093,1190.432,40.893861,-119.1089
2023-09-13 23:14:28.326, [INFO],--Arming
2023-09-13 23:14:28.460, [INFO],HOLD,0.009986,0.001,1190.441,40.893861,-119.1089
2023-09-13 23:14:28.964, [INFO],HOLD,0.0,0.012,1190.452,40.893861,-119.1089
2023-09-13 23:14:29.325, [INFO],-- Arm
2023-09-13 23:14:29.468, [INFO],HOLD,0.009986,0.029,1190.47,40.893861,-119.1089
2023-09-13 23:14:29.972, [INFO],HOLD,0.0099862,0.05,1190.4901,40.893861,-119.1089
2023-09-13 23:14:30.337, [INFO],--Taking off
2023-09-13 23:14:30.475, [INFO],HOLD,0.009986,0.059,1190.5,40.893861,-119.1089
2023-09-13 23:14:30.978, [INFO],HOLD,0.0099861,0.063,1190.504,40.893861,-119.1089
2023-09-13 23:14:31.480, [INFO],TAKEOFF,0.0099873,0.0,1190.512,40.89386,-119.1089
2023-09-13 23:14:31.983, [INFO],TAKEOFF,0.0,0.037,1190.55,40.89386,-119.1089
2023-09-13 23:14:32.486, [INFO],TAKEOFF,0.0,0.063,1190.576,40.89386,-119.1089
2023-09-13 23:14:32.997, [INFO],TAKEOFF,0.0099911,0.082,1190.5941,40.89386,-119.1089
2023-09-13 23:14:33.499, [INFO],TAKEOFF,0.009998,0.074,1190.587,40.89386,-119.1089
2023-09-13 23:14:34.2  , [INFO],TAKEOFF,0.0698932,0.149,1190.661,40.89386,-119.1089
2023-09-13 23:14:34.505, [INFO],TAKEOFF,0.3898853,0.437,1190.949,40.89386,-119.1089
2023-09-13 23:14:35.10 , [INFO],TAKEOFF,0.9091486,0.881,1191.394,40.893862,-119.1089
2023-09-13 23:14:35.516, [INFO],TAKEOFF,1.6979042,1.422,1191.934,40.893862,-119.1089
2023-09-13 23:14:36.19 , [INFO],TAKEOFF,2.4037052,2.2120001,1192.7239,40.893861,-119.1089
2023-09-13 23:14:36.522, [INFO],TAKEOFF,3.1156819,2.9250001,1193.437,40.893859,-119.1089
2023-09-13 23:14:37.26 , [INFO],TAKEOFF,3.853665,3.6690001,1194.181,40.893859,-119.1089
2023-09-13 23:14:37.530, [INFO],TAKEOFF,4.598469,4.387,1194.899,40.893859,-119.1089
2023-09-13 23:14:38.37 , [INFO],TAKEOFF,5.377587,5.1230001,1195.6361,40.89386,-119.1089
2023-09-13 23:14:38.541, [INFO],TAKEOFF,6.1821548,5.8450002,1196.357,40.89386,-119.1089
2023-09-13 23:14:39.44 , [INFO],TAKEOFF,6.9361903,6.5600004,1197.072,40.893859,-119.1089
2023-09-13 23:14:39.547, [INFO],TAKEOFF,7.7442983,7.2770004,1197.789,40.893858,-119.1089
2023-09-13 23:14:39.718, [INFO],--Holding
2023-09-13 23:14:39.735, [INFO],--Go to lat: 40.89353773 lng:-119.1093901 alt:1198.4272583007812 yaw:0
2023-09-13 23:14:40.50 , [INFO],TAKEOFF,8.4253074,8.0090007,1198.5209,40.893857,-119.1089
2023-09-13 23:14:40.552, [INFO],HOLD,8.8672466,8.6850004,1199.197,40.893856,-119.1089
2023-09-13 23:14:41.56 , [INFO],HOLD,8.940283,9.0830001,1199.595,40.893851,-119.1089
2023-09-13 23:14:41.558, [INFO],HOLD,9.1137236,9.1830005,1199.695,40.893841,-119.1089
2023-09-13 23:14:42.61 , [INFO],HOLD,8.7530022,9.1400003,1199.652,40.893826,-119.1089
2023-09-13 23:14:42.563, [INFO],HOLD,8.4596106,9.0410003,1199.554,40.893812,-119.1089
2023-09-13 23:14:43.70 , [INFO],HOLD,8.2516856,8.9470005,1199.4591,40.893797,-119.109
2023-09-13 23:14:43.574, [INFO],HOLD,8.0093083,8.8229999,1199.335,40.893783,-119.109
2023-09-13 23:14:44.76 , [INFO],HOLD,7.8395632,8.7420005,1199.255,40.893768,-119.109
2023-09-13 23:14:44.580, [INFO],HOLD,7.7358416,8.67,1199.1831,40.893753,-119.109
2023-09-13 23:14:45.83 , [INFO],HOLD,7.668395,8.6260004,1199.138,40.893738,-119.1091
2023-09-13 23:14:45.586, [INFO],HOLD,7.5936226,8.5659999,1199.078,40.893722,-119.1091
2023-09-13 23:14:46.90 , [INFO],HOLD,7.5535712,8.5469999,1199.059,40.893707,-119.1091
2023-09-13 23:14:46.593, [INFO],HOLD,7.5455304,8.5399999,1199.052,40.893692,-119.1091
2023-09-13 23:14:47.95 , [INFO],HOLD,7.5615424,8.5350008,1199.0469,40.893677,-119.1091
2023-09-13 23:14:47.597, [INFO],HOLD,7.5209862,8.5069999,1199.019,40.893663,-119.1092
2023-09-13 23:14:48.100, [INFO],HOLD,7.491232,8.4900007,1199.002,40.893649,-119.1092
2023-09-13 23:14:48.602, [INFO],HOLD,7.3931656,8.434,1198.946,40.893634,-119.1092
2023-09-13 23:14:49.108, [INFO],HOLD,7.3065516,8.3690004,1198.8811,40.89362,-119.1092
2023-09-13 23:14:49.611, [INFO],HOLD,7.24734,8.3030004,1198.816,40.893604,-119.1092
2023-09-13 23:14:50.116, [INFO],HOLD,7.1896118,8.2190008,1198.731,40.89359,-119.1093
2023-09-13 23:14:50.618, [INFO],HOLD,7.153002,8.1979999,1198.71,40.893576,-119.1093
2023-09-13 23:14:51.121, [INFO],HOLD,7.1594002,8.177,1198.689,40.893567,-119.1093
2023-09-13 23:14:51.627, [INFO],HOLD,7.1124982,8.0989999,1198.611,40.893559,-119.1093
2023-09-13 23:14:52.131, [INFO],HOLD,7.1106267,8.0540008,1198.567,40.893553,-119.1093
2023-09-13 23:14:52.633, [INFO],HOLD,7.1088659,7.9960002,1198.508,40.893549,-119.1093
2023-09-13 23:14:53.139, [INFO],HOLD,7.1898831,7.9400005,1198.452,40.893545,-119.1093
2023-09-13 23:14:53.225, [INFO],waiting for pixhawk to hold
2023-09-13 23:14:53.227, [INFO],-- Hold
2023-09-13 23:14:53.229, [INFO],--Landing
2023-09-13 23:14:53.242, [INFO],--finish
2023-09-13 23:14:53.642, [INFO],LAND,7.2798604,7.9350004,1198.447,40.893543,-119.1093
2023-09-13 23:14:54.146, [INFO],LAND,7.1323077,7.7120003,1198.2239,40.893542,-119.1093
2023-09-13 23:14:54.651, [INFO],LAND,6.7130527,7.3190002,1197.831,40.893543,-119.1093
2023-09-13 23:14:55.154, [INFO],LAND,6.5241285,7.0230002,1197.535,40.893543,-119.1093
2023-09-13 23:14:55.656, [INFO],LAND,6.2996303,6.7410001,1197.253,40.893542,-119.1093
2023-09-13 23:14:56.159, [INFO],LAND,6.0705989,6.3850002,1196.898,40.893543,-119.1093
2023-09-13 23:14:56.663, [INFO],LAND,5.8818297,6.0670003,1196.58,40.893544,-119.1093
2023-09-13 23:14:57.166, [INFO],LAND,5.6297784,5.8030004,1196.315,40.893544,-119.1093
2023-09-13 23:14:57.671, [INFO],LAND,5.2594664,5.4520001,1195.9641,40.893544,-119.1093
2023-09-13 23:14:58.177, [INFO],LAND,4.8466848,5.032,1195.545,40.893545,-119.1093
2023-09-13 23:14:58.680, [INFO],LAND,4.6266275,4.7400002,1195.253,40.893546,-119.1093
2023-09-13 23:14:59.182, [INFO],LAND,4.3271723,4.4820003,1194.994,40.893545,-119.1093
2023-09-13 23:14:59.685, [INFO],LAND,3.985197,4.1449999,1194.658,40.893544,-119.1093
2023-09-13 23:15:00.188, [INFO],LAND,3.6007278,3.7910001,1194.3031,40.893544,-119.1093
2023-09-13 23:15:00.691, [INFO],LAND,3.2649016,3.4780001,1193.991,40.893543,-119.1093
2023-09-13 23:15:01.194, [INFO],LAND,2.9350056,3.173,1193.685,40.893544,-119.1093
2023-09-13 23:15:01.697, [INFO],LAND,2.545116,2.812,1193.324,40.893545,-119.1093
2023-09-13 23:15:02.200, [INFO],LAND,2.1170236,2.4050002,1192.9171,40.893547,-119.1093
2023-09-13 23:15:02.706, [INFO],LAND,1.779899,1.983,1192.496,40.893548,-119.1093
2023-09-13 23:15:03.213, [INFO],LAND,1.5295453,1.685,1192.1979,40.893549,-119.1093
2023-09-13 23:15:03.718, [INFO],LAND,1.2888737,1.4180001,1191.93,40.893549,-119.1093
2023-09-13 23:15:04.222, [INFO],LAND,0.9099534,1.148,1191.66,40.893549,-119.1093
2023-09-13 23:15:04.724, [INFO],LAND,0.3894847,0.674,1191.187,40.893547,-119.1093
2023-09-13 23:15:05.228, [INFO],LAND,0.0,0.228,1190.7401,40.893546,-119.1093
2023-09-13 23:15:05.731, [INFO],LAND,0.0,0.243,1190.755,40.893546,-119.1093
