"Timeinfo","Level","Message","Light","Light Counter","Pressure","Disp Pressure","Pressure Counter","Temperature"
2023-08-10 10:42:43.174, [INFO],Case program initialized
2023-08-10 10:42:43.178, [INFO],Pixhawk initialized
2023-08-10 10:42:43.185, [INFO],Outside,0,0,0,0,0,0
2023-08-10 10:42:43.715, [INFO],outside
2023-08-10 10:42:44.190, [INFO],Outside,859,0,0,0,0,0
2023-08-10 10:42:44.247, [INFO],outside
2023-08-10 10:42:44.779, [INFO],outside
2023-08-10 10:42:45.194, [INFO],Outside,858,0,0,0,0,0
2023-08-10 10:42:45.314, [INFO],outside
2023-08-10 10:42:45.848, [INFO],outside
2023-08-10 10:42:46.197, [INFO],Outside,857,0,0,0,0,0
2023-08-10 10:42:46.381, [INFO],outside
2023-08-10 10:42:46.914, [INFO],outside
2023-08-10 10:42:47.200, [INFO],Outside,845,0,0,0,0,0
2023-08-10 10:42:47.448, [INFO],outside
2023-08-10 10:42:47.981, [INFO],outside
2023-08-10 10:42:48.202, [INFO],Outside,653,0,0,0,0,0
2023-08-10 10:42:48.515, [INFO],outside
2023-08-10 10:42:49.48 , [INFO],outside
2023-08-10 10:42:49.205, [INFO],Outside,652,0,0,0,0,0
2023-08-10 10:42:49.582, [INFO],outside
2023-08-10 10:42:50.115, [INFO],outside
2023-08-10 10:42:50.208, [INFO],Outside,652,0,0,0,0,0
2023-08-10 10:42:50.649, [INFO],outside
2023-08-10 10:42:51.211, [INFO],Outside,311,1,0,0,0,0
2023-08-10 10:42:52.213, [INFO],Outside,229,2,0,0,0,0
2023-08-10 10:42:53.217, [INFO],Outside,198,4,0,0,0,0
2023-08-10 10:42:54.220, [INFO],Outside,199,6,0,0,0,0
2023-08-10 10:42:55.222, [INFO],Outside,196,8,0,0,0,0
2023-08-10 10:42:55.961, [INFO],Storage Succeeded
2023-08-10 10:42:56.227, [INFO],Storage,190,0,760.0,0,0,31.089583333333334
2023-08-10 10:42:57.230, [INFO],Storage,194,0,1014.511962890625,0.0390625,1,31.13125
2023-08-10 10:42:58.233, [INFO],Storage,191,0,1014.565185546875,-0.01025390625,0,31.15625
2023-08-10 10:42:59.237, [INFO],Storage,729,1,1014.5078125,0.071533203125,3,31.18125
2023-08-10 10:43:00.240, [INFO],Storage,856,4,1014.5634765625,-0.0400390625,0,31.197916666666664
2023-08-10 10:43:01.244, [INFO],Storage,857,8,1014.552734375,-0.0078125,0,31.21666666666667
2023-08-10 10:43:02.247, [INFO],Storage,857,12,1014.5224609375,0.0537109375,1,31.2375
2023-08-10 10:43:03.250, [INFO],Storage,857,16,1014.517822265625,-0.035400390625,0,31.245833333333334
2023-08-10 10:43:04.253, [INFO],Storage,857,20,1014.543701171875,-0.03369140625,0,31.2625
2023-08-10 10:43:05.256, [INFO],Storage,857,23,1014.561279296875,-0.018310546875,0,31.277083333333334
2023-08-10 10:43:06.261, [INFO],Storage,857,27,1014.46875,0.0205078125,1,31.28333333333333
2023-08-10 10:43:07.264, [INFO],Storage,857,31,1014.529541015625,-0.024169921875,0,31.3
2023-08-10 10:43:08.268, [INFO],Storage,857,35,1014.48681640625,0.054931640625,4,31.3125
2023-08-10 10:43:09.271, [INFO],Storage,857,38,1014.5595703125,0.01611328125,1,31.320833333333333
2023-08-10 10:43:10.275, [INFO],Storage,857,42,1014.52734375,0.019775390625,3,31.335416666666667
2023-08-10 10:43:11.279, [INFO],Storage,857,46,1014.581787109375,0.008544921875,3,31.34166666666667
2023-08-10 10:43:12.282, [INFO],Storage,857,50,1014.49365234375,0.00537109375,2,31.35625
2023-08-10 10:43:13.286, [INFO],Storage,858,53,1014.557373046875,-0.02587890625,0,31.370833333333334
2023-08-10 10:43:14.289, [INFO],Storage,857,57,1014.490234375,0.043212890625,1,31.3875
2023-08-10 10:43:15.292, [INFO],Storage,857,61,1014.49462890625,-0.07861328125,0,31.397916666666667
2023-08-10 10:43:16.295, [INFO],Storage,857,65,1014.5986328125,-0.092041015625,0,31.41875
2023-08-10 10:43:17.298, [INFO],Storage,857,69,1014.551025390625,-0.010498046875,0,31.4375
2023-08-10 10:43:18.301, [INFO],Storage,857,72,1014.53662109375,0.01220703125,1,31.45625
2023-08-10 10:43:19.303, [INFO],Storage,857,76,1014.54150390625,0.017822265625,1,31.46666666666667
2023-08-10 10:43:20.306, [INFO],Storage,857,80,1014.545654296875,-0.00341796875,0,31.4875
2023-08-10 10:43:21.311, [INFO],Storage,857,84,1014.549072265625,-0.04443359375,0,31.504166666666666
2023-08-10 10:43:22.314, [INFO],Storage,857,87,1014.517333984375,0.057861328125,3,31.527083333333334
2023-08-10 10:43:23.317, [INFO],Storage,856,91,1014.510986328125,-0.024169921875,0,31.5375
2023-08-10 10:43:24.320, [INFO],Storage,859,95,1014.492919921875,-0.0810546875,0,31.55
2023-08-10 10:43:25.323, [INFO],Storage,856,99,1014.51953125,-0.095458984375,0,31.558333333333334
2023-08-10 10:43:26.327, [INFO],Storage,849,102,1014.43701171875,-0.00146484375,0,31.570833333333333
2023-08-10 10:43:27.330, [INFO],Storage,851,106,1014.460205078125,-0.003173828125,0,31.58125
2023-08-10 10:43:28.333, [INFO],Storage,859,110,1014.40966796875,0.0625,1,31.59166666666667
2023-08-10 10:43:29.336, [INFO],Storage,857,114,1014.46142578125,0.05908203125,5,31.597916666666666
2023-08-10 10:43:30.339, [INFO],Storage,859,118,1014.42333984375,0.0869140625,3,31.614583333333336
2023-08-10 10:43:31.343, [INFO],Storage,859,121,1014.47802734375,-0.043212890625,0,31.62291666666667
2023-08-10 10:43:32.346, [INFO],Storage,857,125,1014.397705078125,0.054931640625,1,31.633333333333333
2023-08-10 10:43:33.349, [INFO],Storage,860,129,1014.4169921875,0.010009765625,5,31.647916666666667
2023-08-10 10:43:34.352, [INFO],Storage,866,133,1014.479736328125,0.0478515625,1,31.65625
2023-08-10 10:43:35.355, [INFO],Storage,866,136,1014.46630859375,-0.02294921875,0,31.6625
2023-08-10 10:43:36.358, [INFO],Storage,862,140,1014.461669921875,-0.06005859375,0,31.672916666666666
2023-08-10 10:43:37.361, [INFO],Storage,860,144,1014.526123046875,0.0576171875,2,31.69375
2023-08-10 10:43:38.364, [INFO],Storage,864,148,1014.485107421875,-0.001953125,0,31.70625
2023-08-10 10:43:39.367, [INFO],Storage,842,151,1014.500732421875,0.0615234375,2,31.7125
2023-08-10 10:43:40.369, [INFO],Storage,828,155,1014.538330078125,0.0556640625,2,31.727083333333333
2023-08-10 10:43:41.372, [INFO],Storage,830,159,1014.45068359375,-0.01953125,0,31.739583333333336
2023-08-10 10:43:42.375, [INFO],Storage,826,163,1014.449951171875,0.0517578125,4,31.74791666666667
2023-08-10 10:43:43.378, [INFO],Storage,815,167,1014.490234375,0.02001953125,1,31.7375
2023-08-10 10:43:44.381, [INFO],Storage,818,170,1014.515380859375,0.06689453125,2,31.75208333333333
2023-08-10 10:43:45.383, [INFO],Storage,809,174,1014.4814453125,-0.013916015625,0,31.770833333333336
2023-08-10 10:43:46.387, [INFO],Storage,824,178,1014.568115234375,-0.05126953125,0,31.78125
2023-08-10 10:43:47.390, [INFO],Storage,845,182,1014.51416015625,-0.024658203125,0,31.79375
2023-08-10 10:43:48.393, [INFO],Storage,779,185,1014.54833984375,0.0234375,1,31.808333333333334
2023-08-10 10:43:49.396, [INFO],Storage,783,189,1014.363525390625,-0.24072265625,0,31.81875
2023-08-10 10:43:50.399, [INFO],Storage,727,193,1014.503662109375,0.02783203125,4,31.8375
2023-08-10 10:43:51.403, [INFO],Storage,732,197,1014.499755859375,-0.036376953125,0,31.84583333333333
2023-08-10 10:43:52.407, [INFO],Storage,764,200,1014.471435546875,-0.007568359375,0,31.875
2023-08-10 10:43:53.410, [INFO],Storage,774,204,1014.48193359375,-0.02783203125,0,31.891666666666666
2023-08-10 10:43:54.413, [INFO],Storage,768,208,1014.4833984375,0.00341796875,1,31.9125
2023-08-10 10:43:55.416, [INFO],Storage,714,212,1014.499267578125,-0.031494140625,0,31.93541666666667
2023-08-10 10:43:56.419, [INFO],Storage,710,215,1014.544677734375,-0.01904296875,0,31.972916666666666
2023-08-10 10:43:57.423, [INFO],Storage,661,219,1014.491943359375,0.063720703125,2,31.991666666666667
2023-08-10 10:43:58.426, [INFO],Storage,731,223,1014.51123046875,-0.005615234375,0,32.00833333333333
2023-08-10 10:43:59.429, [INFO],Storage,679,227,1014.52783203125,-0.033447265625,0,32.041666666666664
2023-08-10 10:44:00.432, [INFO],Storage,764,230,1014.4052734375,0.092041015625,4,32.06458333333333
2023-08-10 10:44:01.435, [INFO],Storage,776,234,1014.464111328125,0.004638671875,7,32.079166666666666
2023-08-10 10:44:02.438, [INFO],Storage,782,238,1014.427001953125,0.026123046875,1,32.1
2023-08-10 10:44:03.441, [INFO],Storage,777,242,1014.484130859375,-0.03466796875,0,32.12291666666667
2023-08-10 10:44:04.444, [INFO],Storage,778,246,1014.467529296875,-0.019287109375,0,32.135416666666664
2023-08-10 10:44:05.447, [INFO],Storage,776,249,1014.430419921875,-0.036865234375,0,32.16041666666666
2023-08-10 10:44:06.452, [INFO],Storage,776,253,1014.443359375,0.009521484375,2,32.170833333333334
2023-08-10 10:44:07.455, [INFO],Storage,774,257,1014.5,-0.070556640625,0,32.19375
2023-08-10 10:44:08.458, [INFO],Storage,778,261,1014.45458984375,-0.005615234375,0,32.2125
2023-08-10 10:44:09.461, [INFO],Storage,779,264,1014.439208984375,0.0595703125,1,32.22708333333333
2023-08-10 10:44:10.463, [INFO],Storage,796,268,1014.51318359375,0.01904296875,1,32.24791666666667
2023-08-10 10:44:11.466, [INFO],Storage,794,272,1014.58544921875,0.025390625,2,32.26875
2023-08-10 10:44:12.469, [INFO],Storage,795,276,1014.64111328125,-0.023193359375,0,32.2875
2023-08-10 10:44:13.472, [INFO],Storage,795,279,1014.733154296875,-0.018310546875,0,32.30833333333334
2023-08-10 10:44:14.475, [INFO],Storage,795,283,1014.8134765625,-0.02587890625,0,32.32083333333333
2023-08-10 10:44:15.477, [INFO],Storage,795,287,1014.872802734375,-0.04248046875,0,32.34791666666666
2023-08-10 10:44:16.480, [INFO],Storage,794,291,1015.017333984375,-0.06982421875,0,32.3625
2023-08-10 10:44:17.483, [INFO],Storage,792,295,1015.072021484375,0.0361328125,4,32.375
2023-08-10 10:44:18.486, [INFO],Storage,791,298,1015.188232421875,0.031494140625,1,32.39375
2023-08-10 10:44:19.489, [INFO],Storage,790,302,1015.279052734375,0.073974609375,2,32.40833333333333
2023-08-10 10:44:20.491, [INFO],Storage,791,306,1015.3349609375,-0.025390625,0,32.42916666666667
2023-08-10 10:44:21.494, [INFO],Storage,793,310,1015.391845703125,0.066650390625,4,32.44375
2023-08-10 10:44:22.498, [INFO],Storage,793,313,1015.516845703125,-0.002197265625,0,32.4625
2023-08-10 10:44:23.501, [INFO],Storage,793,317,1015.59716796875,0.03759765625,1,32.479166666666664
2023-08-10 10:44:24.504, [INFO],Storage,792,321,1015.692138671875,0.00390625,2,32.49791666666667
2023-08-10 10:44:25.506, [INFO],Storage,792,325,1015.73388671875,0.031494140625,1,32.516666666666666
2023-08-10 10:44:26.509, [INFO],Storage,792,328,1015.8681640625,-0.036376953125,0,32.53541666666666
2023-08-10 10:44:27.512, [INFO],Storage,792,332,1015.884033203125,0.02197265625,3,32.54375
2023-08-10 10:44:28.515, [INFO],Storage,791,336,1016.003173828125,0.094482421875,1,32.56041666666667
2023-08-10 10:44:29.517, [INFO],Storage,783,340,1016.025390625,0.021240234375,5,32.579166666666666
2023-08-10 10:44:30.520, [INFO],Storage,785,343,1016.13623046875,-0.046630859375,0,32.59791666666666
2023-08-10 10:44:31.523, [INFO],Storage,786,347,1016.179931640625,0.015869140625,1,32.610416666666666
2023-08-10 10:44:32.526, [INFO],Storage,781,351,1016.062255859375,-0.0361328125,0,32.625
2023-08-10 10:44:33.529, [INFO],Storage,757,355,1016.175048828125,-0.00537109375,0,32.65
2023-08-10 10:44:34.531, [INFO],Storage,735,359,1016.094970703125,-0.0048828125,0,32.65833333333333
2023-08-10 10:44:35.534, [INFO],Storage,681,362,1016.178466796875,-0.121337890625,0,32.68541666666667
2023-08-10 10:44:36.87 , [INFO],Release Succeeded
2023-08-10 10:44:36.537, [INFO],Released,719,364,1016.16650390625,-0.025634765625,1,32.70625
2023-08-10 10:44:37.542, [INFO],Released,719,364,1016.07080078125,-0.025634765625,1,32.69583333333333
2023-08-10 10:44:38.546, [INFO],Released,719,364,1016.07080078125,0.059326171875,2,32.69583333333333
2023-08-10 10:44:39.550, [INFO],Released,719,364,1016.11962890625,0.00146484375,3,32.71041666666667
2023-08-10 10:44:40.554, [INFO],Released,719,364,1016.151123046875,0.041748046875,4,32.729166666666664
2023-08-10 10:44:41.558, [INFO],Released,719,364,1016.1630859375,0.015625,5,32.74791666666667
2023-08-10 10:44:42.562, [INFO],Released,719,364,1016.116455078125,0.083251953125,6,32.76875
2023-08-10 10:44:43.511, [INFO],Landing Succeeded
2023-08-10 10:44:43.513, [INFO],Cut case
2023-08-10 10:44:43.565, [INFO],Land,719,364,1016.116455078125,0.083251953125,6,32.76875
