"Timeinfo","Level","Message","Distance","Relative Altitude","Absolute Altitude","Latitude","Longitude"
2023-08-10 11:22:19.340, [INFO],Case program initialized
2023-08-10 11:22:19.344, [INFO],Pixhawk initialized
2023-08-10 11:22:19.350, [INFO],Outside,0,0,0,0,0,0
2023-08-10 11:22:19.880, [INFO],outside
2023-08-10 11:22:20.354, [INFO],Outside,912,0,0,0,0,0
2023-08-10 11:22:20.412, [INFO],outside
2023-08-10 11:22:20.944, [INFO],outside
2023-08-10 11:22:21.357, [INFO],Outside,913,0,0,0,0,0
2023-08-10 11:22:21.477, [INFO],outside
2023-08-10 11:22:22.9  , [INFO],outside
2023-08-10 11:22:22.361, [INFO],Outside,915,0,0,0,0,0
2023-08-10 11:22:22.542, [INFO],outside
2023-08-10 11:22:23.75 , [INFO],outside
2023-08-10 11:22:23.363, [INFO],Outside,916,0,0,0,0,0
2023-08-10 11:22:23.608, [INFO],outside
2023-08-10 11:22:24.141, [INFO],outside
2023-08-10 11:22:24.365, [INFO],Outside,917,0,0,0,0,0
2023-08-10 11:22:24.674, [INFO],outside
2023-08-10 11:22:25.208, [INFO],outside
2023-08-10 11:22:25.367, [INFO],Outside,919,0,0,0,0,0
2023-08-10 11:22:25.741, [INFO],outside
2023-08-10 11:22:26.274, [INFO],outside
2023-08-10 11:22:26.370, [INFO],Outside,924,0,0,0,0,0
2023-08-10 11:22:26.807, [INFO],outside
2023-08-10 11:22:27.340, [INFO],outside
2023-08-10 11:22:27.373, [INFO],Outside,662,0,0,0,0,0
2023-08-10 11:22:27.874, [INFO],outside
2023-08-10 11:22:28.376, [INFO],Outside,691,0,0,0,0,0
2023-08-10 11:22:28.407, [INFO],outside
2023-08-10 11:22:28.940, [INFO],outside
2023-08-10 11:22:29.378, [INFO],Outside,689,0,0,0,0,0
2023-08-10 11:22:29.472, [INFO],outside
2023-08-10 11:22:30.4  , [INFO],outside
2023-08-10 11:22:30.382, [INFO],Outside,672,0,0,0,0,0
2023-08-10 11:22:30.536, [INFO],outside
2023-08-10 11:22:31.69 , [INFO],outside
2023-08-10 11:22:31.385, [INFO],Outside,673,0,0,0,0,0
2023-08-10 11:22:31.601, [INFO],outside
2023-08-10 11:22:32.133, [INFO],outside
2023-08-10 11:22:32.389, [INFO],Outside,668,0,0,0,0,0
2023-08-10 11:22:32.665, [INFO],outside
2023-08-10 11:22:33.197, [INFO],outside
2023-08-10 11:22:33.392, [INFO],Outside,666,0,0,0,0,0
2023-08-10 11:22:33.729, [INFO],outside
2023-08-10 11:22:34.262, [INFO],outside
2023-08-10 11:22:34.395, [INFO],Outside,657,0,0,0,0,0
2023-08-10 11:22:34.794, [INFO],outside
2023-08-10 11:22:35.326, [INFO],outside
2023-08-10 11:22:35.399, [INFO],Outside,636,0,0,0,0,0
2023-08-10 11:22:35.859, [INFO],outside
2023-08-10 11:22:36.391, [INFO],outside
2023-08-10 11:22:36.401, [INFO],Outside,631,0,0,0,0,0
2023-08-10 11:22:36.924, [INFO],outside
2023-08-10 11:22:37.403, [INFO],Outside,642,0,0,0,0,0
2023-08-10 11:22:37.457, [INFO],outside
2023-08-10 11:22:37.989, [INFO],outside
2023-08-10 11:22:38.406, [INFO],Outside,674,0,0,0,0,0
2023-08-10 11:22:39.408, [INFO],Outside,420,2,0,0,0,0
2023-08-10 11:22:40.411, [INFO],Outside,409,4,0,0,0,0
2023-08-10 11:22:40.644, [INFO],outside
2023-08-10 11:22:41.413, [INFO],Outside,486,1,0,0,0,0
2023-08-10 11:22:41.708, [INFO],outside
2023-08-10 11:22:42.240, [INFO],outside
2023-08-10 11:22:42.417, [INFO],Outside,523,0,0,0,0,0
2023-08-10 11:22:42.772, [INFO],outside
2023-08-10 11:22:43.419, [INFO],Outside,498,1,0,0,0,0
2023-08-10 11:22:44.366, [INFO],outside
2023-08-10 11:22:44.422, [INFO],Outside,521,0,0,0,0,0
2023-08-10 11:22:44.898, [INFO],outside
2023-08-10 11:22:45.424, [INFO],Outside,922,0,0,0,0,0
2023-08-10 11:22:45.430, [INFO],outside
2023-08-10 11:22:45.962, [INFO],outside
2023-08-10 11:22:46.427, [INFO],Outside,927,0,0,0,0,0
2023-08-10 11:22:46.495, [INFO],outside
2023-08-10 11:22:47.27 , [INFO],outside
2023-08-10 11:22:47.433, [INFO],Outside,927,0,0,0,0,0
2023-08-10 11:22:47.559, [INFO],outside
2023-08-10 11:22:48.91 , [INFO],outside
2023-08-10 11:22:48.435, [INFO],Outside,926,0,0,0,0,0
2023-08-10 11:22:48.623, [INFO],outside
2023-08-10 11:22:49.155, [INFO],outside
2023-08-10 11:22:49.438, [INFO],Outside,911,0,0,0,0,0
2023-08-10 11:22:49.687, [INFO],outside
2023-08-10 11:22:50.220, [INFO],outside
2023-08-10 11:22:50.440, [INFO],Outside,523,0,0,0,0,0
2023-08-10 11:22:50.752, [INFO],outside
2023-08-10 11:22:51.284, [INFO],outside
2023-08-10 11:22:51.442, [INFO],Outside,508,0,0,0,0,0
2023-08-10 11:22:51.817, [INFO],outside
2023-08-10 11:22:52.349, [INFO],outside
2023-08-10 11:22:52.447, [INFO],Outside,521,0,0,0,0,0
2023-08-10 11:22:52.881, [INFO],outside
2023-08-10 11:22:53.413, [INFO],outside
2023-08-10 11:22:53.449, [INFO],Outside,521,0,0,0,0,0
2023-08-10 11:22:53.945, [INFO],outside
2023-08-10 11:22:54.451, [INFO],Outside,511,0,0,0,0,0
2023-08-10 11:22:54.477, [INFO],outside
2023-08-10 11:22:55.10 , [INFO],outside
2023-08-10 11:22:55.454, [INFO],Outside,510,0,0,0,0,0
2023-08-10 11:22:55.542, [INFO],outside
2023-08-10 11:22:56.74 , [INFO],outside
2023-08-10 11:22:56.456, [INFO],Outside,710,0,0,0,0,0
2023-08-10 11:22:56.606, [INFO],outside
2023-08-10 11:22:57.138, [INFO],outside
2023-08-10 11:22:57.462, [INFO],Outside,719,0,0,0,0,0
2023-08-10 11:22:57.671, [INFO],outside
2023-08-10 11:22:58.203, [INFO],outside
2023-08-10 11:22:58.465, [INFO],Outside,700,0,0,0,0,0
2023-08-10 11:22:58.735, [INFO],outside
2023-08-10 11:22:59.267, [INFO],outside
2023-08-10 11:22:59.467, [INFO],Outside,742,0,0,0,0,0
2023-08-10 11:22:59.799, [INFO],outside
2023-08-10 11:23:00.332, [INFO],outside
2023-08-10 11:23:00.469, [INFO],Outside,732,0,0,0,0,0
2023-08-10 11:23:00.864, [INFO],outside
2023-08-10 11:23:01.396, [INFO],outside
2023-08-10 11:23:01.472, [INFO],Outside,722,0,0,0,0,0
2023-08-10 11:23:01.928, [INFO],outside
2023-08-10 11:23:02.460, [INFO],outside
2023-08-10 11:23:02.475, [INFO],Outside,737,0,0,0,0,0
2023-08-10 11:23:02.993, [INFO],outside
2023-08-10 11:23:03.477, [INFO],Outside,733,0,0,0,0,0
2023-08-10 11:23:03.525, [INFO],outside
2023-08-10 11:23:04.57 , [INFO],outside
2023-08-10 11:23:04.480, [INFO],Outside,731,0,0,0,0,0
2023-08-10 11:23:04.589, [INFO],outside
2023-08-10 11:23:05.122, [INFO],outside
2023-08-10 11:23:05.482, [INFO],Outside,734,0,0,0,0,0
2023-08-10 11:23:05.654, [INFO],outside
2023-08-10 11:23:06.186, [INFO],outside
2023-08-10 11:23:06.485, [INFO],Outside,742,0,0,0,0,0
2023-08-10 11:23:06.718, [INFO],outside
2023-08-10 11:23:07.250, [INFO],outside
2023-08-10 11:23:07.488, [INFO],Outside,748,0,0,0,0,0
2023-08-10 11:23:07.783, [INFO],outside
2023-08-10 11:23:08.315, [INFO],outside
2023-08-10 11:23:08.490, [INFO],Outside,743,0,0,0,0,0
2023-08-10 11:23:08.847, [INFO],outside
2023-08-10 11:23:09.379, [INFO],outside
2023-08-10 11:23:09.493, [INFO],Outside,761,0,0,0,0,0
2023-08-10 11:23:09.911, [INFO],outside
2023-08-10 11:23:10.444, [INFO],outside
2023-08-10 11:23:10.495, [INFO],Outside,769,0,0,0,0,0
2023-08-10 11:23:10.976, [INFO],outside
2023-08-10 11:23:11.497, [INFO],Outside,765,0,0,0,0,0
2023-08-10 11:23:11.508, [INFO],outside
2023-08-10 11:23:12.40 , [INFO],outside
2023-08-10 11:23:12.501, [INFO],Outside,735,0,0,0,0,0
2023-08-10 11:23:12.572, [INFO],outside
2023-08-10 11:23:13.105, [INFO],outside
2023-08-10 11:23:13.503, [INFO],Outside,649,0,0,0,0,0
2023-08-10 11:23:13.637, [INFO],outside
2023-08-10 11:23:14.169, [INFO],outside
2023-08-10 11:23:14.506, [INFO],Outside,933,0,0,0,0,0
2023-08-10 11:23:14.702, [INFO],outside
2023-08-10 11:23:15.234, [INFO],outside
2023-08-10 11:23:15.508, [INFO],Outside,910,0,0,0,0,0
2023-08-10 11:23:15.767, [INFO],outside
2023-08-10 11:23:16.299, [INFO],outside
2023-08-10 11:23:16.510, [INFO],Outside,866,0,0,0,0,0
2023-08-10 11:23:16.832, [INFO],outside
2023-08-10 11:23:17.365, [INFO],outside
2023-08-10 11:23:17.514, [INFO],Outside,859,0,0,0,0,0
2023-08-10 11:23:17.897, [INFO],outside
2023-08-10 11:23:18.430, [INFO],outside
2023-08-10 11:23:18.517, [INFO],Outside,829,0,0,0,0,0
2023-08-10 11:23:18.962, [INFO],outside
2023-08-10 11:23:19.495, [INFO],outside
2023-08-10 11:23:19.519, [INFO],Outside,825,0,0,0,0,0
2023-08-10 11:23:20.27 , [INFO],outside
2023-08-10 11:23:20.521, [INFO],Outside,826,0,0,0,0,0
2023-08-10 11:23:20.559, [INFO],outside
2023-08-10 11:23:21.524, [INFO],Outside,332,1,0,0,0,0
2023-08-10 11:23:22.528, [INFO],Outside,164,3,0,0,0,0
2023-08-10 11:23:23.531, [INFO],Outside,174,5,0,0,0,0
2023-08-10 11:23:24.534, [INFO],Outside,195,7,0,0,0,0
2023-08-10 11:23:25.536, [INFO],Outside,262,9,0,0,0,0
2023-08-10 11:23:25.869, [INFO],Storage Succeeded
2023-08-10 11:23:26.539, [INFO],Storage,270,0,1015.9677734375,-0.075439453125,0,37.75833333333333
2023-08-10 11:23:27.542, [INFO],Storage,343,0,1015.9345703125,0.043701171875,1,37.795833333333334
2023-08-10 11:23:28.545, [INFO],Storage,354,0,1015.957275390625,-0.067626953125,0,37.822916666666664
2023-08-10 11:23:29.547, [INFO],Storage,346,0,1015.954833984375,-0.03955078125,1,37.84166666666667
2023-08-10 11:23:30.550, [INFO],Storage,386,0,1015.96728515625,0.04833984375,1,37.860416666666666
2023-08-10 11:23:31.553, [INFO],Storage,469,0,1015.935791015625,0.0263671875,2,37.88125
2023-08-10 11:23:32.556, [INFO],Storage,464,0,1016.004638671875,-0.024658203125,0,37.9
2023-08-10 11:23:33.559, [INFO],Storage,469,0,1015.9697265625,-0.016357421875,0,37.91458333333333
2023-08-10 11:23:34.561, [INFO],Storage,447,0,1015.9296875,-0.012451171875,0,37.93333333333334
2023-08-10 11:23:35.565, [INFO],Storage,447,0,1015.947265625,0.033935546875,0,37.952083333333334
2023-08-10 11:23:36.568, [INFO],Storage,446,0,1015.946533203125,-0.0107421875,0,37.97083333333333
