"Timeinfo","Level","Message","Light","Light Counter","Pressure","Disp Pressure","Pressure Counter","Temperature"
2023-08-10 14:42:13.480, [INFO],Case program initialized
2023-08-10 14:42:13.487, [INFO],Outside,0,0,0,0,0,0
2023-08-10 14:42:14.490, [INFO],Outside,31,1,0,0,0,0
2023-08-10 14:42:15.493, [INFO],Outside,26,3,0,0,0,0
2023-08-10 14:42:16.495, [INFO],Outside,24,5,0,0,0,0
2023-08-10 14:42:17.498, [INFO],Outside,25,7,0,0,0,0
2023-08-10 14:42:18.506, [INFO],Outside,25,9,0,0,0,0
2023-08-10 14:42:18.795, [INFO],Storage Succeeded
2023-08-10 14:42:19.509, [INFO],Storage,25,0,1013.643310546875,0.068115234375,2,32.983333333333334
2023-08-10 14:42:20.511, [INFO],Storage,516,1,1013.667236328125,0.056396484375,3,33.025
2023-08-10 14:42:21.514, [INFO],Storage,811,5,1013.631591796875,0.06103515625,1,33.05
2023-08-10 14:42:22.517, [INFO],Storage,811,8,1013.646484375,-0.0146484375,0,33.06666666666666
2023-08-10 14:42:23.67 , [INFO],Release Succeeded
2023-08-10 14:42:23.523, [INFO],Released,811,10,1013.647705078125,0.00244140625,1,33.0875
2023-08-10 14:42:24.526, [INFO],Released,811,10,1013.723388671875,0.00244140625,1,33.077083333333334
2023-08-10 14:42:25.529, [INFO],Released,811,10,1013.723388671875,-0.091796875,2,33.077083333333334
2023-08-10 14:42:26.532, [INFO],Released,811,10,1013.7509765625,-0.022216796875,3,33.0875
2023-08-10 14:42:27.534, [INFO],Released,811,10,1013.715576171875,-0.0009765625,4,33.10208333333333
2023-08-10 14:42:28.541, [INFO],Released,811,10,1013.7021484375,-0.008056640625,5,33.09583333333333
2023-08-10 14:42:29.543, [INFO],Released,811,10,1013.683349609375,0.025390625,6,33.10208333333333
2023-08-10 14:42:30.546, [INFO],Released,811,10,1013.683349609375,0.025390625,6,33.10208333333333
2023-08-10 14:42:31.549, [INFO],Released,811,10,1013.736083984375,-0.012451171875,7,33.077083333333334
2023-08-10 14:42:32.552, [INFO],Released,811,10,1013.719970703125,0.000244140625,8,33.06458333333333
2023-08-10 14:42:33.560, [INFO],Released,811,10,1013.694091796875,-0.005615234375,9,33.047916666666666
2023-08-10 14:42:34.446, [INFO],Landing Succeeded
2023-08-10 14:42:34.448, [INFO],Cut case
2023-08-10 14:42:34.562, [INFO],Land,811,10,1013.71484375,-0.0302734375,10,33.02916666666667
2023-08-10 14:42:35.565, [INFO],Land,811,10,1013.71484375,-0.0302734375,10,33.02916666666667
2023-08-10 14:42:36.568, [INFO],Land,811,10,1013.71484375,-0.0302734375,10,33.02916666666667
2023-08-10 14:42:37.571, [INFO],Land,811,10,1013.71484375,-0.0302734375,10,33.02916666666667
2023-08-10 14:42:38.577, [INFO],Land,811,10,1013.71484375,-0.0302734375,10,33.02916666666667
2023-08-10 14:42:39.450, [INFO],Begin expantion
2023-08-10 14:42:39.580, [INFO],Land,811,10,1013.71484375,-0.0302734375,10,33.02916666666667
2023-08-10 14:42:39.952, [INFO],Expanded
2023-08-10 14:42:40.583, [INFO],Land,811,10,1013.71484375,-0.0302734375,10,33.02916666666667
2023-08-10 14:42:41.586, [INFO],Land,811,10,1013.71484375,-0.0302734375,10,33.02916666666667
