"Timeinfo","Level","Message","Light","Light Counter","Pressure","Disp Pressure","Pressure Counter","Temperature","Disp Pressure 5sec"
2023-08-19 04:52:41.299, [INFO],Case program initialized
2023-08-19 04:52:41.304, [INFO],Pixhawk initialized
2023-08-19 04:52:45.523, [INFO],Outside,0,0,0,0,0,0,nan
2023-08-19 04:52:46.52 , [INFO],Now Outside
2023-08-19 04:52:46.531, [INFO],Outside,976,0,0,0,0,0,nan
2023-08-19 04:52:46.586, [INFO],Now Outside
2023-08-19 04:52:47.120, [INFO],Now Outside
2023-08-19 04:52:47.534, [INFO],Outside,975,0,0,0,0,0,nan
2023-08-19 04:52:47.652, [INFO],Now Outside
2023-08-19 04:52:48.185, [INFO],Now Outside
2023-08-19 04:52:48.536, [INFO],Outside,975,0,0,0,0,0,nan
2023-08-19 04:52:48.718, [INFO],Now Outside
2023-08-19 04:52:49.250, [INFO],Now Outside
2023-08-19 04:52:49.539, [INFO],Outside,976,0,0,0,0,0,nan
2023-08-19 04:52:49.783, [INFO],Now Outside
2023-08-19 04:52:50.316, [INFO],Now Outside
2023-08-19 04:52:50.544, [INFO],Outside,976,0,0,0,0,0,nan
2023-08-19 04:52:50.849, [INFO],Now Outside
2023-08-19 04:52:51.382, [INFO],Now Outside
2023-08-19 04:52:51.547, [INFO],Outside,977,0,0,0,0,0,nan
2023-08-19 04:52:51.915, [INFO],Now Outside
2023-08-19 04:52:52.447, [INFO],Now Outside
2023-08-19 04:52:52.550, [INFO],Outside,977,0,0,0,0,0,nan
2023-08-19 04:52:52.980, [INFO],Now Outside
2023-08-19 04:52:53.513, [INFO],Now Outside
2023-08-19 04:52:53.553, [INFO],Outside,977,0,0,0,0,0,nan
2023-08-19 04:52:54.46 , [INFO],Now Outside
2023-08-19 04:52:54.555, [INFO],Outside,977,0,0,0,0,0,nan
2023-08-19 04:52:54.578, [INFO],Now Outside
2023-08-19 04:52:55.111, [INFO],Now Outside
2023-08-19 04:52:55.560, [INFO],Outside,975,0,0,0,0,0,nan
2023-08-19 04:52:55.644, [INFO],Now Outside
2023-08-19 04:52:56.177, [INFO],Now Outside
2023-08-19 04:52:56.563, [INFO],Outside,975,0,0,0,0,0,nan
2023-08-19 04:52:56.710, [INFO],Now Outside
2023-08-19 04:52:57.243, [INFO],Now Outside
2023-08-19 04:52:57.566, [INFO],Outside,973,0,0,0,0,0,nan
2023-08-19 04:52:57.776, [INFO],Now Outside
2023-08-19 04:52:58.308, [INFO],Now Outside
2023-08-19 04:52:58.569, [INFO],Outside,614,0,0,0,0,0,nan
2023-08-19 04:52:58.841, [INFO],Now Outside
2023-08-19 04:52:59.572, [INFO],Outside,471,1,0,0,0,0,nan
2023-08-19 04:53:00.576, [INFO],Outside,115,3,0,0,0,0,nan
2023-08-19 04:53:01.579, [INFO],Outside,156,5,0,0,0,0,nan
2023-08-19 04:53:02.582, [INFO],Outside,155,7,0,0,0,0,nan
2023-08-19 04:53:03.584, [INFO],Outside,156,8,0,0,0,0,nan
2023-08-19 04:53:04.587, [INFO],Outside,158,10,0,0,0,0,nan
2023-08-19 04:53:05.591, [INFO],Outside,156,12,0,0,0,0,nan
2023-08-19 04:53:06.594, [INFO],Outside,154,14,0,0,0,0,nan
2023-08-19 04:53:07.597, [INFO],Outside,151,16,0,0,0,0,nan
2023-08-19 04:53:08.600, [INFO],Outside,138,18,0,0,0,0,nan
2023-08-19 04:53:09.602, [INFO],Outside,136,20,0,0,0,0,nan
2023-08-19 04:53:10.607, [INFO],Outside,137,22,0,0,0,0,nan
2023-08-19 04:53:11.610, [INFO],Outside,121,24,0,0,0,0,nan
