"Timeinfo","Level","Message","Distance","Relative Altitude","Absolute Altitude","Latitude","Longitude"
2023-08-29 16:54:43.170, [INFO],Pixhawk initialized
2023-08-29 16:54:43.172, [INFO],Case program initialized
2023-08-29 16:54:47.325, [INFO],['/dev/ttyACM0', '/dev/ttyAMA0']
2023-08-29 16:54:47.331, [INFO],system_address: /dev/ttyACMO
2023-08-29 16:54:47.332, [INFO],Waiting for drone to connect...
2023-08-29 16:54:47.466, [INFO],Connected Drone!
2023-08-29 16:54:47.471, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:54:48.473, [INFO],,0,0,-7.315710544586182,0,0,0,0
2023-08-29 16:54:49.475, [INFO],,0,0,-7.3232645988464355,0,0,0,0
2023-08-29 16:54:50.477, [INFO],,0,0,-7.311686992645264,0,0,0,0
2023-08-29 16:54:51.479, [INFO],,0,0,-7.426781177520752,0,0,0,0
2023-08-29 16:54:52.483, [INFO],,0,0,-7.294402122497559,0,0,0,0
2023-08-29 16:54:53.486, [INFO],,0,0,-7.305735111236572,0,0,0,0
2023-08-29 16:54:54.489, [INFO],,0,0,-7.272164344787598,0,0,0,0
2023-08-29 16:54:55.491, [INFO],,0,0,-7.254349708557129,0,0,0,0
2023-08-29 16:54:56.493, [INFO],,0,0,-7.249277591705322,0,0,0,0
2023-08-29 16:54:57.494, [INFO],,0,0,-7.246401786804199,0,0,0,0
2023-08-29 16:54:58.498, [INFO],,0,0,-7.252524375915527,0,0,0,0
2023-08-29 16:54:59.501, [INFO],,0,0,-7.26511287689209,0,0,0,0
2023-08-29 16:55:00.503, [INFO],,0,0,-7.264046669006348,0,0,0,0
2023-08-29 16:55:01.505, [INFO],,0,0,-7.266683101654053,0,0,0,0
2023-08-29 16:55:02.506, [INFO],,0,0,-7.241807460784912,0,0,0,0
2023-08-29 16:55:03.510, [INFO],,0,0,-7.219668388366699,0,0,0,0
2023-08-29 16:55:04.513, [INFO],,0,0,-7.179217338562012,0,0,0,0
2023-08-29 16:55:05.516, [INFO],,0,0,-7.143368244171143,0,0,0,0
2023-08-29 16:55:06.518, [INFO],,0,0,-7.121222496032715,0,0,0,0
2023-08-29 16:55:07.522, [INFO],,0,0,-7.126682281494141,0,0,0,0
2023-08-29 16:55:08.526, [INFO],,0,0,-7.129415988922119,0,0,0,0
2023-08-29 16:55:09.533, [INFO],,0,0,-7.1004638671875,0,0,0,0
2023-08-29 16:55:10.535, [INFO],,0,0,-7.087612152099609,0,0,0,0
2023-08-29 16:55:11.537, [INFO],,0,0,-7.083109378814697,0,0,0,0
2023-08-29 16:55:12.539, [INFO],,0,0,-7.089841365814209,0,0,0,0
2023-08-29 16:55:13.544, [INFO],,0,0,-7.0733160972595215,0,0,0,0
2023-08-29 16:55:14.547, [INFO],,0,0,-7.06104040145874,0,0,0,0
2023-08-29 16:55:15.549, [INFO],,0,0,-7.078702926635742,0,0,0,0
2023-08-29 16:55:16.551, [INFO],,0,0,-7.074864864349365,0,0,0,0
2023-08-29 16:55:17.554, [INFO],,0,0,-7.080124378204346,0,0,0,0
2023-08-29 16:55:18.559, [INFO],,0,0,-7.091278076171875,0,0,0,0
