"Timeinfo","Level","Message","Distance","Relative Altitude","Absolute Altitude","Latitude","Longitude"
2023-08-29 16:52:36.36 , [INFO],Pixhawk initialized
2023-08-29 16:52:36.37 , [INFO],Case program initialized
2023-08-29 16:52:40.195, [INFO],['/dev/ttyACM0', '/dev/ttyAMA0']
2023-08-29 16:52:40.197, [INFO],system_address: /dev/ttyACMO
2023-08-29 16:52:40.198, [INFO],Waiting for drone to connect...
2023-08-29 16:52:41.321, [INFO],Connected Drone!
2023-08-29 16:52:41.338, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:52:42.339, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:52:43.343, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:52:44.344, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:52:45.346, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:52:46.353, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:52:47.355, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:52:48.357, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:52:49.359, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:52:50.362, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:52:51.364, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:52:52.367, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:52:53.370, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:52:54.371, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:52:55.374, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:52:56.376, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:52:57.383, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:52:58.385, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:52:59.387, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:53:00.389, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:53:01.390, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:53:02.395, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:53:03.397, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:53:04.398, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:53:05.400, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:53:06.402, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:53:07.405, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:53:08.407, [INFO],,0,0,0,0,0,0,0
2023-08-29 16:53:09.409, [INFO],,0,0,0,0,0,0,0
