"Timeinfo","Level","Message","Light","Pressure","Disp Pressure","Light Counter","Pressure Counter"
2023-09-14 01:17:02.885, [INFO],Camera initialized
2023-09-14 01:17:02.891, [INFO],Pixhawk initialized
2023-09-14 01:17:02.919, [INFO],['/dev/ttyACM0', '/dev/ttyAMA0']
2023-09-14 01:17:02.920, [INFO],system_address: /dev/ttyACMO
2023-09-14 01:17:02.920, [INFO],Waiting for drone to connect...
2023-09-14 01:17:03.82 , [INFO],Connected Drone!
2023-09-14 01:17:03.83 , [INFO],Waiting for drone to have a global position estimate...
2023-09-14 01:17:03.997, [INFO],-- Global position estimate OK
2023-09-14 01:17:03.998, [INFO],waiting for pixhawk to hold
2023-09-14 01:17:04.0  , [INFO],--Holding
2023-09-14 01:17:12.39 , [INFO],--set speed 8m/s
2023-09-14 01:17:12.88 , [INFO],0.0,-1.0,0.0,0.0,0.0,0.0
2023-09-14 01:17:12.598, [INFO],0.0,0.0199925,-0.142,1187.978,40.869032,-119.105
2023-09-14 01:17:13.101, [INFO],HOLD,0.0199925,-0.14,1187.9801,40.869032,-119.105
2023-09-14 01:17:13.604, [INFO],HOLD,0.0199925,-0.135,1187.9851,40.869032,-119.105
2023-09-14 01:17:14.107, [INFO],HOLD,0.0199926,-0.129,1187.991,40.869032,-119.105
2023-09-14 01:17:14.611, [INFO],HOLD,0.0199925,-0.002,1187.988,40.869032,-119.105
2023-09-14 01:17:15.67 , [INFO],--locate positon
2023-09-14 01:17:15.114, [INFO],HOLD,0.0199925,-0.001,1187.989,40.869032,-119.105
2023-09-14 01:17:15.618, [INFO],HOLD,0.0199925,-0.002,1187.988,40.869032,-119.105
2023-09-14 01:17:16.120, [INFO],HOLD,0.0199925,-0.016,1187.9739,40.869032,-119.105
2023-09-14 01:17:16.622, [INFO],HOLD,0.0199925,-0.032,1187.958,40.869032,-119.105
2023-09-14 01:17:17.124, [INFO],HOLD,0.0199926,-0.048,1187.942,40.869032,-119.105
2023-09-14 01:17:17.633, [INFO],HOLD,0.029989,-0.057,1187.9331,40.869032,-119.105
2023-09-14 01:17:18.142, [INFO],HOLD,0.0199926,-0.068,1187.9219,40.869032,-119.105
2023-09-14 01:17:18.648, [INFO],HOLD,0.0299889,-0.07,1187.92,40.869032,-119.105
2023-09-14 01:17:19.150, [INFO],HOLD,0.0299889,-0.075,1187.915,40.869032,-119.105
2023-09-14 01:17:19.164, [INFO],locate [  40.86903295 -119.10502576 1187.91943359]
2023-09-14 01:17:19.166, [INFO],waiting for pixhawk to arm
2023-09-14 01:17:19.653, [INFO],HOLD,0.0299889,-0.085,1187.905,40.869033,-119.105
2023-09-14 01:17:19.996, [INFO],--Arming
2023-09-14 01:17:20.158, [INFO],HOLD,0.0199925,0.0,1187.903,40.869033,-119.105
2023-09-14 01:17:20.660, [INFO],HOLD,0.0299885,0.005,1187.91,40.869033,-119.105
2023-09-14 01:17:20.995, [INFO],-- Arm
2023-09-14 01:17:21.163, [INFO],HOLD,0.0299887,0.028,1187.9331,40.869033,-119.105
2023-09-14 01:17:21.667, [INFO],HOLD,0.0299886,0.046,1187.951,40.869033,-119.105
2023-09-14 01:17:22.12 , [INFO],--Taking off
2023-09-14 01:17:22.171, [INFO],HOLD,0.0299884,0.06,1187.965,40.869033,-119.105
2023-09-14 01:17:22.678, [INFO],HOLD,0.0299889,0.068,1187.972,40.869033,-119.105
2023-09-14 01:17:23.181, [INFO],TAKEOFF,0.0299883,0.002,1187.975,40.869033,-119.105
2023-09-14 01:17:23.686, [INFO],TAKEOFF,0.0299611,0.014,1187.987,40.869033,-119.105
2023-09-14 01:17:24.190, [INFO],TAKEOFF,0.019804,0.023,1187.997,40.869034,-119.105
2023-09-14 01:17:24.695, [INFO],TAKEOFF,0.0299603,0.037,1188.0111,40.869033,-119.105
2023-09-14 01:17:25.198, [INFO],TAKEOFF,0.0399877,0.065,1188.039,40.869033,-119.105
2023-09-14 01:17:25.701, [INFO],TAKEOFF,0.2895803,0.238,1188.211,40.869032,-119.105
2023-09-14 01:17:26.205, [INFO],TAKEOFF,0.6993443,0.613,1188.587,40.869032,-119.105
2023-09-14 01:17:26.709, [INFO],TAKEOFF,1.2671839,1.134,1189.108,40.869032,-119.105
2023-09-14 01:17:27.212, [INFO],TAKEOFF,1.9369042,1.792,1189.7661,40.869032,-119.105
2023-09-14 01:17:27.718, [INFO],TAKEOFF,2.6067241,2.476,1190.449,40.869032,-119.105
2023-09-14 01:17:28.220, [INFO],TAKEOFF,3.2577003,3.1520001,1191.125,40.869033,-119.105
2023-09-14 01:17:28.725, [INFO],TAKEOFF,3.929271,3.8290002,1191.8031,40.869034,-119.105
2023-09-14 01:17:29.229, [INFO],TAKEOFF,4.6588446,4.5440001,1192.518,40.869034,-119.105
2023-09-14 01:17:29.732, [INFO],TAKEOFF,5.3479895,5.2580003,1193.232,40.869034,-119.105
2023-09-14 01:17:30.234, [INFO],TAKEOFF,6.035322,5.973,1193.947,40.869033,-119.105
2023-09-14 01:17:30.737, [INFO],TAKEOFF,6.7616713,6.6680002,1194.642,40.869033,-119.105
2023-09-14 01:17:31.239, [INFO],TAKEOFF,7.5018709,7.3820004,1195.3551,40.869032,-119.105
2023-09-14 01:17:31.588, [INFO],--Holding
2023-09-14 01:17:31.611, [INFO],--Go to lat: 40.869175369999994 lng:-119.10525037 alt:1195.91943359375 yaw:0
2023-09-14 01:17:31.744, [INFO],TAKEOFF,8.17388,8.0880002,1196.062,40.869033,-119.105
2023-09-14 01:17:32.248, [INFO],HOLD,8.7662996,8.7450008,1196.718,40.869034,-119.105
2023-09-14 01:17:32.760, [INFO],HOLD,9.0183495,9.2150001,1197.1881,40.869037,-119.105
2023-09-14 01:17:33.263, [INFO],HOLD,9.3571138,9.4350004,1197.408,40.869043,-119.105
2023-09-14 01:17:33.767, [INFO],HOLD,9.6049593,9.4390001,1197.4121,40.869055,-119.105
2023-09-14 01:17:34.270, [INFO],HOLD,9.2045405,9.3489999,1197.322,40.86907,-119.105
2023-09-14 01:17:34.773, [INFO],HOLD,8.9744748,9.2460002,1197.2191,40.869084,-119.105
2023-09-14 01:17:35.277, [INFO],HOLD,8.6620906,9.045,1197.018,40.869096,-119.1051
2023-09-14 01:17:35.779, [INFO],HOLD,8.4167421,8.8260002,1196.8,40.869109,-119.1051
2023-09-14 01:17:36.284, [INFO],HOLD,8.0835164,8.637,1196.6101,40.86912,-119.1051
2023-09-14 01:17:36.791, [INFO],HOLD,7.8180309,8.4570007,1196.43,40.86913,-119.1051
2023-09-14 01:17:37.293, [INFO],HOLD,7.5293709,8.2280006,1196.201,40.869139,-119.1052
2023-09-14 01:17:37.799, [INFO],HOLD,7.3344112,8.0630006,1196.036,40.869146,-119.1052
2023-09-14 01:17:38.301, [INFO],HOLD,7.2651047,7.9440002,1195.9171,40.869152,-119.1052
2023-09-14 01:17:38.805, [INFO],HOLD,7.2198164,7.8850002,1195.858,40.869158,-119.1052
2023-09-14 01:17:39.308, [INFO],HOLD,7.2536984,7.8660001,1195.8391,40.869163,-119.1052
2023-09-14 01:17:39.811, [INFO],HOLD,7.2551267,7.8400001,1195.814,40.869167,-119.1052
2023-09-14 01:17:40.296, [INFO],waiting for pixhawk to hold
2023-09-14 01:17:40.299, [INFO],-- Hold
