"Timeinfo","Level","Message","Light","Light Counter","Pressure","Disp Pressure","Pressure Counter","Temperature"
2023-08-14 07:40:40.701, [INFO],Case program initialized
2023-08-14 07:40:52.729, [INFO],Outside,0,0,0,0,0,0
2023-08-14 07:40:53.258, [INFO],outside
2023-08-14 07:40:53.736, [INFO],Outside,901,0,0,0,0,0
2023-08-14 07:40:53.792, [INFO],outside
2023-08-14 07:40:54.325, [INFO],outside
2023-08-14 07:40:54.739, [INFO],Outside,900,0,0,0,0,0
2023-08-14 07:40:54.857, [INFO],outside
2023-08-14 07:40:55.390, [INFO],outside
2023-08-14 07:40:55.742, [INFO],Outside,900,0,0,0,0,0
2023-08-14 07:40:55.922, [INFO],outside
2023-08-14 07:40:56.455, [INFO],outside
2023-08-14 07:40:56.744, [INFO],Outside,900,0,0,0,0,0
2023-08-14 07:40:56.987, [INFO],outside
2023-08-14 07:40:57.520, [INFO],outside
2023-08-14 07:40:57.747, [INFO],Outside,900,0,0,0,0,0
2023-08-14 07:40:58.52 , [INFO],outside
2023-08-14 07:40:58.585, [INFO],outside
2023-08-14 07:40:58.751, [INFO],Outside,900,0,0,0,0,0
2023-08-14 07:40:59.117, [INFO],outside
2023-08-14 07:40:59.650, [INFO],outside
2023-08-14 07:40:59.754, [INFO],Outside,901,0,0,0,0,0
2023-08-14 07:41:00.182, [INFO],outside
2023-08-14 07:41:00.715, [INFO],outside
2023-08-14 07:41:00.757, [INFO],Outside,900,0,0,0,0,0
2023-08-14 07:41:01.247, [INFO],outside
2023-08-14 07:41:01.760, [INFO],Outside,900,0,0,0,0,0
2023-08-14 07:41:01.780, [INFO],outside
2023-08-14 07:41:02.312, [INFO],outside
2023-08-14 07:41:02.763, [INFO],Outside,900,0,0,0,0,0
2023-08-14 07:41:02.845, [INFO],outside
2023-08-14 07:41:03.378, [INFO],outside
2023-08-14 07:41:03.767, [INFO],Outside,900,0,0,0,0,0
2023-08-14 07:41:03.910, [INFO],outside
2023-08-14 07:41:04.443, [INFO],outside
2023-08-14 07:41:04.770, [INFO],Outside,896,0,0,0,0,0
2023-08-14 07:41:04.976, [INFO],outside
2023-08-14 07:41:05.509, [INFO],outside
2023-08-14 07:41:05.772, [INFO],Outside,882,0,0,0,0,0
2023-08-14 07:41:06.41 , [INFO],outside
2023-08-14 07:41:06.775, [INFO],Outside,304,1,0,0,0,0
2023-08-14 07:41:07.777, [INFO],Outside,319,3,0,0,0,0
2023-08-14 07:41:08.782, [INFO],Outside,320,5,0,0,0,0
2023-08-14 07:41:09.785, [INFO],Outside,316,7,0,0,0,0
2023-08-14 07:41:10.788, [INFO],Outside,317,8,0,0,0,0
2023-08-14 07:41:11.353, [INFO],Storage Succeeded
2023-08-14 07:41:11.791, [INFO],Storage,329,0,1007.159423828125,247.275634765625,1,35.71666666666667
2023-08-14 07:41:12.794, [INFO],Storage,335,0,1007.180908203125,0.0244140625,5,35.74583333333334
2023-08-14 07:41:13.799, [INFO],Storage,880,2,1007.17578125,-0.03076171875,0,35.75416666666666
2023-08-14 07:41:14.803, [INFO],Storage,892,5,1007.164306640625,0.01171875,2,35.766666666666666
2023-08-14 07:41:15.807, [INFO],Storage,898,9,1007.185546875,-0.03125,0,35.76875
2023-08-14 07:41:16.160, [INFO],Release Succeeded
2023-08-14 07:41:16.811, [INFO],Released,899,10,1007.195068359375,-0.049560546875,1,35.77916666666667
2023-08-14 07:41:17.815, [INFO],Released,899,10,1007.195068359375,-0.049560546875,1,35.77916666666667
2023-08-14 07:41:18.821, [INFO],Released,899,10,1007.17822265625,-0.039306640625,2,35.75416666666666
2023-08-14 07:41:19.824, [INFO],Released,899,10,1007.17822265625,-0.039306640625,2,35.75416666666666
2023-08-14 07:41:20.828, [INFO],Released,899,10,1007.201904296875,-0.039306640625,2,35.75208333333333
2023-08-14 07:41:21.832, [INFO],Released,899,10,1007.201904296875,-0.02587890625,3,35.76875
2023-08-14 07:41:22.836, [INFO],Released,899,10,1007.201904296875,-0.02587890625,3,35.76875
