"Timeinfo","Level","Message","Distance","Relative Altitude","Absolute Altitude","Latitude","Longitude"
2023-08-12 05:10:38.222, [INFO],outside
2023-08-12 05:10:38.755, [INFO],outside
2023-08-12 05:10:39.212, [INFO],Outside,972,0,0,0,0,0
2023-08-12 05:10:39.288, [INFO],outside
2023-08-12 05:10:39.821, [INFO],outside
2023-08-12 05:10:40.215, [INFO],Outside,972,0,0,0,0,0
2023-08-12 05:10:40.354, [INFO],outside
2023-08-12 05:10:40.887, [INFO],outside
2023-08-12 05:10:41.221, [INFO],Outside,972,0,0,0,0,0
2023-08-12 05:10:41.420, [INFO],outside
2023-08-12 05:10:41.953, [INFO],outside
2023-08-12 05:10:42.224, [INFO],Outside,972,0,0,0,0,0
2023-08-12 05:10:42.486, [INFO],outside
2023-08-12 05:10:43.20 , [INFO],outside
2023-08-12 05:10:43.227, [INFO],Outside,972,0,0,0,0,0
2023-08-12 05:10:43.552, [INFO],outside
2023-08-12 05:10:44.85 , [INFO],outside
2023-08-12 05:10:44.230, [INFO],Outside,972,0,0,0,0,0
2023-08-12 05:10:44.618, [INFO],outside
2023-08-12 05:10:45.152, [INFO],outside
2023-08-12 05:10:45.233, [INFO],Outside,971,0,0,0,0,0
2023-08-12 05:10:45.684, [INFO],outside
2023-08-12 05:10:46.217, [INFO],outside
2023-08-12 05:10:46.237, [INFO],Outside,971,0,0,0,0,0
2023-08-12 05:10:46.750, [INFO],outside
2023-08-12 05:10:47.240, [INFO],Outside,972,0,0,0,0,0
2023-08-12 05:10:47.283, [INFO],outside
2023-08-12 05:10:47.816, [INFO],outside
2023-08-12 05:10:48.243, [INFO],Outside,972,0,0,0,0,0
2023-08-12 05:10:48.349, [INFO],outside
2023-08-12 05:10:48.882, [INFO],outside
2023-08-12 05:10:49.246, [INFO],Outside,972,0,0,0,0,0
2023-08-12 05:10:49.415, [INFO],outside
2023-08-12 05:10:49.948, [INFO],outside
2023-08-12 05:10:50.250, [INFO],Outside,971,0,0,0,0,0
2023-08-12 05:10:50.481, [INFO],outside
2023-08-12 05:10:51.15 , [INFO],outside
2023-08-12 05:10:51.255, [INFO],Outside,971,0,0,0,0,0
2023-08-12 05:10:51.549, [INFO],outside
2023-08-12 05:10:52.84 , [INFO],outside
2023-08-12 05:10:52.259, [INFO],Outside,971,0,0,0,0,0
