"Timeinfo","Level","Message","Distance","Relative Altitude","Absolute Altitude","Latitude","Longitude"
2023-08-15 12:59:53.525, [INFO],Case program initialized
2023-08-15 13:00:05.553, [INFO],Outside,0,0,0,0,0,0
2023-08-15 13:00:06.560, [INFO],Outside,742,1,0,0,0,0
2023-08-15 13:00:07.563, [INFO],Outside,740,3,0,0,0,0
2023-08-15 13:00:08.566, [INFO],Outside,739,5,0,0,0,0
2023-08-15 13:00:09.569, [INFO],Outside,739,7,0,0,0,0
2023-08-15 13:00:10.572, [INFO],Outside,738,9,0,0,0,0
2023-08-15 13:00:10.861, [INFO],Storage Succeeded
2023-08-15 13:00:11.576, [INFO],Storage,737,0,1007.9150390625,-0.087646484375,1,38.59791666666667
2023-08-15 13:00:11.871, [INFO],failed
2023-08-15 13:00:12.376, [INFO],failed
2023-08-15 13:00:12.580, [INFO],Storage,735,0,1007.923828125,0.0537109375,0,38.625
2023-08-15 13:00:12.883, [INFO],failed
2023-08-15 13:00:13.389, [INFO],failed
2023-08-15 13:00:13.585, [INFO],Storage,736,0,1007.949462890625,0.068115234375,0,38.6375
2023-08-15 13:00:14.589, [INFO],Storage,737,0,1007.9873046875,-0.012451171875,0,38.645833333333336
2023-08-15 13:00:14.902, [INFO],failed
2023-08-15 13:00:15.409, [INFO],failed
2023-08-15 13:00:15.592, [INFO],Storage,832,0,1007.94384765625,0.06494140625,0,38.65833333333333
2023-08-15 13:00:16.419, [INFO],failed
2023-08-15 13:00:16.597, [INFO],Storage,939,2,1008.045166015625,0.041748046875,0,38.666666666666664
2023-08-15 13:00:17.428, [INFO],failed
2023-08-15 13:00:17.600, [INFO],Storage,942,4,1008.01318359375,0.0498046875,0,38.67916666666667
2023-08-15 13:00:18.437, [INFO],failed
2023-08-15 13:00:18.603, [INFO],Storage,936,6,1007.969970703125,0.010498046875,0,38.68541666666667
2023-08-15 13:00:18.942, [INFO],failed
2023-08-15 13:00:19.606, [INFO],Storage,946,8,1008.0478515625,-0.037353515625,1,38.697916666666664
