"Timeinfo","Level","Message","Distance","Relative Altitude","Absolute Altitude","Latitude","Longitude"
2023-08-15 12:34:31.484, [INFO],Case program initialized
2023-08-15 12:34:43.512, [INFO],Outside,0,0,0,0,0,0
2023-08-15 12:34:44.518, [INFO],Outside,812,1,0,0,0,0
2023-08-15 12:34:45.520, [INFO],Outside,812,3,0,0,0,0
2023-08-15 12:34:46.523, [INFO],Outside,812,5,0,0,0,0
2023-08-15 12:34:47.526, [INFO],Outside,743,7,0,0,0,0
2023-08-15 12:34:48.529, [INFO],Outside,274,9,0,0,0,0
2023-08-15 12:34:48.819, [INFO],Storage Succeeded
2023-08-15 12:34:49.325, [INFO],failed
2023-08-15 12:34:49.534, [INFO],Storage,275,0,1007.90673828125,0.064208984375,0,30.489583333333336
2023-08-15 12:34:50.333, [INFO],failed
2023-08-15 12:34:50.537, [INFO],Storage,273,0,1007.9365234375,0.01171875,0,30.522916666666667
2023-08-15 12:34:51.539, [INFO],Storage,274,0,1008.05615234375,-0.05908203125,1,30.541666666666664
2023-08-15 12:34:52.349, [INFO],failed
2023-08-15 12:34:52.542, [INFO],Storage,277,0,1008.012939453125,0.0390625,0,30.547916666666666
2023-08-15 12:34:52.854, [INFO],failed
2023-08-15 12:34:53.545, [INFO],Storage,691,0,1007.929931640625,-0.027099609375,0,30.552083333333336
2023-08-15 12:34:53.863, [INFO],failed
2023-08-15 12:34:54.550, [INFO],Storage,814,0,1007.9951171875,-0.032470703125,0,30.56458333333333
2023-08-15 12:34:54.871, [INFO],failed
2023-08-15 12:34:55.553, [INFO],Storage,813,0,1007.9921875,0.0,0,30.566666666666666
2023-08-15 12:34:55.880, [INFO],failed
2023-08-15 12:34:56.385, [INFO],failed
2023-08-15 12:34:56.555, [INFO],Storage,815,0,1007.958740234375,0.0712890625,0,30.566666666666666
2023-08-15 12:34:57.558, [INFO],Storage,813,0,1008.027587890625,-0.0361328125,1,30.575
2023-08-15 12:34:57.897, [INFO],failed
2023-08-15 12:34:58.562, [INFO],Storage,813,0,1007.9853515625,-0.048583984375,0,30.579166666666666
2023-08-15 12:34:58.907, [INFO],failed
2023-08-15 12:34:59.567, [INFO],Storage,813,0,1007.9462890625,-0.064208984375,1,30.589583333333334
2023-08-15 12:34:59.917, [INFO],failed
2023-08-15 12:35:00.423, [INFO],failed
2023-08-15 12:35:00.571, [INFO],Storage,812,0,1007.967529296875,0.03662109375,0,30.5875
2023-08-15 12:35:00.930, [INFO],failed
2023-08-15 12:35:01.575, [INFO],Storage,813,0,1008.00048828125,-0.010986328125,0,30.597916666666666
2023-08-15 12:35:01.939, [INFO],failed
2023-08-15 12:35:02.446, [INFO],failed
2023-08-15 12:35:02.579, [INFO],Storage,812,0,1008.008544921875,0.01025390625,0,30.602083333333333
2023-08-15 12:35:02.952, [INFO],failed
2023-08-15 12:35:03.458, [INFO],failed
2023-08-15 12:35:03.583, [INFO],Storage,800,0,1008.010986328125,0.00634765625,0,30.614583333333336
2023-08-15 12:35:03.964, [INFO],failed
2023-08-15 12:35:04.588, [INFO],Storage,812,0,1008.008056640625,-0.080322265625,1,30.620833333333334
2023-08-15 12:35:04.974, [INFO],failed
2023-08-15 12:35:05.479, [INFO],failed
2023-08-15 12:35:05.592, [INFO],Storage,823,0,1007.947509765625,0.122314453125,0,30.629166666666666
2023-08-15 12:35:05.985, [INFO],failed
2023-08-15 12:35:06.596, [INFO],Storage,812,0,1008.031982421875,-0.04150390625,1,30.645833333333336
2023-08-15 12:35:07.599, [INFO],Storage,813,0,1008.02978515625,-0.052734375,3,30.65416666666667
2023-08-15 12:35:08.1  , [INFO],failed
2023-08-15 12:35:08.506, [INFO],failed
2023-08-15 12:35:08.602, [INFO],Storage,810,0,1007.979248046875,0.01904296875,0,30.664583333333333
2023-08-15 12:35:09.11 , [INFO],failed
2023-08-15 12:35:09.517, [INFO],failed
2023-08-15 12:35:09.607, [INFO],Storage,817,0,1008.02197265625,0.014892578125,0,30.677083333333336
2023-08-15 12:35:10.525, [INFO],failed
2023-08-15 12:35:10.610, [INFO],Storage,800,0,1007.998779296875,0.10009765625,0,30.695833333333333
2023-08-15 12:35:11.30 , [INFO],failed
2023-08-15 12:35:11.536, [INFO],failed
2023-08-15 12:35:11.613, [INFO],Storage,812,0,1007.98583984375,0.04296875,0,30.708333333333336
2023-08-15 12:35:12.41 , [INFO],failed
2023-08-15 12:35:12.616, [INFO],Storage,812,0,1008.0400390625,-0.0107421875,1,30.72083333333333
2023-08-15 12:35:13.553, [INFO],failed
2023-08-15 12:35:13.619, [INFO],Storage,813,0,1008.017333984375,0.00439453125,0,30.725
2023-08-15 12:35:14.624, [INFO],Storage,814,0,1008.0263671875,-0.0146484375,1,30.73125
2023-08-15 12:35:15.65 , [INFO],failed
2023-08-15 12:35:15.626, [INFO],Storage,812,0,1008.02099609375,-0.02490234375,1,30.735416666666666
2023-08-15 12:35:16.577, [INFO],failed
2023-08-15 12:35:16.629, [INFO],Storage,812,0,1007.973876953125,0.021728515625,0,30.735416666666666
2023-08-15 12:35:17.586, [INFO],failed
2023-08-15 12:35:17.632, [INFO],Storage,819,0,1008.021240234375,0.0595703125,0,30.739583333333336
2023-08-15 12:35:18.91 , [INFO],failed
2023-08-15 12:35:18.635, [INFO],Storage,813,0,1008.00439453125,-0.01123046875,0,30.741666666666667
2023-08-15 12:35:19.604, [INFO],failed
2023-08-15 12:35:19.639, [INFO],Storage,813,0,1008.013916015625,0.024658203125,0,30.74791666666667
2023-08-15 12:35:20.109, [INFO],failed
2023-08-15 12:35:20.614, [INFO],failed
2023-08-15 12:35:20.642, [INFO],Storage,814,0,1008.02001953125,0.029296875,0,30.754166666666666
2023-08-15 12:35:21.645, [INFO],Storage,813,0,1008.07177734375,-0.04736328125,1,30.7625
2023-08-15 12:35:22.126, [INFO],failed
2023-08-15 12:35:22.631, [INFO],failed
2023-08-15 12:35:22.648, [INFO],Storage,813,0,1007.970703125,0.087646484375,0,30.760416666666664
2023-08-15 12:35:23.640, [INFO],failed
2023-08-15 12:35:23.651, [INFO],Storage,812,0,1008.029052734375,0.058349609375,0,30.766666666666666
2023-08-15 12:35:24.147, [INFO],failed
2023-08-15 12:35:24.653, [INFO],Storage,813,0,1008.01904296875,0.064208984375,1,30.764583333333334
2023-08-15 12:35:24.653, [INFO],failed
2023-08-15 12:35:25.658, [INFO],Storage,814,0,1007.950439453125,0.04248046875,2,30.76875
2023-08-15 12:35:25.665, [INFO],failed
2023-08-15 12:35:26.170, [INFO],failed
2023-08-15 12:35:26.662, [INFO],Storage,800,0,1008.008544921875,-0.079833984375,0,30.775
2023-08-15 12:35:26.675, [INFO],failed
2023-08-15 12:35:27.181, [INFO],failed
2023-08-15 12:35:27.665, [INFO],Storage,800,0,1008.023193359375,-0.0263671875,0,30.77916666666667
2023-08-15 12:35:27.686, [INFO],failed
2023-08-15 12:35:28.191, [INFO],failed
2023-08-15 12:35:28.668, [INFO],Storage,823,0,1008.032470703125,0.018310546875,1,30.785416666666666
2023-08-15 12:35:28.697, [INFO],failed
2023-08-15 12:35:29.202, [INFO],failed
2023-08-15 12:35:29.672, [INFO],Storage,807,0,1008.012451171875,-0.069091796875,0,30.785416666666666
2023-08-15 12:35:30.675, [INFO],Storage,810,0,1008.0185546875,0.044189453125,2,30.8
2023-08-15 12:35:30.714, [INFO],failed
2023-08-15 12:35:31.677, [INFO],Storage,811,0,1008.03564453125,-0.03564453125,1,30.8125
2023-08-15 12:35:32.680, [INFO],Storage,813,0,1008.053955078125,-0.076416015625,2,30.8125
2023-08-15 12:35:32.729, [INFO],failed
2023-08-15 12:35:33.683, [INFO],Storage,812,0,1008.034912109375,0.08642578125,1,30.827083333333334
2023-08-15 12:35:33.738, [INFO],failed
2023-08-15 12:35:34.243, [INFO],failed
2023-08-15 12:35:34.687, [INFO],Storage,813,0,1007.994140625,0.033203125,1,30.8375
2023-08-15 12:35:34.748, [INFO],failed
2023-08-15 12:35:35.253, [INFO],failed
2023-08-15 12:35:35.690, [INFO],Storage,813,0,1007.99169921875,0.103271484375,1,30.852083333333333
2023-08-15 12:35:35.758, [INFO],failed
2023-08-15 12:35:36.693, [INFO],Storage,821,0,1007.980712890625,0.01513671875,1,30.854166666666664
2023-08-15 12:35:36.766, [INFO],failed
2023-08-15 12:35:37.695, [INFO],Storage,823,0,1007.961669921875,-0.085693359375,1,30.852083333333333
2023-08-15 12:35:37.775, [INFO],failed
2023-08-15 12:35:38.280, [INFO],failed
2023-08-15 12:35:38.698, [INFO],Storage,825,0,1007.993896484375,-0.001953125,0,30.87291666666667
2023-08-15 12:35:39.288, [INFO],failed
2023-08-15 12:35:39.703, [INFO],Storage,824,0,1008.010498046875,0.018310546875,1,30.8875
2023-08-15 12:35:39.794, [INFO],failed
2023-08-15 12:35:40.705, [INFO],Storage,824,0,1008.02880859375,-0.041259765625,1,30.8875
2023-08-15 12:35:41.305, [INFO],failed
2023-08-15 12:35:41.708, [INFO],Storage,816,0,1007.979248046875,-0.020263671875,0,30.889583333333334
2023-08-15 12:35:41.810, [INFO],failed
2023-08-15 12:35:42.711, [INFO],Storage,824,0,1007.98095703125,-0.03857421875,0,30.9
2023-08-15 12:35:42.819, [INFO],failed
2023-08-15 12:35:43.713, [INFO],Storage,824,0,1008.061279296875,-0.005859375,1,30.90416666666667
2023-08-15 12:35:44.331, [INFO],failed
2023-08-15 12:35:44.716, [INFO],Storage,830,0,1007.98046875,-0.06494140625,0,30.90625
2023-08-15 12:35:44.836, [INFO],failed
2023-08-15 12:35:45.341, [INFO],failed
2023-08-15 12:35:45.719, [INFO],Storage,832,0,1008.016357421875,0.06201171875,1,30.916666666666664
2023-08-15 12:35:45.846, [INFO],failed
2023-08-15 12:35:46.721, [INFO],Storage,822,0,1008.070556640625,0.052978515625,1,30.920833333333334
2023-08-15 12:35:47.358, [INFO],failed
2023-08-15 12:35:47.724, [INFO],Storage,829,0,1007.982666015625,-0.0966796875,0,30.925
2023-08-15 12:35:47.863, [INFO],failed
2023-08-15 12:35:48.369, [INFO],failed
2023-08-15 12:35:48.729, [INFO],Storage,812,0,1008.025634765625,0.005126953125,1,30.929166666666667
2023-08-15 12:35:49.378, [INFO],failed
2023-08-15 12:35:49.732, [INFO],Storage,816,0,1008.02392578125,-0.0087890625,0,30.9375
2023-08-15 12:35:49.883, [INFO],failed
2023-08-15 12:35:50.735, [INFO],Storage,817,0,1008.01416015625,0.0322265625,2,30.94375
