"Timeinfo","Level","Message","Distance","Relative Altitude","Absolute Altitude","Latitude","Longitude"
2023-08-15 13:10:36.201, [INFO],Case program initialized
2023-08-15 13:10:48.230, [INFO],Outside,0,0,0,0,0,0
2023-08-15 13:10:49.237, [INFO],Outside,813,1,0,0,0,0
2023-08-15 13:10:50.239, [INFO],Outside,813,3,0,0,0,0
2023-08-15 13:10:51.242, [INFO],Outside,813,5,0,0,0,0
2023-08-15 13:10:52.245, [INFO],Outside,813,7,0,0,0,0
2023-08-15 13:10:53.248, [INFO],Outside,262,9,0,0,0,0
2023-08-15 13:10:53.539, [INFO],Storage Succeeded
2023-08-15 13:10:54.44 , [INFO],failed
2023-08-15 13:10:54.255, [INFO],Storage,234,0,1008.479736328125,-0.038818359375,0,36.579166666666666
2023-08-15 13:10:54.550, [INFO],failed
2023-08-15 13:10:55.55 , [INFO],failed
2023-08-15 13:10:55.258, [INFO],Storage,241,0,1008.49169921875,-0.036865234375,0,36.59791666666666
2023-08-15 13:10:55.560, [INFO],failed
2023-08-15 13:10:56.66 , [INFO],failed
2023-08-15 13:10:56.261, [INFO],Storage,740,0,1008.48583984375,-0.04638671875,0,36.610416666666666
2023-08-15 13:10:56.571, [INFO],failed
2023-08-15 13:10:57.76 , [INFO],failed
2023-08-15 13:10:57.263, [INFO],Storage,814,0,1008.4130859375,-0.052734375,0,36.61875
2023-08-15 13:10:57.581, [INFO],failed
2023-08-15 13:10:58.266, [INFO],Storage,814,0,1008.467529296875,0.0185546875,1,36.62708333333333
2023-08-15 13:10:59.94 , [INFO],failed
2023-08-15 13:10:59.271, [INFO],Storage,813,0,1008.485595703125,-0.07421875,0,36.63333333333333
2023-08-15 13:11:00.274, [INFO],Storage,813,0,1008.443115234375,0.0166015625,1,36.63333333333333
2023-08-15 13:11:01.110, [INFO],failed
2023-08-15 13:11:01.277, [INFO],Storage,813,0,1008.38720703125,-0.033447265625,0,36.639583333333334
2023-08-15 13:11:02.280, [INFO],Storage,814,0,1008.461669921875,0.00244140625,2,36.64791666666667
2023-08-15 13:11:03.127, [INFO],failed
2023-08-15 13:11:03.283, [INFO],Storage,814,0,1008.409423828125,-0.02587890625,0,36.65208333333334
2023-08-15 13:11:03.632, [INFO],failed
2023-08-15 13:11:04.288, [INFO],Storage,814,0,1008.49462890625,0.05224609375,1,36.65208333333334
2023-08-15 13:11:04.643, [INFO],failed
2023-08-15 13:11:05.290, [INFO],Storage,814,0,1008.439453125,0.0341796875,1,36.65833333333333
2023-08-15 13:11:05.651, [INFO],failed
2023-08-15 13:11:06.294, [INFO],Storage,814,0,1008.40234375,0.0908203125,1,36.6625
2023-08-15 13:11:07.297, [INFO],Storage,814,0,1008.4677734375,0.03564453125,3,36.666666666666664
2023-08-15 13:11:07.665, [INFO],failed
2023-08-15 13:11:08.299, [INFO],Storage,814,0,1008.406982421875,0.01611328125,1,36.670833333333334
2023-08-15 13:11:08.674, [INFO],failed
2023-08-15 13:11:09.178, [INFO],failed
2023-08-15 13:11:09.305, [INFO],Storage,814,0,1008.40283203125,-0.03759765625,0,36.67916666666667
2023-08-15 13:11:09.683, [INFO],failed
2023-08-15 13:11:10.308, [INFO],Storage,814,0,1008.4697265625,0.001220703125,0,36.68333333333334
2023-08-15 13:11:10.692, [INFO],failed
2023-08-15 13:11:11.311, [INFO],Storage,814,0,1008.451171875,0.00537109375,1,36.69166666666666
2023-08-15 13:11:12.313, [INFO],Storage,815,0,1008.474853515625,0.009521484375,2,36.69375
2023-08-15 13:11:13.316, [INFO],Storage,814,0,1008.4677734375,0.03369140625,3,36.697916666666664
2023-08-15 13:11:14.321, [INFO],Storage,814,0,1008.415771484375,0.01220703125,4,36.697916666666664
2023-08-15 13:11:14.719, [INFO],failed
2023-08-15 13:11:15.324, [INFO],Storage,814,0,1008.449951171875,0.0263671875,0,36.702083333333334
2023-08-15 13:11:16.231, [INFO],failed
2023-08-15 13:11:16.326, [INFO],Storage,814,0,1008.501708984375,-0.040283203125,0,36.708333333333336
2023-08-15 13:11:17.239, [INFO],failed
2023-08-15 13:11:17.329, [INFO],Storage,816,0,1008.484130859375,-0.057861328125,0,36.71041666666667
2023-08-15 13:11:17.744, [INFO],failed
2023-08-15 13:11:18.332, [INFO],Storage,815,0,1008.427490234375,0.020263671875,1,36.7125
2023-08-15 13:11:19.256, [INFO],failed
2023-08-15 13:11:19.337, [INFO],Storage,815,0,1008.471435546875,-0.02197265625,0,36.71458333333334
2023-08-15 13:11:20.264, [INFO],failed
2023-08-15 13:11:20.339, [INFO],Storage,814,0,1008.446533203125,-0.086181640625,0,36.71875
2023-08-15 13:11:21.273, [INFO],failed
2023-08-15 13:11:21.343, [INFO],Storage,814,0,1008.464111328125,-0.0244140625,0,36.72291666666666
