"Timeinfo","Level","Message","Light","Pressure","Disp Pressure","Light Counter","Pressure Counter"
2023-09-03 17:12:40.925, [INFO],Pixhawk initialized
2023-09-03 17:12:41.196, [INFO],Camera initialized
2023-09-03 17:12:41.358, [INFO],['/dev/ttyACM0']
2023-09-03 17:12:41.359, [INFO],system_address: /dev/ttyACMO
2023-09-03 17:12:41.360, [INFO],Waiting for drone to connect...
2023-09-03 17:12:41.463, [INFO],Connected Drone!
2023-09-03 17:12:41.464, [INFO],Waiting for drone to have a global position estimate...
2023-09-03 17:12:42.421, [INFO],-- Global position estimate OK
2023-09-03 17:12:42.422, [INFO],waiting for pixhawk to hold
2023-09-03 17:12:43.420, [INFO],--Holding
2023-09-03 17:12:44.419, [INFO],-- Hold
2023-09-03 17:12:53.446, [INFO],0.0,-1.0,0.0,0.0,0.0,0.0
2023-09-03 17:12:53.949, [INFO],0.0,0.0199499,0.027,-0.161,35.792651,139.8905
2023-09-03 17:12:54.452, [INFO],HOLD,0.0199499,0.016,-0.173,35.792651,139.8905
2023-09-03 17:12:54.954, [INFO],HOLD,0.0199498,0.003,-0.185,35.792651,139.8905
2023-09-03 17:12:55.456, [INFO],HOLD,0.0199496,-0.005,-0.194,35.792651,139.8905
2023-09-03 17:12:55.958, [INFO],HOLD,0.0199497,-0.01,-0.2,35.792651,139.8905
2023-09-03 17:12:56.461, [INFO],HOLD,0.0199498,-0.003,-0.193,35.792651,139.8905
2023-09-03 17:12:56.963, [INFO],HOLD,0.0199497,0.005,-0.184,35.792651,139.8905
2023-09-03 17:12:57.467, [INFO],--Clear mission
2023-09-03 17:12:57.472, [INFO],HOLD,0.0199499,0.009,-0.18,35.792651,139.8905
2023-09-03 17:12:57.487, [INFO],-- Uploading mission
2023-09-03 17:12:57.515, [INFO],waiting for pixhawk to hold
2023-09-03 17:12:57.975, [INFO],HOLD,0.0199498,0.012,-0.177,35.792651,139.8905
2023-09-03 17:12:58.414, [INFO],-- Hold
2023-09-03 17:12:59.416, [INFO],waiting for pixhawk to arm
2023-09-03 17:12:59.423, [INFO],HOLD,0.0199498,0.015,-0.174,35.792651,139.8905
2023-09-03 17:12:59.925, [INFO],HOLD,0.0299252,0.0329999,-0.155,35.792651,139.8905
2023-09-03 17:13:00.414, [INFO],--Arming
2023-09-03 17:13:00.428, [INFO],HOLD,0.0199502,0.044,-0.144,35.792651,139.8905
2023-09-03 17:13:00.931, [INFO],HOLD,0.0199488,0.01,-0.133,35.792651,139.8905
2023-09-03 17:13:01.414, [INFO],-- Arm
2023-09-03 17:13:02.422, [INFO],HOLD,0.019947,0.016,-0.11,35.792651,139.8905
2023-09-03 17:13:02.924, [INFO],HOLD,0.0199436,0.041,-0.085,35.79265,139.8905
2023-09-03 17:13:03.427, [INFO],HOLD,0.0199449,0.038,-0.088,35.79265,139.8905
2023-09-03 17:13:03.931, [INFO],HOLD,0.0199443,0.039,-0.088,35.79265,139.8905
2023-09-03 17:13:04.433, [INFO],HOLD,0.0199463,0.034,-0.092,35.79265,139.8905
2023-09-03 17:13:04.938, [INFO],HOLD,0.0199464,0.044,-0.082,35.79265,139.8905
2023-09-03 17:13:05.440, [INFO],HOLD,0.0199498,0.049,-0.077,35.79265,139.8905
2023-09-03 17:13:05.942, [INFO],HOLD,0.0199492,0.048,-0.078,35.79265,139.8905
2023-09-03 17:13:06.443, [INFO],HOLD,0.0199482,0.052,-0.075,35.79265,139.8905
2023-09-03 17:13:06.945, [INFO],HOLD,0.019947,0.063,-0.063,35.79265,139.8905
2023-09-03 17:13:07.418, [INFO],--Start mission
2023-09-03 17:13:07.448, [INFO],HOLD,0.0299245,0.07,-0.057,35.79265,139.8905
2023-09-03 17:13:07.951, [INFO],HOLD,0.0199498,0.074,-0.053,35.79265,139.8905
2023-09-03 17:13:08.458, [INFO],HOLD,0.0299256,0.075,-0.051,35.79265,139.8905
2023-09-03 17:13:08.960, [INFO],HOLD,0.0199505,0.079,-0.047,35.79265,139.8905
2023-09-03 17:13:09.462, [INFO],HOLD,0.0199509,0.085,-0.041,35.79265,139.8905
2023-09-03 17:13:09.966, [INFO],HOLD,0.0199511,0.083,-0.043,35.79265,139.8905
2023-09-03 17:13:10.469, [INFO],HOLD,0.0199511,0.083,-0.043,35.79265,139.8905
2023-09-03 17:13:10.970, [INFO],HOLD,0.0299269,0.077,-0.049,35.79265,139.8905
2023-09-03 17:13:11.473, [INFO],HOLD,0.0199512,0.06,-0.065999,35.79265,139.8905
2023-09-03 17:13:11.977, [INFO],HOLD,0.0199511,0.047,-0.079,35.79265,139.8905
2023-09-03 17:13:12.479, [INFO],HOLD,0.0199511,0.04,-0.086,35.79265,139.8905
2023-09-03 17:13:12.981, [INFO],HOLD,0.0199509,0.034,-0.092,35.79265,139.8905
2023-09-03 17:13:13.483, [INFO],HOLD,0.0199509,0.024,-0.102,35.79265,139.8905
2023-09-03 17:13:13.985, [INFO],HOLD,0.0199508,0.011,-0.115,35.79265,139.8905
2023-09-03 17:13:14.488, [INFO],HOLD,0.0199507,-0.002,-0.129,35.79265,139.8905
2023-09-03 17:13:14.992, [INFO],HOLD,0.0199506,-0.015,-0.143,35.79265,139.8905
2023-09-03 17:13:15.495, [INFO],HOLD,0.0199506,-0.025,-0.153,35.79265,139.8905
2023-09-03 17:13:15.997, [INFO],HOLD,0.0199506,-0.034,-0.161,35.79265,139.8905
2023-09-03 17:13:16.500, [INFO],HOLD,0.0199503,-0.055,-0.182,35.79265,139.8905
2023-09-03 17:13:17.2  , [INFO],HOLD,0.0199504,-0.073,-0.201,35.79265,139.8905
2023-09-03 17:13:17.504, [INFO],HOLD,0.0199504,-0.09,-0.217,35.79265,139.8905
2023-09-03 17:13:18.8  , [INFO],HOLD,0.0199504,-0.102,-0.229,35.792651,139.8905
2023-09-03 17:13:18.512, [INFO],HOLD,0.0199506,-0.104,-0.231,35.792651,139.8905
2023-09-03 17:13:19.15 , [INFO],HOLD,0.0199506,-0.093,-0.22,35.792651,139.8905
