"Timeinfo","Level","Message","Light","Light Counter","Pressure","Disp Pressure","Pressure Counter","Temperature","Disp Pressure 5sec"
2023-08-17 17:50:38.996, [INFO],Storage,840,4,1006.5673828125,-0.001790364583257542,0,37.96666666666667,-0.002848307291628771
2023-08-17 17:50:39.999, [INFO],Storage,840,4,1006.564453125,-0.001790364583257542,0,37.94375,-0.002848307291628771
2023-08-17 17:50:40.123, [INFO],failed
2023-08-17 17:50:41.2  , [INFO],Storage,844,5,1006.584716796875,-0.003987630208257542,0,37.96875,0.001708984375
2023-08-17 17:50:41.717, [INFO],failed
2023-08-17 17:50:42.6  , [INFO],Storage,842,6,1006.582763671875,-0.014078776041628771,0,37.97291666666666,0.00016276041662877105
2023-08-17 17:50:43.9  , [INFO],Storage,842,6,1006.582763671875,-0.014078776041628771,0,37.97291666666666,0.00016276041662877105
2023-08-17 17:50:43.318, [INFO],failed
2023-08-17 17:50:44.12 , [INFO],Storage,819,7,1006.582763671875,-0.011474609375,0,37.97708333333333,-0.009521484375
2023-08-17 17:50:44.918, [INFO],failed
2023-08-17 17:50:45.14 , [INFO],Storage,788,8,1006.53662109375,-0.013834635416742458,0,37.9625,-8.138020837122895e-05
2023-08-17 17:50:46.20 , [INFO],Storage,788,8,1006.615478515625,-0.013834635416742458,0,37.975,-8.138020837122895e-05
2023-08-17 17:50:46.515, [INFO],failed
2023-08-17 17:50:47.24 , [INFO],Storage,800,9,1006.576416015625,-0.03816731770837123,0,37.97291666666666,0.0224609375
2023-08-17 17:50:48.26 , [INFO],Storage,800,9,1006.558837890625,-0.03816731770837123,0,37.94583333333333,0.0224609375
2023-08-17 17:50:49.29 , [INFO],Storage,816,10,1006.596435546875,0.0205078125,1,37.97291666666666,-0.010091145833257542
2023-08-17 17:50:50.32 , [INFO],Storage,802,11,1006.549560546875,0.001871744791628771,2,37.97083333333333,-0.02010091145837123
2023-08-17 17:50:51.34 , [INFO],Storage,802,11,1006.549560546875,0.001871744791628771,2,37.97083333333333,-0.02010091145837123
2023-08-17 17:50:51.295, [INFO],failed
2023-08-17 17:50:51.298, [INFO],Release Succeeded
2023-08-17 17:50:52.39 , [INFO],Released,802,11,1006.547119140625,-0.01814778645837123,0,37.97291666666666,-0.017333984375
