"Timeinfo","Level","Message","Light","Light Counter","Pressure","Disp Pressure","Pressure Counter","Temperature","Disp Pressure 5sec"
2023-08-17 18:31:42.998, [INFO],Case program initialized
2023-08-17 18:31:55.33 , [INFO],Outside,0,0,0,0,0,0,0
2023-08-17 18:31:55.562, [INFO],Now Outside
2023-08-17 18:31:56.41 , [INFO],Outside,502,0,0,0,0,0,0
2023-08-17 18:31:56.95 , [INFO],Now Outside
2023-08-17 18:31:57.44 , [INFO],Outside,467,1,0,0,0,0,0
2023-08-17 18:31:58.47 , [INFO],Outside,455,3,0,0,0,0,0
2023-08-17 18:31:59.50 , [INFO],Outside,495,5,0,0,0,0,0
2023-08-17 18:31:59.283, [INFO],Now Outside
2023-08-17 18:32:00.52 , [INFO],Outside,499,1,0,0,0,0,0
2023-08-17 18:32:01.55 , [INFO],Outside,463,3,0,0,0,0,0
2023-08-17 18:32:02.57 , [INFO],Outside,459,5,0,0,0,0,0
2023-08-17 18:32:03.62 , [INFO],Outside,499,7,0,0,0,0,0
2023-08-17 18:32:03.533, [INFO],Now Outside
2023-08-17 18:32:04.66 , [INFO],Outside,493,1,0,0,0,0,0
2023-08-17 18:32:05.68 , [INFO],Outside,460,2,0,0,0,0,0
2023-08-17 18:32:05.127, [INFO],Storage Succeeded
2023-08-17 18:32:06.71 , [INFO],Storage,466,0,0,0,0,42.5,0
2023-08-17 18:32:07.74 , [INFO],Storage,454,0,0,0,1,31.133333333333333,0
2023-08-17 18:32:07.321, [INFO],failed
2023-08-17 18:32:08.77 , [INFO],Storage,654,10,0,0,0,31.15416666666667,0
2023-08-17 18:32:08.418, [INFO],failed
2023-08-17 18:32:09.80 , [INFO],Storage,695,37,0,0,0,31.177083333333336,0
2023-08-17 18:32:09.515, [INFO],failed
2023-08-17 18:32:10.82 , [INFO],Storage,705,64,0,0,0,31.195833333333333,0
2023-08-17 18:32:11.85 , [INFO],Storage,692,91,0,0,1,31.214583333333334,0
2023-08-17 18:32:11.707, [INFO],failed
2023-08-17 18:32:12.88 , [INFO],Storage,710,118,0,0,0,31.239583333333336,0
2023-08-17 18:32:12.804, [INFO],failed
2023-08-17 18:32:13.91 , [INFO],Storage,701,145,0,0,0,31.264583333333334,-0.03564453125
2023-08-17 18:32:13.916, [INFO],failed
2023-08-17 18:32:14.94 , [INFO],Storage,729,171,0,0,0,31.304166666666667,0.0419921875
2023-08-17 18:32:15.97 , [INFO],Storage,728,199,0,0,1,31.304166666666667,0.05517578125
2023-08-17 18:32:16.99 , [INFO],Storage,723,229,0,0,1,31.308333333333334,0.05517578125
2023-08-17 18:32:16.108, [INFO],failed
2023-08-17 18:32:16.109, [INFO],Release Succeeded
2023-08-17 18:32:17.102, [INFO],Released,723,229,0,-0.0048828125,1,31.325,-0.03955078125
2023-08-17 18:32:18.106, [INFO],Released,723,229,0,-0.0048828125,1,31.325,-0.03955078125
2023-08-17 18:32:19.109, [INFO],Released,723,229,0,-0.0048828125,1,31.347916666666666,-0.03955078125
2023-08-17 18:32:20.111, [INFO],Released,723,229,0,0.030517578125,2,31.366666666666667,-0.03955078125
2023-08-17 18:32:21.114, [INFO],Released,723,229,0,0.030517578125,2,31.366666666666667,-0.03955078125
2023-08-17 18:32:22.117, [INFO],Released,723,229,0,0.030517578125,2,31.4,-0.03955078125
