"Timeinfo","Level","Message","Light","Light Counter","Pressure","Disp Pressure","Pressure Counter","Temperature","Disp Pressure 5sec"
2023-08-17 17:36:10.4  , [INFO],Case program initialized
2023-08-17 17:36:22.38 , [INFO],Outside,0,0,0,0,0,0,0
2023-08-17 17:36:23.46 , [INFO],Outside,439,1,0,0,0,0,0
2023-08-17 17:36:24.49 , [INFO],Outside,437,3,0,0,0,0,0
2023-08-17 17:36:25.52 , [INFO],Outside,441,5,0,0,0,0,0
2023-08-17 17:36:26.55 , [INFO],Outside,455,7,0,0,0,0,0
2023-08-17 17:36:27.58 , [INFO],Outside,469,9,0,0,0,0,0
2023-08-17 17:36:28.60 , [INFO],Outside,488,11,0,0,0,0,0
2023-08-17 17:36:28.938, [INFO],Now Outside
2023-08-17 17:36:29.79 , [INFO],Outside,504,0,0,0,0,0,0
2023-08-17 17:36:30.81 , [INFO],Outside,474,2,0,0,0,0,0
2023-08-17 17:36:31.84 , [INFO],Outside,443,4,0,0,0,0,0
2023-08-17 17:36:32.87 , [INFO],Outside,471,5,0,0,0,0,0
2023-08-17 17:36:32.127, [INFO],Storage Succeeded
2023-08-17 17:36:33.90 , [INFO],Storage,470,0,1006.42138671875,0,0,37.96458333333334,0
2023-08-17 17:36:34.96 , [INFO],Storage,464,0,1006.469482421875,0.004638671875,1,37.989583333333336,0
2023-08-17 17:36:35.99 , [INFO],Storage,464,0,1006.469482421875,0.004638671875,1,37.954166666666666,0
2023-08-17 17:36:36.103, [INFO],Storage,388,0,1006.40234375,0.015625,2,37.99583333333334,0
2023-08-17 17:36:36.903, [INFO],failed
2023-08-17 17:36:37.107, [INFO],Storage,699,1,1006.374755859375,-0.03279622395837123,0,37.989583333333336,0
2023-08-17 17:36:38.111, [INFO],Storage,699,1,1006.374755859375,-0.03279622395837123,0,37.99375,0
2023-08-17 17:36:38.497, [INFO],failed
2023-08-17 17:36:39.116, [INFO],Storage,730,2,1006.4072265625,-0.007161458333371229,0,38.0,-0.01676432291662877
2023-08-17 17:36:40.119, [INFO],Storage,748,2,1006.41455078125,0.021891276041742458,1,37.99166666666667,0.03328450520837123
2023-08-17 17:36:41.121, [INFO],Storage,748,3,1006.4091796875,0.021891276041742458,1,38.0,0.03328450520837123
2023-08-17 17:36:42.124, [INFO],Storage,739,4,1006.396728515625,0.020345052083257542,2,38.00416666666666,0.017903645833257542
2023-08-17 17:36:43.127, [INFO],Storage,739,4,1006.426513671875,0.020345052083257542,2,37.97083333333333,0.017903645833257542
2023-08-17 17:36:44.131, [INFO],Storage,739,5,1006.376220703125,0.013427734375,3,38.0125,-0.008056640625
2023-08-17 17:36:44.867, [INFO],failed
2023-08-17 17:36:45.133, [INFO],Storage,745,6,1006.39599609375,-0.006510416666742458,0,38.00416666666666,-0.018310546875
2023-08-17 17:36:46.136, [INFO],Storage,745,6,1006.39599609375,-0.006510416666742458,0,38.010416666666664,-0.018310546875
2023-08-17 17:36:47.138, [INFO],Storage,743,7,1006.418212890625,0.04109700520837123,1,38.016666666666666,0.02449544270837123
2023-08-17 17:36:48.141, [INFO],Storage,472,0,1006.426025390625,0.01708984375,2,38.0,0.007161458333371229
2023-08-17 17:36:49.144, [INFO],Storage,472,0,1006.465576171875,0.01708984375,2,38.01875,0.007161458333371229
2023-08-17 17:36:49.646, [INFO],failed
2023-08-17 17:36:50.147, [INFO],Storage,505,1,1006.425537109375,-0.02962239583337123,0,38.01875,-0.020182291666742458
2023-08-17 17:36:51.149, [INFO],Storage,505,1,1006.3427734375,-0.02962239583337123,0,37.99791666666667,-0.020182291666742458
2023-08-17 17:36:51.239, [INFO],failed
2023-08-17 17:36:52.152, [INFO],Storage,514,2,1006.447509765625,-0.04060872395825754,0,38.020833333333336,-0.03426106770825754
2023-08-17 17:36:52.833, [INFO],failed
2023-08-17 17:36:53.155, [INFO],Storage,488,0,1006.396484375,-0.0185546875,0,38.02291666666667,0.04052734375
2023-08-17 17:36:54.159, [INFO],Storage,488,0,1006.396484375,-0.0185546875,0,38.02291666666667,0.04052734375
2023-08-17 17:36:54.427, [INFO],failed
2023-08-17 17:36:55.162, [INFO],Storage,464,0,1006.419189453125,-0.004231770833257542,0,38.025,-0.026123046875
2023-08-17 17:36:56.21 , [INFO],failed
2023-08-17 17:36:56.164, [INFO],Storage,504,1,1006.48291015625,-0.007975260416742458,0,38.01875,0.017171223958257542
2023-08-17 17:36:57.167, [INFO],Storage,504,1,1006.48291015625,-0.007975260416742458,0,38.02708333333334,0.017171223958257542
