"Timeinfo","Level","Message","Light","Pressure","Disp Pressure","Light Counter","Pressure Counter"
2023-09-12 07:27:08.343, [INFO],Camera initialized
2023-09-12 07:27:08.349, [INFO],Pixhawk initialized
2023-09-12 07:27:08.378, [INFO],['/dev/ttyACM0', '/dev/ttyAMA0']
2023-09-12 07:27:08.379, [INFO],system_address: /dev/ttyACMO
2023-09-12 07:27:08.380, [INFO],Waiting for drone to connect...
2023-09-12 07:27:09.916, [INFO],Connected Drone!
2023-09-12 07:27:09.924, [INFO],Waiting for drone to have a global position estimate...
2023-09-12 07:27:11.938, [INFO],-- Global position estimate OK
2023-09-12 07:27:11.939, [INFO],waiting for pixhawk to hold
2023-09-12 07:27:11.941, [INFO],--Holding
2023-09-12 07:27:20.11 , [INFO],0.0,-1.0,0.0,0.0,0.0,0.0
2023-09-12 07:27:20.515, [INFO],0.0,0.0299466,0.063,1191.687,40.868873,-119.1052
2023-09-12 07:27:21.19 , [INFO],HOLD,0.0199644,0.054,1191.677,40.868874,-119.1052
2023-09-12 07:27:21.522, [INFO],HOLD,0.0199645,0.05,1191.674,40.868874,-119.1052
2023-09-12 07:27:22.25 , [INFO],HOLD,0.0199646,0.057,1191.68,40.868874,-119.1052
2023-09-12 07:27:22.528, [INFO],HOLD,0.0199647,0.048,1191.6719,40.868874,-119.1052
2023-09-12 07:27:22.993, [INFO],--locate positon
2023-09-12 07:27:23.31 , [INFO],HOLD,0.0199649,0.038,1191.6621,40.868874,-119.1052
2023-09-12 07:27:23.537, [INFO],HOLD,0.0299475,0.036,1191.66,40.868874,-119.1052
2023-09-12 07:27:24.50 , [INFO],HOLD,0.019965,0.036,1191.66,40.868874,-119.1052
2023-09-12 07:27:24.553, [INFO],HOLD,0.019965,0.04,1191.664,40.868874,-119.1052
2023-09-12 07:27:25.55 , [INFO],HOLD,0.0199651,0.039,1191.663,40.868875,-119.1052
2023-09-12 07:27:25.563, [INFO],HOLD,0.0299477,0.034,1191.658,40.868875,-119.1052
