"Timeinfo","Level","Message","Distance","Relative Altitude","Absolute Altitude","Latitude","Longitude"
2023-09-12 06:14:39.954, [INFO],Camera initialized
2023-09-12 06:14:39.961, [INFO],Pixhawk initialized
2023-09-12 06:14:39.990, [INFO],['/dev/ttyACM0', '/dev/ttyAMA0']
2023-09-12 06:14:39.992, [INFO],system_address: /dev/ttyACMO
2023-09-12 06:14:39.993, [INFO],Waiting for drone to connect...
2023-09-12 06:14:40.141, [INFO],Connected Drone!
2023-09-12 06:14:40.144, [INFO],Waiting for drone to have a global position estimate...
2023-09-12 06:14:41.66 , [INFO],-- Global position estimate OK
2023-09-12 06:14:41.68 , [INFO],waiting for pixhawk to hold
2023-09-12 06:14:41.70 , [INFO],--Holding
2023-09-12 06:14:49.145, [INFO],0.0,-1.0,0.0,0.0,0.0,0.0
2023-09-12 06:14:49.650, [INFO],0.0,0.0297253,-0.242,1191.6831,40.869015,-119.1053
2023-09-12 06:14:50.153, [INFO],HOLD,0.0297262,-0.247,1191.677,40.869015,-119.1053
2023-09-12 06:14:50.657, [INFO],HOLD,0.0297266,-0.251,1191.674,40.869015,-119.1053
2023-09-12 06:14:51.160, [INFO],HOLD,0.0297271,-0.267,1191.658,40.869015,-119.1053
2023-09-12 06:14:51.664, [INFO],HOLD,0.0297277,-0.27,1191.655,40.869015,-119.1053
2023-09-12 06:14:52.123, [INFO],--locate positon
2023-09-12 06:14:52.168, [INFO],HOLD,0.0297283,-0.274,1191.65,40.869015,-119.1053
2023-09-12 06:14:52.671, [INFO],HOLD,0.0297287,-0.279,1191.645,40.869015,-119.1053
2023-09-12 06:14:53.147, [INFO],locate [  40.86901546 -119.10532559 1191.64287109]
2023-09-12 06:14:53.150, [INFO],waiting for pixhawk to arm
2023-09-12 06:14:53.177, [INFO],HOLD,0.0297295,-0.289,1191.6361,40.869015,-119.1053
2023-09-12 06:14:53.684, [INFO],HOLD,0.0297299,-0.005,1191.635,40.869015,-119.1053
2023-09-12 06:14:54.67 , [INFO],--Arming
2023-09-12 06:14:54.96 , [INFO],StatusText: [type: INFO, text: Armed by external command	]
2023-09-12 06:14:54.145, [INFO],StatusText: [type: INFO, text: [logger] /fs/microsd/log/2023-09-11/21_14_53.ulg	]
2023-09-12 06:14:54.188, [INFO],HOLD,0.0297302,0.007,1191.638,40.869015,-119.1053
2023-09-12 06:14:54.203, [INFO],StatusText: [type: INFO, text: Takeoff detected	]
2023-09-12 06:14:54.691, [INFO],HOLD,0.0297355,0.065,1191.695,40.869015,-119.1053
2023-09-12 06:14:55.67 , [INFO],-- Arm
2023-09-12 06:14:55.193, [INFO],HOLD,0.0297272,0.158,1191.789,40.869015,-119.1053
2023-09-12 06:14:55.697, [INFO],HOLD,0.0297311,0.262,1191.893,40.869015,-119.1053
