"Timeinfo","Level","Message","Light","Light Counter","Pressure","Disp Pressure","Pressure Counter","Temperature"
2023-07-14 07:00:24.9  , [INFO],Case program initialized
2023-07-14 07:00:24.48 , [INFO],Outside,0,0,0,0,0,0
2023-07-14 07:00:25.51 , [INFO],Outside,60,1,0,0,0,0
2023-07-14 07:00:26.53 , [INFO],Outside,60,3,0,0,0,0
2023-07-14 07:00:27.55 , [INFO],Outside,61,5,0,0,0,0
2023-07-14 07:00:28.59 , [INFO],Outside,60,6,0,0,0,0
2023-07-14 07:00:29.61 , [INFO],Outside,60,8,0,0,0,0
2023-07-14 07:00:30.56 , [INFO],Storage Succeeded
2023-07-14 07:00:30.64 , [INFO],Storage,61,0,0,0,0,0
2023-07-14 07:00:31.66 , [INFO],Storage,61,0,1010.236572265625,-0.01220703125,0,35.9
2023-07-14 07:00:32.68 , [INFO],Storage,61,0,1010.262939453125,-0.0419921875,0,35.916666666666664
2023-07-14 07:00:33.74 , [INFO],Storage,60,0,1010.255615234375,0.027587890625,1,35.93958333333333
2023-07-14 07:00:34.77 , [INFO],Storage,62,0,1010.216796875,-0.0263671875,0,35.94166666666666
2023-07-14 07:00:35.80 , [INFO],Storage,64,0,1010.234619140625,-0.015625,0,35.95
2023-07-14 07:00:36.83 , [INFO],Storage,699,1,1010.22021484375,-0.045166015625,0,35.96041666666667
2023-07-14 07:00:37.86 , [INFO],Storage,798,5,1010.29638671875,0.032958984375,1,35.9625
2023-07-14 07:00:38.88 , [INFO],Storage,740,9,1010.299560546875,-0.023193359375,0,35.96458333333334
2023-07-14 07:00:38.345, [INFO],Release Succeeded
2023-07-14 07:00:39.91 , [INFO],Released,739,10,1010.33837890625,0.09228515625,1,36.0
2023-07-14 07:00:40.94 , [INFO],Released,739,10,1010.306640625,-0.001953125,2,35.95625
2023-07-14 07:00:41.97 , [INFO],Released,739,10,1010.3447265625,-0.008056640625,3,35.95
2023-07-14 07:00:42.99 , [INFO],Released,739,10,1010.296142578125,0.044921875,4,35.947916666666664
2023-07-14 07:00:43.102, [INFO],Released,739,10,1010.353759765625,-0.07568359375,5,35.947916666666664
