"Timeinfo","Level","Message","Light","Light Counter","Pressure","Disp Pressure","Pressure Counter","Temperature"
2023-07-14 07:03:48.312, [INFO],Case program initialized
2023-07-14 07:03:48.361, [INFO],Outside,0,0,0,0,0,0
2023-07-14 07:03:49.363, [INFO],Outside,28,1,0,0,0,0
2023-07-14 07:03:50.365, [INFO],Outside,28,3,0,0,0,0
2023-07-14 07:03:51.367, [INFO],Outside,28,5,0,0,0,0
2023-07-14 07:03:52.369, [INFO],Outside,28,6,0,0,0,0
2023-07-14 07:03:53.371, [INFO],Outside,29,8,0,0,0,0
2023-07-14 07:03:54.364, [INFO],Storage Succeeded
2023-07-14 07:03:54.373, [INFO],Storage,29,0,0,0,0,0
2023-07-14 07:03:55.375, [INFO],Storage,29,0,1010.33251953125,-0.035888671875,0,36.916666666666664
2023-07-14 07:03:56.377, [INFO],Storage,29,0,1010.37744140625,-0.01953125,0,36.9375
2023-07-14 07:03:57.379, [INFO],Storage,29,0,1010.3896484375,-0.098876953125,0,36.958333333333336
2023-07-14 07:03:58.381, [INFO],Storage,29,0,1010.362060546875,-0.003173828125,0,36.96041666666667
2023-07-14 07:03:59.384, [INFO],Storage,33,0,1010.3994140625,-0.037841796875,0,36.96666666666667
2023-07-14 07:04:00.386, [INFO],Storage,58,0,1010.391845703125,-0.03369140625,0,36.97291666666666
2023-07-14 07:04:01.388, [INFO],Storage,779,1,1010.3994140625,0.01025390625,1,36.97708333333333
2023-07-14 07:04:02.390, [INFO],Storage,749,5,1010.429443359375,0.031005859375,1,36.9875
2023-07-14 07:04:03.392, [INFO],Storage,794,9,1010.45751953125,-0.01318359375,0,36.9875
2023-07-14 07:04:03.608, [INFO],Release Succeeded
2023-07-14 07:04:04.394, [INFO],Released,794,10,1010.439208984375,-0.033935546875,1,37.02291666666667
2023-07-14 07:04:05.396, [INFO],Released,794,10,1010.423828125,-0.021240234375,2,36.985416666666666
2023-07-14 07:04:06.399, [INFO],Released,794,10,1010.454345703125,-0.02685546875,3,36.985416666666666
