"Timeinfo","Level","Message","Light","Pressure","Disp Pressure","Light Counter","Pressure Counter"
2023-09-01 17:53:57.459, [INFO],Pixhawk initialized
2023-09-01 17:53:57.589, [INFO],Camera initialized
2023-09-01 17:53:57.618, [INFO],['/dev/ttyACM0', '/dev/ttyAMA0']
2023-09-01 17:53:57.619, [INFO],system_address: /dev/ttyACMO
2023-09-01 17:53:57.619, [INFO],Waiting for drone to connect...
2023-09-01 17:53:59.134, [INFO],Connected Drone!
2023-09-01 17:53:59.140, [INFO],Waiting for drone to have a global position estimate...
2023-09-01 17:54:01.109, [INFO],-- Global position estimate OK
2023-09-01 17:54:01.110, [INFO],waiting for pixhawk to hold
2023-09-01 17:54:02.110, [INFO],--Holding
2023-09-01 17:54:03.108, [INFO],-- Hold
2023-09-01 17:54:12.139, [INFO],0.0,-1.0,0.0,0.0,0.0,0.0
2023-09-01 17:54:12.652, [INFO],0.0,0.0299136,-0.114,7.0560002,35.796885,139.89187
2023-09-01 17:54:13.155, [INFO],HOLD,0.0299144,-0.097,7.0730004,35.796885,139.89187
2023-09-01 17:54:13.657, [INFO],HOLD,0.0299144,-0.072,7.0980005,35.796885,139.89187
2023-09-01 17:54:14.160, [INFO],HOLD,0.0299151,-0.035,7.1340003,35.796885,139.89187
2023-09-01 17:54:14.662, [INFO],HOLD,0.0299147,0.015,7.1850004,35.796885,139.89187
2023-09-01 17:54:15.166, [INFO],HOLD,0.0299144,0.029,7.2000002,35.796885,139.89187
2023-09-01 17:54:15.668, [INFO],HOLD,0.0299143,0.014,7.1840004,35.796885,139.89187
2023-09-01 17:54:16.220, [INFO],--Clear mission
2023-09-01 17:54:16.224, [INFO],HOLD,0.0299141,-0.003,7.1670002,35.796885,139.89187
2023-09-01 17:54:16.248, [INFO],-- Uploading mission
2023-09-01 17:54:16.289, [INFO],waiting for pixhawk to hold
2023-09-01 17:54:16.726, [INFO],HOLD,0.0299151,-0.023,7.1470003,35.796885,139.89187
2023-09-01 17:54:17.109, [INFO],-- Hold
2023-09-01 17:54:18.112, [INFO],waiting for pixhawk to arm
2023-09-01 17:54:18.121, [INFO],HOLD,0.0299145,-0.02,7.1490001,35.796885,139.89187
2023-09-01 17:54:18.622, [INFO],HOLD,0.0299145,-0.052,7.1180005,35.796885,139.89187
2023-09-01 17:54:19.109, [INFO],--Arming
2023-09-01 17:54:19.125, [INFO],HOLD,0.0299148,-0.049,7.1200003,35.796885,139.89187
2023-09-01 17:54:19.628, [INFO],HOLD,0.0299208,0.015,7.1360001,35.796885,139.89187
2023-09-01 17:54:20.107, [INFO],-- Arm
2023-09-01 17:54:21.114, [INFO],HOLD,0.0299259,0.055,7.1760001,35.796885,139.89187
2023-09-01 17:54:21.616, [INFO],HOLD,0.0299218,0.077,7.2840003,35.796885,139.89187
2023-09-01 17:54:22.119, [INFO],HOLD,0.0299193,0.075,7.2820005,35.796885,139.89187
2023-09-01 17:54:22.621, [INFO],HOLD,0.0299234,0.091,7.2980003,35.796885,139.89187
2023-09-01 17:54:23.126, [INFO],HOLD,0.0299226,0.117,7.3240003,35.796885,139.89187
2023-09-01 17:54:23.629, [INFO],HOLD,0.0299203,0.146,7.3530001,35.796885,139.89187
2023-09-01 17:54:24.132, [INFO],HOLD,0.0299223,0.174,7.3820004,35.796885,139.89187
2023-09-01 17:54:24.635, [INFO],HOLD,0.0299169,0.175,7.3820004,35.796884,139.89187
2023-09-01 17:54:25.137, [INFO],HOLD,0.0299228,0.174,7.3810005,35.796884,139.89187
2023-09-01 17:54:25.639, [INFO],HOLD,0.0299206,0.21,7.4170002,35.796884,139.89187
2023-09-01 17:54:26.110, [INFO],--Start mission
2023-09-01 17:54:26.142, [INFO],HOLD,0.0299214,0.223,7.4300003,35.796884,139.89187
2023-09-01 17:54:26.647, [INFO],HOLD,0.029921,0.226,7.4330005,35.796884,139.89187
2023-09-01 17:54:27.151, [INFO],HOLD,0.0299213,0.206,7.4130005,35.796884,139.89187
2023-09-01 17:54:27.653, [INFO],HOLD,0.0299214,0.202,7.4090003,35.796884,139.89187
2023-09-01 17:54:28.155, [INFO],HOLD,0.0299212,0.168,7.3750004,35.796884,139.89187
2023-09-01 17:54:28.659, [INFO],HOLD,0.0299216,0.149,7.3560004,35.796884,139.89187
2023-09-01 17:54:29.164, [INFO],HOLD,0.0299222,0.154,7.3610005,35.796884,139.89187
2023-09-01 17:54:29.667, [INFO],HOLD,0.0299246,0.173,7.3800001,35.796884,139.89187
2023-09-01 17:54:30.170, [INFO],HOLD,0.0299245,0.209,7.4160003,35.796884,139.89187
2023-09-01 17:54:30.671, [INFO],HOLD,0.0299251,0.232,7.4390001,35.796884,139.89187
2023-09-01 17:54:31.175, [INFO],HOLD,0.0299237,0.233,7.4400005,35.796884,139.89187
2023-09-01 17:54:31.678, [INFO],HOLD,0.0299238,0.192,7.3990001,35.796884,139.89187
