"Timeinfo","Level","Message","Light","Light Counter","Pressure","Disp Pressure","Pressure Counter","Temperature"
2023-08-06 06:28:30.914, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:30.919, [INFO],Cut case
2023-08-06 06:28:31.921, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:32.923, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:33.925, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:34.927, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:35.925, [INFO],Begin expantion
2023-08-06 06:28:35.929, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:36.427, [INFO],Expanded
2023-08-06 06:28:36.931, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:37.933, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:38.935, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:39.938, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:40.941, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:41.943, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:42.946, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:43.948, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:44.950, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:45.952, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:46.954, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:47.956, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:48.958, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:49.960, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:50.962, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:51.964, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:52.966, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:53.968, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:54.970, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:55.972, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:56.974, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:57.976, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:58.979, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:28:59.981, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:00.983, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:01.985, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:02.987, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:03.989, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:04.991, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:05.993, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:06.995, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:07.998, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:09.0  , [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:10.2  , [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:11.4  , [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:12.6  , [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:13.8  , [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:14.10 , [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:15.12 , [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:16.14 , [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:17.16 , [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:18.18 , [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:19.20 , [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:20.22 , [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:21.25 , [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:22.27 , [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:23.29 , [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:24.31 , [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:25.33 , [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:26.35 , [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:27.37 , [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:29:28.39 , [INFO],Outside,0,0,0,0,0,0
