"Timeinfo","Level","Message","Light","Light Counter","Pressure","Disp Pressure","Pressure Counter","Temperature"
2023-08-06 06:51:20.287, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:51:20.289, [INFO],Cut case
2023-08-06 06:51:21.290, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:51:22.292, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:51:23.294, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:51:24.296, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:51:25.295, [INFO],Begin expantion
2023-08-06 06:51:25.298, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:51:25.796, [INFO],Expanded
2023-08-06 06:51:26.300, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:51:27.302, [INFO],Outside,0,0,0,0,0,0
2023-08-06 06:51:28.304, [INFO],Outside,0,0,0,0,0,0
