"Timeinfo","Level","Message","Light","Light Counter","Pressure","Disp Pressure","Pressure Counter","Temperature"
2023-07-07 20:28:30.107, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:30.109, [INFO],Cut case
2023-07-07 20:28:31.110, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:32.112, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:33.114, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:34.116, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:35.118, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:36.120, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:37.117, [INFO],Begin expantion
2023-07-07 20:28:37.122, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:37.618, [INFO],Expanded
2023-07-07 20:28:38.124, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:39.126, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:40.128, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:40.622, [INFO],Cut case
2023-07-07 20:28:41.131, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:42.132, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:43.135, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:44.137, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:45.139, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:46.141, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:47.143, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:47.630, [INFO],Begin expantion
2023-07-07 20:28:48.132, [INFO],Expanded
2023-07-07 20:28:48.145, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:49.147, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:50.150, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:51.152, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:52.155, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:53.157, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:54.160, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:55.162, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:56.165, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:57.167, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:58.169, [INFO],Outside,0,0,0,0,0,0
2023-07-07 20:28:59.172, [INFO],Outside,0,0,0,0,0,0
