"Timeinfo","Level","Message","Light","Light Counter","Pressure","Disp Pressure","Pressure Counter","Temperature"
2023-07-07 18:14:24.260, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:24.261, [INFO],Cut case
2023-07-07 18:14:25.263, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:26.265, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:27.267, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:28.269, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:29.271, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:30.273, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:31.269, [INFO],Begin expantion
2023-07-07 18:14:31.276, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:31.771, [INFO],Expanded
2023-07-07 18:14:32.277, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:33.280, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:34.282, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:34.775, [INFO],Cut case
2023-07-07 18:14:35.284, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:36.286, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:37.288, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:38.290, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:39.292, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:40.294, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:41.296, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:41.783, [INFO],Begin expantion
2023-07-07 18:14:42.285, [INFO],Expanded
2023-07-07 18:14:42.299, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:43.300, [INFO],Outside,0,0,0,0,0,0
2023-07-07 18:14:44.303, [INFO],Outside,0,0,0,0,0,0
