"Timeinfo","Level","Message","Light","Light Counter","Pressure","Disp Pressure","Pressure Counter","Temperature","Disp Pressure 5sec"
2023-08-18 04:43:25.237, [INFO],Case program initialized
2023-08-18 04:43:25.242, [INFO],Pixhawk initialized
2023-08-18 04:43:29.458, [INFO],Outside,0,0,0,0,0,0,nan
2023-08-18 04:43:29.988, [INFO],Now Outside
2023-08-18 04:43:30.464, [INFO],Outside,935,0,0,0,0,0,nan
2023-08-18 04:43:30.520, [INFO],Now Outside
2023-08-18 04:43:31.52 , [INFO],Now Outside
2023-08-18 04:43:31.466, [INFO],Outside,932,0,0,0,0,0,nan
2023-08-18 04:43:31.584, [INFO],Now Outside
2023-08-18 04:43:32.116, [INFO],Now Outside
2023-08-18 04:43:32.468, [INFO],Outside,934,0,0,0,0,0,nan
2023-08-18 04:43:32.648, [INFO],Now Outside
2023-08-18 04:43:33.181, [INFO],Now Outside
2023-08-18 04:43:33.471, [INFO],Outside,884,0,0,0,0,0,nan
2023-08-18 04:43:33.713, [INFO],Now Outside
2023-08-18 04:43:34.245, [INFO],Now Outside
2023-08-18 04:43:34.474, [INFO],Outside,521,0,0,0,0,0,nan
2023-08-18 04:43:34.778, [INFO],Now Outside
2023-08-18 04:43:35.479, [INFO],Outside,489,1,0,0,0,0,nan
2023-08-18 04:43:36.482, [INFO],Outside,441,3,0,0,0,0,nan
2023-08-18 04:43:37.485, [INFO],Outside,433,5,0,0,0,0,nan
2023-08-18 04:43:38.487, [INFO],Outside,429,6,0,0,0,0,nan
2023-08-18 04:43:39.490, [INFO],Outside,433,8,0,0,0,0,nan
2023-08-18 04:43:40.493, [INFO],Outside,423,10,0,0,0,0,nan
2023-08-18 04:43:41.495, [INFO],Outside,428,12,0,0,0,0,nan
2023-08-18 04:43:42.498, [INFO],Outside,459,14,0,0,0,0,nan
2023-08-18 04:43:43.501, [INFO],Outside,450,16,0,0,0,0,nan
2023-08-18 04:43:44.503, [INFO],Outside,447,18,0,0,0,0,nan
2023-08-18 04:43:45.508, [INFO],Outside,434,20,0,0,0,0,nan
2023-08-18 04:43:46.511, [INFO],Outside,431,22,0,0,0,0,nan
2023-08-18 04:43:47.514, [INFO],Outside,437,23,0,0,0,0,nan
2023-08-18 04:43:48.516, [INFO],Outside,432,25,0,0,0,0,nan
2023-08-18 04:43:49.519, [INFO],Outside,404,27,0,0,0,0,nan
2023-08-18 04:43:50.522, [INFO],Outside,484,29,0,0,0,0,nan
2023-08-18 04:43:51.524, [INFO],Outside,458,31,0,0,0,0,nan
2023-08-18 04:43:52.527, [INFO],Outside,476,33,0,0,0,0,nan
2023-08-18 04:43:53.529, [INFO],Outside,468,35,0,0,0,0,nan
2023-08-18 04:43:54.532, [INFO],Outside,466,37,0,0,0,0,nan
2023-08-18 04:43:55.537, [INFO],Outside,460,39,0,0,0,0,nan
2023-08-18 04:43:56.540, [INFO],Outside,462,40,0,0,0,0,nan
2023-08-18 04:43:57.542, [INFO],Outside,463,42,0,0,0,0,nan
2023-08-18 04:43:58.545, [INFO],Outside,457,44,0,0,0,0,nan
2023-08-18 04:43:59.548, [INFO],Outside,465,46,0,0,0,0,nan
2023-08-18 04:44:00.555, [INFO],Outside,470,48,0,0,0,0,nan
2023-08-18 04:44:01.558, [INFO],Outside,463,50,0,0,0,0,nan
2023-08-18 04:44:02.561, [INFO],Outside,479,52,0,0,0,0,nan
2023-08-18 04:44:03.564, [INFO],Outside,476,54,0,0,0,0,nan
2023-08-18 04:44:04.567, [INFO],Outside,473,56,0,0,0,0,nan
2023-08-18 04:44:05.571, [INFO],Outside,472,57,0,0,0,0,nan
2023-08-18 04:44:06.573, [INFO],Outside,477,59,0,0,0,0,nan
2023-08-18 04:44:06.638, [INFO],Storage Succeeded
2023-08-18 04:44:07.576, [INFO],Storage,475,0,0,0,0,0,nan
2023-08-18 04:44:08.155, [INFO],Release Succeeded
2023-08-18 04:44:08.579, [INFO],Released,568,10,1014.694091796875,0.010009765625,1,30.416666666666664,nan
2023-08-18 04:44:09.582, [INFO],Released,568,10,1014.694091796875,0.010009765625,1,30.416666666666664,nan
2023-08-18 04:44:10.585, [INFO],Released,568,10,1014.694091796875,0.010009765625,1,30.416666666666664,nan
2023-08-18 04:44:11.588, [INFO],Released,568,10,1014.68701171875,-0.02490234375,2,30.47083333333333,nan
2023-08-18 04:44:12.591, [INFO],Released,568,10,1014.68701171875,-0.02490234375,2,30.47083333333333,nan
2023-08-18 04:44:13.594, [INFO],Released,568,10,1014.700439453125,0.00830078125,3,30.514583333333334,nan
2023-08-18 04:44:14.596, [INFO],Released,568,10,1014.700439453125,0.00830078125,3,30.514583333333334,nan
2023-08-18 04:44:15.600, [INFO],Released,568,10,1014.691650390625,0.00830078125,3,30.52916666666667,nan
2023-08-18 04:44:16.603, [INFO],Released,568,10,1014.691650390625,-0.06982421875,4,30.55,nan
2023-08-18 04:44:17.606, [INFO],Released,568,10,1014.691650390625,-0.06982421875,4,30.55,nan
2023-08-18 04:44:18.609, [INFO],Released,568,10,1014.681884765625,-0.02978515625,5,30.589583333333334,nan
2023-08-18 04:44:19.612, [INFO],Released,568,10,1014.681884765625,-0.02978515625,5,30.589583333333334,nan
