"Timeinfo","Level","Message","Distance","Relative Altitude","Absolute Altitude","Latitude","Longitude"
2023-08-11 10:44:03.179, [INFO],Case program initialized
2023-08-11 10:44:03.187, [INFO],Pixhawk initialized
2023-08-11 10:44:03.204, [INFO],Outside,0,0,0,0,0,0
2023-08-11 10:44:03.734, [INFO],outside
2023-08-11 10:44:04.209, [INFO],Outside,577,0,0,0,0,0
2023-08-11 10:44:04.266, [INFO],outside
2023-08-11 10:44:04.798, [INFO],outside
2023-08-11 10:44:05.212, [INFO],Outside,577,0,0,0,0,0
2023-08-11 10:44:05.330, [INFO],outside
2023-08-11 10:44:05.862, [INFO],outside
2023-08-11 10:44:06.215, [INFO],Outside,576,0,0,0,0,0
2023-08-11 10:44:06.394, [INFO],outside
2023-08-11 10:44:06.926, [INFO],outside
2023-08-11 10:44:07.218, [INFO],Outside,575,0,0,0,0,0
2023-08-11 10:44:07.458, [INFO],outside
2023-08-11 10:44:07.990, [INFO],outside
2023-08-11 10:44:08.220, [INFO],Outside,575,0,0,0,0,0
2023-08-11 10:44:08.522, [INFO],outside
2023-08-11 10:44:09.54 , [INFO],outside
2023-08-11 10:44:09.222, [INFO],Outside,575,0,0,0,0,0
2023-08-11 10:44:09.586, [INFO],outside
2023-08-11 10:44:10.118, [INFO],outside
2023-08-11 10:44:10.224, [INFO],Outside,575,0,0,0,0,0
2023-08-11 10:44:10.650, [INFO],outside
2023-08-11 10:44:11.182, [INFO],outside
2023-08-11 10:44:11.226, [INFO],Outside,575,0,0,0,0,0
2023-08-11 10:44:11.717, [INFO],outside
2023-08-11 10:44:12.228, [INFO],Outside,575,0,0,0,0,0
2023-08-11 10:44:12.250, [INFO],outside
2023-08-11 10:44:12.782, [INFO],outside
2023-08-11 10:44:13.231, [INFO],Outside,575,0,0,0,0,0
2023-08-11 10:44:13.315, [INFO],outside
2023-08-11 10:44:13.847, [INFO],outside
2023-08-11 10:44:14.233, [INFO],Outside,572,0,0,0,0,0
2023-08-11 10:44:14.380, [INFO],outside
2023-08-11 10:44:14.912, [INFO],outside
2023-08-11 10:44:15.236, [INFO],Outside,572,0,0,0,0,0
2023-08-11 10:44:15.445, [INFO],outside
2023-08-11 10:44:15.977, [INFO],outside
2023-08-11 10:44:16.239, [INFO],Outside,572,0,0,0,0,0
2023-08-11 10:44:16.510, [INFO],outside
2023-08-11 10:44:17.43 , [INFO],outside
2023-08-11 10:44:17.244, [INFO],Outside,571,0,0,0,0,0
2023-08-11 10:44:17.576, [INFO],outside
2023-08-11 10:44:18.108, [INFO],outside
2023-08-11 10:44:18.247, [INFO],Outside,528,0,0,0,0,0
2023-08-11 10:44:18.641, [INFO],outside
2023-08-11 10:44:19.174, [INFO],outside
2023-08-11 10:44:19.249, [INFO],Outside,511,0,0,0,0,0
2023-08-11 10:44:19.706, [INFO],outside
2023-08-11 10:44:20.252, [INFO],Outside,120,1,0,0,0,0
2023-08-11 10:44:21.254, [INFO],Outside,106,2,0,0,0,0
2023-08-11 10:44:22.259, [INFO],Outside,117,4,0,0,0,0
2023-08-11 10:44:23.261, [INFO],Outside,119,6,0,0,0,0
2023-08-11 10:44:24.264, [INFO],Outside,119,8,0,0,0,0
2023-08-11 10:44:25.18 , [INFO],Storage Succeeded
2023-08-11 10:44:25.267, [INFO],Storage,120,0,760.0,0,0,36.1875
2023-08-11 10:44:26.269, [INFO],Storage,119,0,1010.497802734375,0.01025390625,1,36.2
2023-08-11 10:44:27.274, [INFO],Storage,117,0,1010.39306640625,0.068359375,3,36.22083333333333
2023-08-11 10:44:28.277, [INFO],Storage,116,0,1010.452880859375,-0.00244140625,0,36.23125
2023-08-11 10:44:29.280, [INFO],Storage,113,0,1010.509033203125,0.068359375,3,36.24166666666667
2023-08-11 10:44:30.282, [INFO],Storage,114,0,1010.43408203125,-0.021728515625,0,36.24583333333334
2023-08-11 10:44:31.285, [INFO],Storage,112,0,1010.46337890625,0.009521484375,3,36.25625
2023-08-11 10:44:32.289, [INFO],Storage,109,0,1010.52099609375,-0.07421875,0,36.264583333333334
2023-08-11 10:44:33.292, [INFO],Storage,102,0,1010.491455078125,-0.00634765625,0,36.26875
2023-08-11 10:44:34.295, [INFO],Storage,100,0,1010.53564453125,-0.051025390625,0,36.28125
2023-08-11 10:44:35.298, [INFO],Storage,118,0,1010.616455078125,-0.000244140625,0,36.29375
2023-08-11 10:44:36.301, [INFO],Storage,114,0,1010.55810546875,-0.036376953125,0,36.295833333333334
2023-08-11 10:44:37.306, [INFO],Storage,112,0,1010.556640625,0.005859375,1,36.30833333333334
2023-08-11 10:44:38.309, [INFO],Storage,114,0,1010.4287109375,0.0009765625,2,36.30625
2023-08-11 10:44:39.312, [INFO],Storage,121,0,1010.54248046875,-0.071533203125,0,36.325
2023-08-11 10:44:40.315, [INFO],Storage,108,0,1010.520263671875,0.017578125,1,36.32083333333333
2023-08-11 10:44:41.318, [INFO],Storage,106,0,1010.50341796875,0.0009765625,3,36.329166666666666
2023-08-11 10:44:42.322, [INFO],Storage,113,0,1010.5537109375,0.0302734375,1,36.333333333333336
2023-08-11 10:44:43.325, [INFO],Storage,120,0,1010.42578125,-0.0078125,0,36.3375
2023-08-11 10:44:44.328, [INFO],Storage,127,0,1010.4697265625,-0.020263671875,0,36.34583333333333
