"Timeinfo","Level","Message","Distance","Relative Altitude","Absolute Altitude","Latitude","Longitude"
2023-08-11 10:44:03.179, [INFO],Case program initialized
2023-08-11 10:44:03.187, [INFO],Pixhawk initialized
2023-08-11 10:44:45.331, [INFO],Storage,144,0,1010.35986328125,0.10400390625,2,36.354166666666664
2023-08-11 10:44:46.333, [INFO],Storage,128,0,1010.304443359375,-0.034423828125,0,36.34166666666667
2023-08-11 10:44:47.338, [INFO],Storage,155,0,1010.40478515625,0.024658203125,2,36.35
2023-08-11 10:44:48.341, [INFO],Storage,167,0,1010.33935546875,-0.00341796875,0,36.358333333333334
2023-08-11 10:44:49.344, [INFO],Storage,172,0,1010.336181640625,0.003173828125,2,36.3625
2023-08-11 10:44:50.347, [INFO],Storage,169,0,1010.275146484375,-0.033447265625,0,36.3625
2023-08-11 10:44:51.349, [INFO],Storage,160,0,1010.38720703125,0.052734375,4,36.364583333333336
2023-08-11 10:44:52.352, [INFO],Storage,141,0,1010.279052734375,-0.0146484375,0,36.37916666666666
2023-08-11 10:44:53.355, [INFO],Storage,138,0,1010.431884765625,0.017822265625,4,36.38333333333333
2023-08-11 10:44:54.358, [INFO],Storage,139,0,1010.432861328125,-0.111328125,0,36.38125
2023-08-11 10:44:55.360, [INFO],Storage,141,0,1010.378662109375,0.0419921875,2,36.389583333333334
2023-08-11 10:44:56.363, [INFO],Storage,142,0,1010.390380859375,0.0390625,1,36.385416666666664
2023-08-11 10:44:57.368, [INFO],Storage,176,0,1010.4794921875,-0.0869140625,0,36.3875
2023-08-11 10:44:58.371, [INFO],Storage,538,1,1010.40673828125,0.0283203125,1,36.4
2023-08-11 10:44:59.373, [INFO],Storage,543,5,1010.49169921875,-0.031494140625,0,36.39375
2023-08-11 10:45:00.376, [INFO],Storage,572,9,1010.42919921875,-0.013427734375,0,36.39375
2023-08-11 10:45:00.795, [INFO],Release Succeeded
2023-08-11 10:45:01.379, [INFO],Released,563,10,1010.521240234375,-0.043212890625,1,36.40625
2023-08-11 10:45:02.384, [INFO],Released,563,10,1010.552734375,0.017578125,2,36.37291666666667
2023-08-11 10:45:03.386, [INFO],Released,563,10,1011.31640625,0.017578125,2,36.35
2023-08-11 10:45:04.389, [INFO],Released,563,10,1011.31640625,-0.03515625,3,36.37083333333334
2023-08-11 10:45:05.392, [INFO],Released,563,10,1011.734130859375,0.029541015625,4,36.36875
2023-08-11 10:45:06.394, [INFO],Released,563,10,1012.0009765625,-0.00439453125,5,36.35208333333333
2023-08-11 10:45:07.399, [INFO],Released,563,10,1012.006103515625,-0.004638671875,6,36.354166666666664
2023-08-11 10:45:08.402, [INFO],Released,563,10,1012.012939453125,-0.004638671875,6,36.34166666666667
2023-08-11 10:45:09.405, [INFO],Released,563,10,1012.012939453125,-0.031494140625,7,36.35625
2023-08-11 10:45:10.408, [INFO],Released,563,10,1011.994384765625,0.0390625,8,36.35208333333333
2023-08-11 10:45:11.411, [INFO],Released,563,10,1012.0419921875,-0.036376953125,9,36.360416666666666
2023-08-11 10:45:12.179, [INFO],Landing Succeeded
2023-08-11 10:45:12.181, [INFO],Cut case
2023-08-11 10:45:12.416, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:13.419, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:14.422, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:15.425, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:16.428, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:17.187, [INFO],Begin expantion
2023-08-11 10:45:17.433, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:17.689, [INFO],Expanded
2023-08-11 10:45:18.436, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:19.439, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:20.442, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:21.444, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:22.449, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:23.452, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:24.455, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:25.458, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:26.461, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:27.466, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:27.701, [INFO],Cut case
2023-08-11 10:45:28.469, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:29.472, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:30.475, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:31.478, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:32.483, [INFO],Land,563,10,1012.06201171875,-0.060302734375,10,36.360416666666666
2023-08-11 10:45:32.708, [INFO],Begin expantion
2023-08-11 10:45:33.210, [INFO],Expanded
2023-08-11 10:45:33.561, [INFO],['/dev/ttyACM0', '/dev/ttyAMA0']
2023-08-11 10:45:33.562, [INFO],system_address: /dev/ttyACMO
2023-08-11 10:45:33.563, [INFO],Waiting for drone to connect...
2023-08-11 10:45:35.137, [INFO],Connected Drone!
2023-08-11 10:45:35.139, [INFO],Waiting for drone to have a global position estimate...
2023-08-11 10:45:37.172, [INFO],-- Global position estimate OK
2023-08-11 10:45:37.173, [INFO],waiting for pixhawk to hold
2023-08-11 10:45:38.174, [INFO],--Holding
2023-08-11 10:45:39.174, [INFO],-- Hold
2023-08-11 10:45:51.219, [INFO],0.0,-1.0,0.0,0.0,0.0,0.0
2023-08-11 10:45:51.730, [INFO],0.0,0.0385023,-0.009,2.331,35.796047,139.89215
2023-08-11 10:45:52.234, [INFO],HOLD,0.0385063,0.002,2.335,35.79605,139.89214
2023-08-11 10:45:52.735, [INFO],HOLD,0.0385073,0.015,2.348,35.796054,139.89214
2023-08-11 10:45:53.238, [INFO],HOLD,0.0385159,0.015,2.3730001,35.796057,139.89213
2023-08-11 10:45:53.740, [INFO],HOLD,0.0385228,0.002,2.397,35.796061,139.89212
2023-08-11 10:45:54.202, [INFO],-- Uploading mission
2023-08-11 10:45:54.243, [INFO],HOLD,0.0385275,0.018,2.4130001,35.796064,139.89212
2023-08-11 10:45:54.247, [INFO],waiting for pixhawk to hold
2023-08-11 10:45:54.747, [INFO],HOLD,0.0385303,0.005,2.4220001,35.796068,139.89211
2023-08-11 10:45:55.171, [INFO],-- Hold
2023-08-11 10:45:55.172, [INFO],--Arming
